bill_length_mm,bill_depth_mm,flipper_length_mm,body_mass_g,island,sex,species
59.7,13.2,171.1,6022.0,1.0,1.0,1
53.5,17.1,181.8,6275.0,2.0,1.0,1
41.6,14.5,194.0,4507.0,0.0,1.0,0
59.5,21.8,217.4,6042.0,0.0,1.0,1
59.3,19.3,216.6,5151.0,2.0,1.0,1
53.8,16.6,215.1,5384.0,0.0,1.0,1
37.4,15.9,181.0,4292.0,2.0,1.0,1
41.0,14.4,191.6,4751.0,2.0,1.0,0
59.2_err,18.8,199.8,5453.0,1.0,1.0,1
48.4,19.9,218.5,2781.0,0.0,0.0,0
57.9,16.4,192.4,2959.0,1.0,0.0,1
51.0,20.0,206.9,4143.0,0.0,0.0,0
54.7,14.1,180.6,5512.0,0.0,1.0,0
57.9,16.9,214.4,3321.0,1.0,1.0,1
55.2,21.6,191.3,5023.0,2.0,0.0,1
39.5,17.3,,4046.0,1.0,1.0,0
42.7,15.1,224.7,4683.0,1.0,0.0,0
34.4,15.8,219.6,4864.0,0.0,0.0,0
44.1,18.4,210.3,5706.0,1.0,0.0,1
57.4,13.8,227.1,4863.0,1.0,1.0,1
51.1,17.9,228.6,3842.0,0.0,1.0,1
53.1,17.7,200.3,6137.0,0.0,1.0,1
48.7,15.7,209.0,4906.0,0.0,0.0,0
32.1,17.9,233.9,5345.0,0.0,0.0,1
50.9,16.5,200.1,5285.0,1.0,0.0,1
36.8,16.7,186.7,3232.0,0.0,,0
42.5,16.1,201.4,4107.0,1.0,1.0,0
48.6,18.9,174.5,4943.0,0.0,0.0,0
33.9,20.3,201.5,5612.0,,1.0,0
36.4,15.7,185.0,6201.0,0.0,1.0,1
37.5,20.2,213.7,5054.0,1.0,1.0,1
32.5,16.9,219.3,3242.0,2.0,0.0,0
53.6,13.1,231.9,5460.0,1.0,1.0,1
34.9,19.8,171.6,4730.0,1.0,1.0,0
57.8,20.3,199.1,3218.0,0.0,1.0,0
41.2,19.0,211.2,4962.0,1.0,1.0,1
49.8,16.8,215.9,6090.0,2.0,1.0,1
,17.9,223.8,6096.0,2.0,0.0,1
57.8,17.7,187.5,5493.0,2.0,1.0,1
59.1,15.7,,4756.0,0.0,0.0,1
41.4,19.5,228.2,3077.0,0.0,0.0,0
42.2,20.6,225.8,4487.0,1.0,0.0,0
49.9,17.4,232.6,5054.0,2.0,0.0,1
50.0,13.3,191.8,5108.0,1.0,1.0,1
45.0,13.9,203.1,5189.0,0.0,1.0,1
50.5,18.3,223.4,3228.0,0.0,1.0,1
58.3,17.0,207.7,5973.0,2.0,0.0,1
45.9,21.6,205.5,2749.0,0.0,,0
55.8,20.1,210.2,4855.0,1.0,1.0,1
57.8,15.2,228.9,5555.0,0.0,0.0,1
32.4,16.8,221.5,4318.0,0.0,0.0,0
50.8,15.3,218.4,3853.0,1.0,1.0,1
52.2,18.9,233.7,5804.0,1.0,1.0,1
59.9,18.1,196.9,4184.0,2.0,0.0,1
45.8,17.4,199.8,6048.0,0.0,1.0,0
56.4,21.5,194.7,5774.0,0.0,1.0,1
34.5,20.7,192.9,5740.0,2.0,0.0,0
41.8,17.8,178.7,4997.0,0.0,1.0,1
57.3,19.8,192.3,4778.0,2.0,0.0,1
49.8,21.7,,5495.0,2.0,1.0,1
35.0,18.9,187.6,5499.0,2.0,0.0,0
43.1,16.8,233.8,5870.0,0.0,0.0,1
39.4,13.8,195.8,4508.0,0.0,1.0,1
34.9,15.5,200.8,2973.0,2.0,1.0,0
41.3,20.3,216.8,4456.0,0.0,1.0,0
51.7,19.5,178.2,5165.0,0.0,1.0,1
57.8,19.5,234.9,4086.0,0.0,0.0,1
34.4,21.9,220.6,4050.0,2.0,0.0,1
35.0,16.7,216.9,4926.0,2.0,0.0,1
33.9,20.5,188.8,4568.0,0.0,0.0,0
42.1,20.9,196.2,5114.0,0.0,0.0,1
32.2,20.5,,3821.0,1.0,1.0,0
46.4,13.1,181.1,2988.0,1.0,0.0,0
47.7,20.3,175.6,4461.0,2.0,0.0,0
54.2,15.4,201.7,5411.0,1.0,0.0,1
42.2,21.9,194.0,6088.0,2.0,1.0,1
53.2,14.1,191.0,2861.0,0.0,0.0,0
40.5,13.8,209.6,6101.0,0.0,0.0,1
54.1,18.9,218.7,5077.0,1.0,0.0,1
39.2,15.1,198.8,4000.0,2.0,1.0,0
39.7,19.6,226.4,4541.0,1.0,1.0,0
49.8,18.0,183.9,5450.0,2.0,1.0,0
48.2,15.5,188.8,3339.0,2.0,1.0,0
41.5,20.3,234.6,5216.0,2.0,1.0,1
39.1,19.7,175.0,4485.0,2.0,0.0,0
55.0,14.0,208.2,5913.0,0.0,1.0,1
53.9,16.5,213.3,3480.0,2.0,1.0,1
41.3,19.6,234.5,5280.0,1.0,0.0,0
39.1,14.5,198.1,4465.0,2.0,1.0,1
35.0,13.1,222.5,3906.0,1.0,1.0,1
50.1,13.3,211.3,,,0.0,1
47.4,14.0,191.9,5114.0,1.0,1.0,1
58.7,,188.9,5391.0,,1.0,1
59.1,18.6,182.4,3889.0,0.0,0.0,1
35.7,15.7,203.6,5763.0,2.0,1.0,1
36.5,13.1,189.3,5933.0,2.0,0.0,0
32.4,21.5,197.8,3451.0,1.0,1.0,0
40.2,19.9,222.1,5364.0,1.0,0.0,0
32.4,21.1,181.4,2833.0,1.0,1.0,0
47.2,17.9,190.4,4892.0,1.0,0.0,1
42.7,17.2,194.9,5945.0,0.0,0.0,1
46.1,15.1,187.4,2875.0,1.0,1.0,0
44.1,20.4,178.9,6203.0,0.0,1.0,1
34.2,20.6,176.6,6120.0,0.0,1.0,0
54.6,15.2,231.4,3260.0,0.0,1.0,1
46.0,18.6,171.2,5625.0,1.0,1.0,0
59.0,14.3,170.4,2841.0,2.0,1.0,1
43.9,20.1,184.2,6162.0,0.0,0.0,0
39.9,18.9,215.9,3165.0,2.0,0.0,0
38.9,18.7,221.9,4019.0,2.0,1.0,1
42.1,16.6,170.6,4864.0,1.0,1.0,1
55.8,21.6,234.6,5665.0,2.0,0.0,1
52.0,18.6,176.6,6179.0,2.0,0.0,0
48.5,17.5,225.2,5857.0,0.0,1.0,1
,17.9,179.1,5018.0,1.0,0.0,1
48.4,16.8,213.3,,1.0,1.0,1
37.8,21.3,209.1,5619.0,0.0,1.0,0
59.5,14.3,184.6,4724.0,1.0,0.0,0
36.4,21.9,184.7,3138.0,,0.0,0
50.9,18.3,187.3,4053.0,2.0,1.0,0
37.7,21.1,192.4,4141.0,1.0,1.0,0
47.1,20.0,207.7,4674.0,1.0,1.0,0
52.6,15.5,190.0,6292.0,1.0,1.0,1
53.8,18.0,227.4,5472.0,0.0,1.0,1
38.7,16.6,195.1,3508.0,2.0,0.0,0
52.8,20.2,176.4,2980.0,1.0,1.0,1
33.5,19.2,205.4,5677.0,1.0,1.0,1
50.9,18.8,188.7,5546.0,1.0,1.0,1
56.8,20.8,216.9,5311.0,2.0,,1
58.1,14.7,228.5,4098.0,1.0,1.0,1
49.7,17.9,221.3,2766.0,0.0,0.0,1
44.2,19.1,171.8,4137.0,1.0,0.0,0
55.4,19.0,201.8,3629.0,1.0,0.0,1
37.7,16.3,173.1,5898.0,2.0,0.0,0
32.1,19.8,224.1,3354.0,2.0,0.0,0
39.1,15.4,204.4,4402.0,0.0,1.0,0
44.6,19.5,223.1,2894.0,2.0,0.0,0
32.2,20.1,221.7,5239.0,0.0,1.0,0
52.6,15.5,173.4,5519.0,1.0,1.0,0
47.7,18.9,186.6,5545.0,0.0,0.0,0
50.2,17.1,230.4,3173.0,1.0,0.0,1
37.9,15.4,,5376.0,0.0,1.0,0
33.1,14.5,230.4,5031.0,2.0,1.0,1
48.3,16.9,225.9,5587.0,2.0,0.0,1
37.3,14.5,211.6,6015.0,2.0,1.0,1
33.5,17.8,195.3,5153.0,0.0,0.0,0
41.4,14.6,223.5,6136.0,1.0,0.0,1
57.3,16.8,173.8,5675.0,1.0,0.0,0
47.1,19.1,210.4,4933.0,0.0,1.0,0
39.6,17.9,228.1,5357.0,2.0,1.0,1
39.9,18.4,177.0,4729.0,0.0,1.0,0
45.2,14.1,190.1,3591.0,0.0,0.0,0
,21.3,228.6,4158.0,2.0,0.0,1
47.8,18.7,213.4,2928.0,1.0,1.0,0
53.0,13.3,234.3,5271.0,0.0,1.0,1
50.9,19.4,184.8,3767.0,1.0,0.0,0
59.1,20.0,193.2,5598.0,0.0,1.0,1
53.8,,223.0,3096.0,0.0,1.0,1
39.0,17.5,202.3,5784.0,1.0,1.0,1
57.2,19.4,177.1,3160.0,2.0,0.0,0
51.6,14.6,173.4,4373.0,1.0,0.0,1
59.9,14.0,184.4,4752.0,2.0,0.0,1
53.4_err,16.6,192.6,5132.0,1.0,0.0,1
58.0,21.4,232.8,3228.0,1.0,0.0,1
38.8,18.9,219.9,5077.0,0.0,1.0,0
53.3,19.8,177.9,3442.0,1.0,1.0,1
37.0,15.8,232.6,4189.0,0.0,1.0,1
37.9,13.3,225.7,4702.0,1.0,1.0,1
59.8,21.7,179.9,6161.0,0.0,0.0,1
53.5,18.7,224.7,5714.0,1.0,1.0,1
36.4,21.7,200.6,3381.0,1.0,0.0,0
38.1,14.3,187.8,4182.0,1.0,0.0,0
41.7,16.7,225.5,4267.0,1.0,0.0,1
44.5,16.4,195.9,4252.0,1.0,0.0,1
41.3,19.2,,,1.0,1.0,0
36.2,19.8,187.0,5291.0,2.0,0.0,1
42.8,13.2,192.5,4372.0,0.0,,1
45.6,14.8,175.3,5471.0,2.0,0.0,1
41.9,18.0,216.1,4238.0,2.0,1.0,1
43.6,14.4,219.7,5028.0,2.0,1.0,1
52.9,13.1,230.2,4210.0,0.0,1.0,1
42.5,21.5,210.4,3046.0,1.0,1.0,0
54.0,17.3,215.9,6281.0,2.0,1.0,1
42.5,14.3,210.8,4901.0,0.0,1.0,1
36.6,16.9,221.6,5636.0,0.0,1.0,1
38.0,13.1,178.5,3718.0,2.0,0.0,0
52.3,15.6,212.7,4457.0,0.0,1.0,1
38.9,21.6,222.3,6298.0,1.0,0.0,1
45.0,21.1,232.7,4995.0,1.0,0.0,0
34.1,19.1,230.7,3695.0,2.0,1.0,0
34.7,18.2,198.3,3677.0,1.0,1.0,0
59.5,14.3,204.6,4920.0,0.0,0.0,1
43.9,18.8,180.8,3500.0,1.0,1.0,0
57.5,20.6,182.9,5459.0,1.0,0.0,1
38.8,21.1,171.3,6280.0,2.0,1.0,0
35.2_err,13.1,192.8,3114.0,1.0,1.0,0
59.5,21.1,232.6,2982.0,1.0,1.0,1
49.3,15.2,208.0,3482.0,2.0,0.0,1
38.7,15.7,203.2,4258.0,2.0,0.0,0
32.3,13.4,189.9,4802.0,2.0,1.0,0
45.4,17.7,214.0,5246.0,1.0,0.0,1
47.3,21.8,232.0,5500.0,0.0,0.0,0
45.4,13.5,227.1,4507.0,0.0,0.0,1
33.9,16.0,208.3,2987.0,0.0,1.0,0
43.7,21.1,223.1,5749.0,1.0,0.0,1
47.2,18.3,172.9,5083.0,2.0,0.0,1
55.2,20.9,193.1,4625.0,1.0,0.0,0
39.7,14.0,182.9,6166.0,1.0,0.0,0
49.6,14.0,173.3,2844.0,1.0,1.0,0
33.5,18.3,187.5,4151.0,0.0,0.0,0
52.8,,201.1,2775.0,2.0,1.0,1
36.5,16.5,199.8,3799.0,0.0,,0
43.9,,177.5,4410.0,1.0,1.0,1
33.5,19.8,230.5,6200.0,1.0,0.0,0
54.9,,221.2,3387.0,0.0,1.0,0
46.4,16.2,189.0,4494.0,0.0,0.0,0
40.5,,234.7,5552.0,1.0,0.0,1
56.2,13.4,214.8,5099.0,2.0,0.0,1
32.4,19.2,234.7,4889.0,0.0,1.0,1
44.2,17.8,193.2,5297.0,1.0,1.0,1
46.3,14.4,218.6,4453.0,1.0,0.0,1
42.1,16.6,183.8,3832.0,1.0,0.0,0
39.3,14.1,181.7,3813.0,2.0,0.0,0
49.2,15.7,171.4,5785.0,0.0,0.0,0
46.1,18.9,234.3,6091.0,0.0,0.0,1
38.5,13.2,186.4,4171.0,2.0,1.0,0
34.0,,226.0,4083.0,2.0,1.0,1
44.4,18.5,183.8,5719.0,0.0,0.0,0
34.9,16.3,186.0,5585.0,0.0,1.0,0
39.1,18.3,233.0,4915.0,0.0,0.0,0
57.6,19.4,182.5,5721.0,1.0,0.0,1
55.9,20.6,191.7,4175.0,1.0,0.0,0
49.0,18.5,172.9,4544.0,2.0,1.0,0
57.0,19.5,190.0,3781.0,1.0,0.0,0
40.6,15.5,217.6,3185.0,0.0,1.0,0
58.9,17.3,172.5,5178.0,0.0,1.0,1
43.0,14.8,222.9,,0.0,1.0,1
53.2,18.8,174.9,2828.0,0.0,0.0,0
49.1,19.3,230.0,4128.0,1.0,0.0,0
45.7,19.3,223.4,4459.0,1.0,1.0,0
49.2,21.5,189.3,5007.0,1.0,0.0,0
48.8,20.2,204.7,3346.0,0.0,1.0,1
42.9,15.8,201.7,5398.0,0.0,1.0,0
37.1,21.2,197.3,3879.0,2.0,1.0,0
57.6,16.3,222.4,3519.0,0.0,0.0,1
57.4,20.8,178.0,6282.0,1.0,0.0,1
33.4,21.8,220.4,5760.0,0.0,0.0,0
53.9,18.7,204.0,5842.0,2.0,0.0,0
39.2,,232.5,5292.0,2.0,0.0,0
33.6,13.0,178.4,5791.0,2.0,1.0,1
37.2,21.1,205.8,6263.0,2.0,1.0,1
45.2,20.3,176.1,3930.0,0.0,1.0,0
55.9,19.1,212.8,2855.0,2.0,0.0,1
59.5,20.3,188.6,3782.0,1.0,1.0,1
52.7,19.6,203.2,4944.0,0.0,0.0,0
37.8,20.9,203.0,4609.0,2.0,0.0,1
33.6,21.9,231.4,4001.0,0.0,1.0,0
41.8,21.7,208.7,2910.0,1.0,0.0,0
37.8_err,13.6,209.6,3321.0,1.0,0.0,1
,20.1,187.7,3785.0,1.0,1.0,0
36.2,21.0,200.7,3205.0,2.0,1.0,0
55.1,17.1,212.9,5943.0,1.0,1.0,1
58.5,21.3,175.7,3591.0,1.0,0.0,0
37.8,14.5,172.6,3090.0,2.0,1.0,0
50.1,13.4,218.1,6237.0,1.0,1.0,1
35.2,13.6,218.5,5469.0,1.0,0.0,1
45.7,19.6,206.0,3062.0,2.0,1.0,1
38.0,18.9,202.3,4460.0,2.0,1.0,0
32.0,14.7,181.5,4408.0,2.0,0.0,0
32.1,13.2,214.4,4970.0,1.0,0.0,1
52.8,13.9,179.2,3640.0,2.0,0.0,1
48.2,17.5,225.7,5307.0,0.0,0.0,0
55.1,19.2,226.9,3485.0,,0.0,1
38.3,14.3,208.9,2970.0,0.0,0.0,1
41.5,18.4,202.2,4472.0,2.0,,1
50.1,18.7,188.6,2910.0,1.0,1.0,0
32.4,,222.5,4361.0,0.0,1.0,0
50.8,17.7,221.0,6013.0,1.0,1.0,1
43.1,17.4,184.9,4251.0,2.0,1.0,1
,15.9,213.8,3877.0,2.0,1.0,1
34.8,17.2,183.1,4887.0,2.0,0.0,0
46.4,17.3,191.4,2732.0,0.0,0.0,0
49.5,13.1,196.1,4716.0,2.0,0.0,1
49.6,14.1,212.7,5322.0,2.0,0.0,1
36.2,14.1,170.1,3847.0,2.0,0.0,0
35.6,18.3,208.2,4850.0,1.0,0.0,0
34.8,21.3,234.4,5058.0,0.0,0.0,0
34.9,17.3,212.6,2906.0,2.0,1.0,0
49.0_err,17.2,228.9,4113.0,0.0,,1
45.9,16.5,233.1,4676.0,1.0,0.0,1
44.7,16.2,202.9,3191.0,2.0,1.0,1
36.3,20.7,225.6,5041.0,0.0,1.0,1
52.1,16.0,225.1,6044.0,1.0,1.0,1
36.6,13.5,171.5,5898.0,0.0,1.0,0
56.2,18.1,215.8,4655.0,,0.0,1
33.0,17.8,180.3,3667.0,1.0,1.0,0
37.6,16.3,217.2,5244.0,2.0,0.0,1
32.2,17.4,178.1,4951.0,1.0,0.0,0
56.7,18.7,190.2,2712.0,0.0,0.0,0
48.6,13.1,195.6,4581.0,0.0,1.0,0
,21.4,199.3,4389.0,0.0,1.0,0
59.7,,192.5,3603.0,2.0,0.0,1
,21.7,180.0,4126.0,1.0,1.0,0
41.7,19.7,229.8,6003.0,2.0,1.0,1
52.4,15.7,172.3,,2.0,0.0,1
34.1,13.5,194.5,5832.0,1.0,0.0,1
51.4,16.5,174.6,4416.0,0.0,0.0,0
54.8,19.2,178.1,2758.0,1.0,0.0,0
42.8,16.7,227.1,4190.0,0.0,1.0,1
35.0,21.6,231.5,,2.0,0.0,0
32.1,15.4,214.8,4560.0,2.0,0.0,1
39.4,17.8,216.7,4570.0,1.0,1.0,1
40.4,17.4,,6138.0,2.0,0.0,1
33.3,18.3,172.9,4468.0,2.0,1.0,0
47.2,15.3,205.1,4332.0,0.0,1.0,1
44.3,13.7,201.3,5120.0,2.0,0.0,1
48.5,20.6,177.0,4484.0,2.0,0.0,0
34.9,21.5,204.8,5640.0,1.0,1.0,0
43.8,17.2,182.4,3238.0,0.0,1.0,0
41.4,18.1,191.8,6059.0,2.0,1.0,1
32.2,13.5,205.9,4271.0,2.0,1.0,1
42.3,18.8,228.8,4561.0,2.0,0.0,1
46.7,18.2,229.0,5810.0,1.0,1.0,1
54.5,15.1,189.2,4962.0,0.0,1.0,0
47.6,18.6,232.9,4806.0,0.0,1.0,1
49.5,19.1,202.6,3086.0,1.0,1.0,1
42.0,14.0,215.7,3747.0,0.0,0.0,0
57.0,20.2,204.1,3222.0,1.0,1.0,1
53.1,16.5,209.2,4463.0,0.0,0.0,0
58.5,19.7,201.5,4130.0,0.0,1.0,1
42.6,20.8,203.5,3182.0,,0.0,0
49.9,16.9,194.4,5560.0,0.0,1.0,1
47.1,14.2,171.5,4724.0,0.0,0.0,0
44.8,13.8,213.1,5676.0,1.0,1.0,1
59.2,19.5,187.4,3105.0,2.0,1.0,0
38.5,16.0,224.8,4119.0,0.0,1.0,1
58.0,13.7,185.4,4128.0,2.0,1.0,1
43.8,15.4,217.8,5731.0,1.0,0.0,1
50.7,21.7,200.7,4885.0,1.0,0.0,1
55.1,14.5,213.2,3571.0,0.0,1.0,1
49.3,21.8,211.6,3719.0,1.0,1.0,0
35.5,18.3,215.3,3145.0,2.0,1.0,1
49.9,20.7,193.5,4868.0,0.0,1.0,1
37.3,16.0,185.5,6273.0,2.0,0.0,1
46.8,15.4,193.6,3656.0,0.0,1.0,0
36.6,18.6,221.0,5017.0,2.0,0.0,0
33.2,21.9,210.6,5218.0,2.0,1.0,0
37.8,16.9,207.4,5627.0,0.0,0.0,1
40.5,19.9,198.0,3415.0,1.0,1.0,0
57.5,13.3,174.7,5454.0,0.0,0.0,1
36.4,21.4,179.7,4561.0,1.0,1.0,0
57.5,14.3,187.4,5167.0,0.0,0.0,1
59.5,14.4,202.6,3812.0,2.0,,1
,15.0,177.9,2849.0,2.0,0.0,0
35.4,20.8,192.3,5390.0,2.0,0.0,1
49.4,13.2,181.7,4565.0,2.0,1.0,1
57.4,18.8,217.3,5188.0,1.0,1.0,0
33.7,15.6,233.2,4080.0,2.0,1.0,1
51.0,14.4,215.4,4124.0,0.0,0.0,0
37.6,21.2,202.4,3591.0,2.0,1.0,0
45.3,19.1,201.3,3014.0,1.0,1.0,0
45.5,18.3,205.6,3955.0,2.0,0.0,1
59.7,18.9,,3735.0,2.0,1.0,1
37.5,14.5,186.7,5753.0,0.0,1.0,0
37.4,21.3,176.9,5116.0,0.0,0.0,0
33.8,19.2,202.5,5360.0,2.0,0.0,0
36.1,13.9,207.3,,2.0,1.0,1
32.7,20.4,192.3,5614.0,1.0,1.0,0
52.1,15.6,194.9,4493.0,1.0,0.0,1
51.6,17.0,221.7,2870.0,2.0,1.0,1
38.1,16.2,225.0,5663.0,0.0,1.0,1
33.4,19.4,215.8,6200.0,2.0,,0
48.1,14.0,223.4,4924.0,0.0,1.0,1
34.1,21.9,186.2,3958.0,2.0,0.0,0
53.6,19.8,185.4,4955.0,1.0,1.0,0
55.4,20.9,216.7,4714.0,1.0,0.0,1
41.2,20.5,234.8,4465.0,0.0,0.0,1
57.5,18.6,226.9,4669.0,2.0,1.0,1
33.3,18.2,225.7,4258.0,2.0,0.0,1
56.2,14.0,191.5,4100.0,0.0,0.0,1
36.8,19.0,175.8,4220.0,0.0,1.0,0
,13.5,228.8,3112.0,1.0,0.0,1
35.5,17.1,184.7,2775.0,1.0,0.0,0
35.9,13.9,186.4,4460.0,1.0,0.0,0
39.0,18.4,231.4,2792.0,0.0,0.0,0
51.0,14.0,222.9,3761.0,0.0,1.0,1
40.8,20.8,193.1,3253.0,1.0,1.0,0
32.4,18.6,213.8,3515.0,2.0,1.0,0
55.9,21.8,228.2,5831.0,2.0,1.0,1
47.5,14.3,179.6,5844.0,2.0,0.0,1
49.0,17.1,213.2,2889.0,0.0,1.0,1
42.8,16.9,223.2,4919.0,2.0,0.0,1
53.1,19.2,200.4,4108.0,1.0,0.0,1
45.2,15.3,195.1,3478.0,0.0,1.0,0
44.2,20.5,213.7,4556.0,0.0,1.0,0
48.4,20.8,209.5,2744.0,0.0,1.0,0
37.4,20.5,232.3,3251.0,2.0,0.0,0
,18.3,202.8,4042.0,1.0,0.0,1
38.9,17.4,181.0,3085.0,0.0,0.0,0
33.5,14.8,204.3,4942.0,0.0,1.0,0
34.2,22.0,208.1,3483.0,0.0,1.0,0
53.3,14.9,216.7,5855.0,2.0,0.0,1
44.8,15.8,213.5,5405.0,0.0,1.0,1
59.7,16.4,231.8,,0.0,1.0,1
,18.2,199.8,6035.0,0.0,0.0,1
49.5,18.6,,4650.0,2.0,1.0,0
44.8,13.8,223.4,2931.0,2.0,0.0,1
52.0,17.6,176.4,3040.0,0.0,1.0,0
37.9,16.8,203.7,6194.0,2.0,1.0,1
34.0,18.1,223.8,5976.0,0.0,0.0,1
56.0,20.2,199.7,4318.0,2.0,0.0,1
40.2,16.2,191.7,3473.0,1.0,1.0,0
38.5,19.1,179.6,5956.0,2.0,1.0,0
45.8,16.9,201.4,,2.0,1.0,1
49.9,17.7,222.8,6029.0,2.0,0.0,1
46.6,20.6,212.9,3200.0,1.0,0.0,0
47.3,21.5,209.3,4650.0,0.0,1.0,0
53.7,18.8,191.1,5603.0,1.0,0.0,1
39.4,19.1,218.4,6156.0,0.0,1.0,1
46.2,17.4,220.2,5427.0,1.0,1.0,1
42.8,17.4,186.7,5715.0,1.0,1.0,1
54.4,17.5,233.0,3672.0,0.0,1.0,1
42.4,16.4,172.5,4982.0,0.0,0.0,0
47.0,20.4,220.9,5284.0,0.0,1.0,1
50.6,15.3,204.7,3202.0,1.0,1.0,1
33.7,18.3,185.2,6245.0,2.0,1.0,1
52.9,17.0,226.2,4648.0,1.0,1.0,1
38.5,18.6,185.4,3736.0,0.0,1.0,0
54.7,21.0,223.5,6252.0,0.0,0.0,1
33.0,15.5,222.2,4548.0,2.0,1.0,1
53.0,17.1,229.2,5909.0,1.0,1.0,1
,14.6,183.5,5448.0,2.0,0.0,0
50.1,21.4,184.4,4990.0,1.0,0.0,1
59.4,17.5,205.0,5970.0,0.0,1.0,1
45.3,17.6,232.5,4973.0,0.0,0.0,0
57.5,16.0,189.6,3362.0,1.0,1.0,1
57.3,20.6,,4385.0,2.0,0.0,0
51.2,18.1,216.1,5804.0,0.0,1.0,1
44.3,14.9,176.0,4546.0,2.0,1.0,0
36.8,19.4,187.1,4527.0,0.0,1.0,0
43.8,15.8,177.0,4463.0,2.0,1.0,1
38.0,20.2,198.9,2865.0,0.0,1.0,0
58.0,16.6,194.2,4999.0,1.0,1.0,1
49.0,21.9,226.0,4171.0,2.0,0.0,1
52.4,19.9,223.4,5569.0,1.0,1.0,0
50.3,19.7,221.7,3881.0,0.0,1.0,0
41.8,14.0,234.5,4699.0,2.0,0.0,1
45.3,17.1,232.1,5938.0,0.0,1.0,1
37.4,18.4,219.5,3674.0,0.0,1.0,1
47.0,14.8,184.6,5862.0,0.0,,1
50.4,20.3,179.3,4853.0,2.0,1.0,1
53.2,17.4,232.0,4291.0,2.0,1.0,1
51.7,17.4,195.7,3563.0,1.0,1.0,0
42.4,15.2,213.6,5395.0,0.0,1.0,1
38.0,20.7,174.3,2765.0,2.0,0.0,0
43.0,17.7,195.1,3271.0,2.0,0.0,1
44.4,15.5,217.4,5619.0,0.0,1.0,1
40.9,21.2,215.1,3286.0,0.0,0.0,0
53.4,15.6,234.4,2953.0,0.0,0.0,1
47.2,17.6,190.4,4100.0,0.0,0.0,0
41.1,14.2,217.4,4303.0,2.0,0.0,1
43.5,15.5,195.9,5114.0,0.0,1.0,1
40.1,16.0,221.1,6249.0,1.0,0.0,1
38.6,13.0,175.7,3060.0,1.0,0.0,0
46.1,21.0,231.6,4297.0,0.0,0.0,0
58.6,14.4,210.0,4087.0,0.0,0.0,1
56.1,13.9,231.3,2784.0,1.0,1.0,1
38.1,21.8,204.4,3480.0,2.0,1.0,1
33.4,14.1,179.6,3922.0,0.0,1.0,0
46.9,18.3,225.9,3594.0,0.0,0.0,1
57.6,17.2,172.0,2998.0,0.0,,0
58.3,13.4,181.2,4778.0,1.0,0.0,1
47.7,21.8,231.1,4832.0,1.0,1.0,1
53.2,14.7,208.8,3557.0,1.0,1.0,1
55.0,15.3,221.1,3286.0,2.0,0.0,0
45.8,18.1,178.2,2878.0,2.0,1.0,0
37.1,16.6,224.6,5285.0,2.0,0.0,1
56.2,18.2,225.4,6265.0,2.0,0.0,1
45.2,13.3,206.2,6125.0,2.0,0.0,1
51.1,16.7,230.0,3940.0,2.0,1.0,1
33.1,13.1,185.8,3545.0,0.0,0.0,0
36.8,17.8,172.1,5073.0,2.0,1.0,0
39.3,16.7,230.9,3542.0,0.0,1.0,0
45.9,19.2,208.2,4760.0,1.0,0.0,0
38.3,13.7,224.9,5584.0,,0.0,1
49.4,20.0,,4020.0,1.0,1.0,0
38.6,20.9,225.6,3064.0,0.0,1.0,0
39.4,19.2,196.4,3720.0,1.0,1.0,0
49.5,18.7,182.5,5175.0,2.0,1.0,1
46.0,17.5,191.6,5837.0,1.0,1.0,1
49.4,16.7,172.5,4917.0,1.0,0.0,0
45.5,15.6,232.7,4124.0,1.0,0.0,1
49.8,19.9,191.2,6241.0,2.0,1.0,1
50.1,13.6,,4921.0,2.0,0.0,1
50.6,16.7,187.2,2974.0,2.0,1.0,1
34.5,20.0,210.8,5005.0,1.0,1.0,1
49.1,19.9,182.1,6145.0,2.0,1.0,0
33.8,14.4,227.2,3866.0,2.0,1.0,0
54.0,21.7,212.4,3459.0,1.0,0.0,0
48.5,14.4,227.6,3107.0,1.0,0.0,0
59.8,17.0,182.8,3751.0,1.0,1.0,0
43.5,18.0,212.8,3493.0,0.0,1.0,0
34.1,14.7,173.3,,1.0,0.0,0
45.8,19.3,184.1,5501.0,2.0,1.0,1
49.3,19.7,210.6,5234.0,0.0,1.0,0
45.3,17.7,221.3,5746.0,2.0,0.0,1
38.0,17.5,184.9,2814.0,1.0,0.0,0
32.6,15.4,200.9,4138.0,1.0,0.0,0
49.5,16.9,182.0,3478.0,1.0,1.0,0
51.9,18.0,188.9,5525.0,1.0,0.0,0
41.6,18.0,221.7,4548.0,2.0,0.0,0
34.6,21.2,223.7,4922.0,1.0,0.0,0
48.7,18.9,231.1,3422.0,2.0,1.0,1
33.1,21.5,184.9,3019.0,2.0,0.0,0
47.3,16.8,213.8,5974.0,0.0,0.0,1
55.9,20.9,172.9,2796.0,0.0,1.0,0
55.6,16.5,201.8,4970.0,0.0,0.0,1
37.5,15.2,196.3,5363.0,2.0,1.0,1
39.9,15.2,226.5,5386.0,0.0,1.0,1
40.5,16.4,234.3,2706.0,1.0,1.0,0
57.7,19.1,197.3,4470.0,1.0,0.0,1
51.3,,185.6,4665.0,0.0,1.0,1
59.8,20.8,196.8,3328.0,0.0,1.0,1
35.5,14.8,224.4,2816.0,1.0,1.0,0
