batting_avg,strike_rate,centuries,half_centuries,fours_per_innings,sixes_per_innings,bowling_avg,economy_rate,wickets,fielding_dismissals
32.91,159.72,2.26,6.83,5.62,2.08,64.33,10.68,4.96,11.69
40.97,147.24,1.34,16.41,4.36,4.88,55.63,9.12,3.84,9.38
37.03,158.19,2.37,9.39,6.69,4.67,68.86,9.33,5.01,7.88
32.47,151.51,1.89,5.14,5.89,5.66,54.62,11.98,5.57,7.51
40.51,148.87,2.78,15.07,6.42,3.63,68.3,8.72,9.54,5.54
32.74,167.03,2.95,15.23,5.35,4.27,47.53,9.94,5.9,9.12
31.15,179.28,1.61,13.91,4.57,5.58,64.61,9.27,7.38,7.03
29.62,156.88,0.14,4.93,6.52,4.09,54.64,10.97,2.79,8.54
35.27,168.71,1.3,8.6,6.66,4.48,54.43,10.44,2.45,12.16
35.39,149.1,0.97,19.38,6.63,4.68,,9.3,5.46,9.62
34.98,171.12,1.98,15.24,7.18,3.91,64.0,9.66,5.22,8.69
26.63,171.05,2.25,13.24,4.57,3.58,58.32,8.39,7.4,7.89
33.94,167.02,2.64,6.51,7.17,3.33,59.74,8.8,1.6,11.96
23.45,151.31,0.32,13.45,6.92,4.41,59.34,9.28,6.82,5.13
38.22,161.17,2.29,13.17,8.07,4.24,43.9,10.8,3.17,8.44
33.24,146.16,2.04,10.84,4.05,4.01,42.75,9.79,5.35,6.79
39.28,164.28,1.15,12.83,,3.41,67.7,,8.89,7.42
39.89,165.54,2.54,11.67,5.22,3.71,41.8,10.52,5.32,6.46
29.52,162.98,3.09,12.0,4.59,4.25,57.95,9.2,4.93,5.15
27.81,178.91,1.92,12.44,6.58,4.73,58.16,8.43,7.13,6.48
33.49,141.47,2.57,,8.04,2.82,47.51,7.48,2.02,10.73
34.76,147.18,2.1,12.57,6.08,4.91,35.96,10.92,4.89,9.12
31.27,141.64,1.32,14.31,7.77,3.65,53.46,8.3,4.42,10.02
31.06,147.02,2.27,6.12,6.67,6.6,50.01,8.93,4.4,7.59
36.89,127.45,2.51,13.77,3.05,3.52,52.08,10.4,7.27,7.58
35.75,152.09,2.29,12.1,6.71,4.68,65.77,11.7,6.86,8.71
33.88,158.31,2.89,15.14,8.33,3.44,45.63,9.8,3.07,5.94
35.04,157.4,2.91,18.21,7.95,3.21,68.55,8.88,5.65,9.37
33.44,151.74,2.44,13.94,4.34,4.9,50.71,8.44,2.44,7.0
33.85,139.18,0.63,11.83,5.7,4.84,56.43,8.71,7.7,
37.22,171.08,1.18,,4.34,2.53,54.53,8.41,3.52,10.46
43.38,145.16,2.67,18.48,6.76,4.17,40.89,9.01,6.9,8.46
29.75,163.25,3.57,14.59,3.38,3.9,46.88,8.9,5.75,7.44
28.92,148.15,0.94,10.12,7.33,3.69,44.91,8.42,6.77,8.97
26.99,167.61,2.19,11.16,5.45,3.86,66.42,8.76,5.62,9.73
32.32,156.59,1.76,14.48,5.15,4.62,59.42,9.05,5.8,11.96
23.53,165.5,1.94,12.68,4.64,4.25,50.35,11.01,7.36,7.5
32.52,140.73,3.03,14.3,7.8,5.01,47.33,8.76,4.27,6.29
33.23,174.63,1.99,15.61,9.09,4.74,65.89,8.61,6.23,5.95
29.21,169.94,1.95,9.25,6.88,4.71,45.13,8.98,6.46,5.84
38.83,179.32,3.22,17.53,6.93,3.4,57.23,9.69,5.38,6.74
33.81,169.37,2.09,13.56,8.47,4.49,,8.73,6.67,7.24
20.05,155.42,1.76,11.88,6.09,4.56,60.56,9.01,7.44,6.26
29.56,153.23,2.31,10.75,6.44,4.49,52.87,8.6,3.01,4.12
44.39,154.71,2.18,8.27,6.86,5.42,46.24,8.55,3.76,9.3
36.18,164.75,2.45,15.32,3.87,2.76,64.3,12.23,6.52,
,154.84,2.29,14.04,6.84,5.02,50.77,9.13,3.81,9.72
45.65,157.57,,8.32,4.83,4.25,37.0,10.7,3.82,8.44
32.19,161.38,1.51,13.63,5.34,3.23,56.21,9.53,1.23,10.78
27.13,179.14,0.0,9.27,4.51,2.47,52.12,8.98,2.54,13.73
31.6,155.14,1.87,10.8,5.18,2.5,61.78,10.7,6.23,7.94
25.92,154.13,3.32,13.64,5.05,3.89,52.55,10.8,10.42,5.95
26.33,175.94,,15.89,6.05,2.29,,10.99,5.79,10.7
30.35,147.87,3.42,10.84,6.93,4.74,42.85,9.68,4.84,9.01
26.6,154.13,2.14,10.18,8.22,4.35,57.47,8.64,6.55,3.81
28.99,133.84,1.41,13.98,5.46,2.18,66.65,8.37,3.58,3.95
35.35,159.32,1.77,12.95,7.36,5.33,41.51,10.5,3.77,9.35
39.07,150.46,1.62,9.08,9.02,3.3,68.12,8.96,7.77,6.05
36.22,174.58,1.14,13.6,8.54,2.72,57.82,9.08,3.27,8.8
39.93,168.95,2.55,10.87,3.6,1.73,55.52,10.16,5.28,6.89
24.86,153.32,0.68,7.51,5.88,4.34,62.38,9.69,2.71,7.42
38.62,145.62,1.62,16.27,7.64,1.31,,8.58,3.98,8.86
23.95,144.2,1.93,8.4,5.98,2.78,48.44,8.73,3.75,11.08
38.21,162.75,3.11,,4.53,5.7,56.57,9.43,3.29,3.79
37.24,171.12,3.0,11.04,1.5,6.47,50.38,9.51,8.98,10.18
28.21,141.08,3.08,15.6,4.21,2.44,63.06,9.89,4.63,8.15
42.01,140.99,2.5,13.99,6.95,5.85,58.36,9.51,6.37,7.49
36.47,168.95,1.96,12.58,,2.9,60.12,10.41,4.08,
30.99,142.04,2.08,9.01,4.66,4.88,58.67,10.12,5.11,8.94
38.75,,4.26,15.93,6.99,3.36,53.78,9.44,9.21,7.36
41.66,134.2,2.05,12.54,6.29,4.76,65.96,11.06,6.25,8.34
30.46,184.07,2.84,10.37,7.19,4.45,48.36,9.29,3.94,5.26
45.22,146.69,2.22,13.07,5.0,3.52,50.7,10.03,6.92,
30.09,162.86,2.34,11.38,8.34,5.59,63.72,8.64,5.04,5.98
40.46,158.31,2.47,11.42,4.13,,64.77,8.63,3.41,4.5
33.28,147.34,1.51,11.95,2.79,3.69,55.23,9.18,1.73,9.15
27.7,141.0,4.24,13.64,4.63,5.12,50.3,8.66,6.14,6.45
37.54,144.67,0.0,8.93,7.8,2.03,64.57,9.85,6.53,8.11
33.34,155.24,1.83,13.11,3.48,5.16,55.11,10.23,2.39,9.77
31.9,148.96,2.34,9.55,6.16,3.36,72.78,9.11,3.71,9.54
30.71,145.41,0.21,18.28,6.8,4.43,60.01,9.34,,7.57
38.1,159.0,0.46,15.7,4.57,4.79,58.31,10.37,6.73,9.54
26.52,151.27,1.94,12.84,6.98,4.5,55.64,9.0,5.66,9.22
42.73,145.75,4.13,14.98,6.43,3.93,47.94,8.87,6.94,6.32
25.52,141.09,1.31,5.77,3.87,3.49,58.0,7.96,4.26,9.88
36.1,161.66,2.28,13.37,5.11,5.67,59.37,11.22,5.71,3.39
35.06,153.14,2.01,17.35,4.68,5.41,40.56,10.98,4.24,8.16
28.64,129.45,1.24,13.94,7.71,2.32,45.84,10.09,1.3,6.77
27.17,155.59,2.57,11.74,4.58,5.37,50.99,9.15,,7.96
24.33,142.6,1.64,16.49,3.13,3.08,,10.15,1.95,9.86
30.91,145.65,2.69,9.74,8.13,2.36,39.43,10.38,8.75,7.08
34.16,158.96,2.58,10.35,6.27,4.59,47.42,10.21,5.12,6.52
36.2,156.33,2.8,10.01,4.36,4.94,68.74,8.77,6.69,7.39
41.46,161.94,0.71,15.52,,4.28,51.59,8.54,6.72,8.22
34.31,158.46,3.02,8.85,4.35,4.85,49.53,11.5,2.19,6.57
28.94,135.83,2.62,6.81,8.56,5.84,51.34,9.89,7.01,7.22
35.34,153.9,1.57,15.87,6.08,4.96,59.42,9.17,1.79,7.37
30.62,168.66,1.86,10.61,3.97,2.67,51.72,10.83,3.54,10.53
29.08,139.83,2.92,11.61,6.36,2.53,54.0,8.71,4.65,10.06
34.5,137.06,1.07,17.99,6.17,3.58,58.99,9.77,6.23,9.73
34.58,153.55,2.55,10.45,,5.29,56.85,8.16,5.69,7.43
30.7,,1.66,15.05,5.59,3.55,49.6,11.14,,4.29
37.96,130.01,1.45,8.95,5.76,4.23,63.64,11.02,,9.41
39.79,,2.65,13.11,3.47,5.22,49.61,9.83,2.12,3.83
25.34,160.1,4.7,7.22,5.09,5.32,56.04,8.21,5.28,5.01
28.15,166.34,2.81,10.38,8.12,3.07,50.66,11.01,4.62,6.82
31.81,162.93,2.83,10.22,6.59,4.49,51.87,9.89,7.62,6.5
27.91,152.48,2.67,8.64,6.75,5.88,59.17,9.94,3.8,9.92
27.35,149.65,1.31,8.44,7.22,3.46,61.22,9.44,6.02,5.54
37.99,172.93,2.01,15.38,7.09,1.36,58.14,10.55,3.26,11.38
40.11,140.41,1.12,17.15,5.73,3.18,60.63,8.68,5.55,5.44
24.13,168.02,2.49,12.06,3.12,4.38,46.76,8.26,5.24,8.75
33.65,154.89,2.76,16.83,4.52,3.42,51.25,11.6,6.85,7.66
35.26,162.7,2.0,12.64,7.29,2.9,62.54,10.08,3.84,8.54
38.51,144.24,3.49,16.43,5.88,4.61,71.33,9.47,5.17,6.38
34.86,166.72,1.52,10.23,6.01,3.12,51.7,8.4,4.19,9.2
14.93,162.94,2.08,8.54,7.99,1.89,57.09,10.62,6.87,9.57
25.53,,1.46,10.49,3.86,4.55,41.07,8.81,6.27,9.72
27.45,147.85,1.83,15.26,8.92,3.73,67.3,10.72,5.37,
38.24,148.39,1.55,12.52,5.93,3.01,54.22,9.19,5.49,9.16
42.66,153.33,2.35,10.94,6.01,4.71,53.46,8.31,6.35,8.67
26.93,163.63,2.46,17.23,6.11,4.64,40.4,9.62,7.4,5.37
26.43,128.37,1.72,14.99,6.36,5.17,73.1,8.96,6.51,11.0
27.16,153.04,1.17,9.46,5.83,4.88,48.16,9.29,4.28,10.64
32.93,168.87,1.49,10.72,7.31,3.3,72.32,9.82,3.14,8.17
34.38,163.35,2.14,8.87,5.32,2.67,53.08,11.13,5.1,6.32
36.62,158.08,2.53,17.27,6.31,2.32,60.76,9.81,5.27,9.95
19.3,151.53,0.88,9.54,7.68,5.1,62.34,11.7,6.76,9.44
29.69,156.51,1.63,9.95,7.04,1.5,39.28,8.68,6.59,6.18
41.44,149.79,1.8,14.32,4.76,3.46,56.86,9.7,8.53,8.41
31.23,157.48,0.0,12.89,8.9,4.45,49.8,9.66,5.03,8.43
27.57,156.03,2.26,10.76,5.75,4.22,51.51,8.14,5.86,8.02
39.18,159.57,2.92,8.91,4.06,3.29,43.84,10.07,5.2,10.25
25.9,155.74,1.84,11.63,2.51,4.29,61.16,8.53,2.5,11.75
32.12,168.07,0.95,16.74,5.7,2.97,64.9,11.36,6.11,7.68
35.83,162.06,2.66,13.7,3.63,2.34,42.88,9.79,3.06,
37.43,150.76,1.67,8.46,6.54,3.7,61.06,9.51,4.65,7.97
36.36,150.77,0.34,8.62,6.8,6.42,47.38,,6.19,7.73
33.02,158.82,,7.64,5.33,2.02,51.04,9.05,4.99,7.47
33.36,155.02,3.15,11.95,7.77,4.56,46.01,10.52,4.65,8.47
34.2,143.21,1.0,14.5,5.06,3.58,61.08,9.63,10.7,5.71
34.45,163.77,2.54,11.25,8.05,2.4,63.16,9.67,4.61,8.92
32.11,167.97,1.92,12.55,6.32,4.56,60.45,11.47,4.81,4.75
36.89,153.2,1.39,14.84,5.55,4.87,50.34,9.51,0.45,6.36
31.7,165.17,1.68,8.09,8.11,4.03,55.74,9.08,3.98,7.94
23.33,140.9,2.79,11.99,7.63,1.82,65.57,9.93,7.34,10.63
29.98,,2.64,16.8,2.0,4.99,40.81,10.57,6.51,8.92
35.13,145.76,2.01,8.08,7.95,4.04,63.08,11.77,7.45,6.61
36.65,154.11,,15.43,8.09,4.48,58.37,7.6,4.93,5.72
38.74,146.39,0.46,6.66,6.14,3.96,53.89,8.62,7.58,8.58
35.58,166.77,1.27,9.96,5.55,2.42,55.0,10.13,4.41,8.92
31.89,165.02,1.41,10.15,6.88,3.9,51.9,9.83,5.53,6.33
23.44,158.24,1.71,15.0,5.78,1.98,54.94,8.69,2.6,5.42
29.57,150.8,0.9,12.28,5.44,3.31,48.53,10.08,3.85,9.25
30.53,141.54,0.17,14.63,6.78,5.58,56.88,10.92,5.38,8.23
32.39,135.12,2.89,13.53,6.98,4.66,67.15,10.77,6.37,7.13
31.55,152.09,1.31,11.1,4.41,4.67,58.81,10.3,6.87,9.57
37.01,161.06,2.25,16.73,1.69,3.7,46.57,10.81,9.33,6.58
34.18,150.53,2.55,12.39,5.57,3.93,56.64,9.79,4.51,6.73
35.03,155.73,1.78,6.74,5.15,2.3,43.91,8.18,2.47,10.61
34.55,154.89,2.51,10.23,4.76,3.31,50.84,8.05,2.89,7.78
33.95,163.19,2.39,12.63,6.32,3.53,63.57,11.55,3.36,6.57
41.3,151.24,1.64,12.82,9.0,2.6,51.1,10.22,3.91,5.43
22.63,136.51,2.4,14.93,5.55,2.53,61.25,8.85,5.02,10.32
34.17,130.31,0.96,14.44,6.64,4.36,58.64,7.45,3.08,6.13
25.28,129.41,0.39,7.25,6.53,2.93,58.53,9.4,2.13,8.39
30.12,130.84,3.36,9.26,3.84,5.09,52.33,9.42,2.89,10.12
30.2,142.61,3.29,6.78,3.38,3.13,56.46,10.19,6.98,8.02
27.06,155.49,0.57,20.29,7.9,,46.2,9.5,7.89,8.23
31.2,152.93,1.66,17.34,5.77,4.49,61.24,9.0,9.14,9.8
30.21,150.56,1.86,13.82,3.91,3.16,54.16,10.3,5.66,9.13
42.7,,3.35,14.72,9.35,3.95,50.0,8.25,3.16,5.95
37.84,158.55,0.0,12.36,5.67,3.91,54.47,10.88,4.83,9.16
40.23,165.82,3.17,13.51,7.4,2.16,57.62,9.98,5.51,10.59
33.36,157.75,0.01,10.65,6.75,,58.11,8.73,4.59,7.22
34.38,154.69,1.2,12.79,6.72,4.79,50.97,8.51,7.18,5.7
31.11,171.96,0.19,9.75,5.61,2.14,47.56,11.44,5.06,5.45
42.33_err,170.58,2.06,12.99,7.27,2.74,62.97,8.15,3.17,9.84
31.1,154.37,1.98,12.56,5.39,2.71,44.51,8.87,1.54,8.6
34.51,168.08,1.69,11.07,6.29,5.0,56.09,8.52,7.8,7.68
27.99,147.01,0.9,8.44,7.1,5.48,50.63,10.67,5.38,10.77
37.83,142.88,0.0,7.74,8.16,2.7,61.52,9.66,7.16,11.36
23.23,144.5,2.52,,7.58,5.19,65.1,8.97,6.61,7.55
25.64,145.53,1.78,10.18,4.95,3.22,67.59,8.84,5.53,9.67
27.31,166.69,1.35,8.4,3.75,4.38,49.8,8.73,4.13,11.43
29.67,150.78,2.31,3.73,4.66,4.6,52.21,8.93,8.16,4.0
40.37,162.06,1.67,12.59,6.71,3.75,59.47,8.24,6.01,6.06
23.92,145.7,2.81,14.08,7.51,3.91,49.54,10.44,2.46,4.47
25.41,133.02,4.48,9.86,6.69,4.74,52.99,12.8,7.69,10.52
,144.43,2.99,9.77,4.24,3.43,70.63,8.3,1.81,7.37
31.53,164.22,1.45,10.93,6.02,5.27,62.16,9.18,3.81,7.16
31.54,141.0,1.38,12.48,3.79,4.33,48.19,10.38,3.41,6.01
42.64,182.38,2.78,11.78,5.87,2.99,50.52,10.5,6.39,8.4
,164.05,1.26,12.61,3.76,3.99,44.57,8.41,3.07,10.42
33.67,151.13,1.67,12.92,6.71,,48.84,10.21,8.15,11.82
26.2,153.65,3.32,,5.68,4.07,58.4,9.65,3.68,5.24
33.21,157.14,3.42,10.2,7.64,4.22,71.12,10.39,4.0,9.83
29.01,141.5,2.9,11.39,4.75,3.45,43.03,10.61,1.4,8.91
36.41,167.62,1.48,8.67,8.3,4.54,,9.57,5.77,6.64
23.77,178.35,2.44,15.74,8.28,4.63,54.94,,4.37,
32.02,156.76,3.54,,7.0,2.76,32.19,8.34,5.41,9.54
35.44,168.79,2.55,10.28,5.56,2.83,48.61,11.69,4.85,11.9
31.92,157.33,2.02,16.63,4.98,2.96,60.53,9.76,5.18,5.23
27.78,165.37,3.11,12.27,3.59,3.88,48.69,9.09,2.99,12.31
31.32,170.54,2.91,11.82,4.15,2.47,40.93,7.98,7.71,9.84
35.06,163.39,1.63,12.61,4.6,3.9,36.63,9.85,2.37,9.87
26.37,170.68,0.26,10.19,5.99,4.36,74.17,8.0,1.79,9.52
40.54,158.21,0.73,12.74,7.03,7.39,43.48,9.07,2.89,7.47
32.21,146.03,1.32,14.94,7.17,2.57,59.94,8.68,7.4,9.26
32.05,172.19,1.82,10.69,7.01,3.57,62.65,11.32,5.87,10.04
33.75,127.53,2.93,11.34,3.93,3.93,54.38,9.71,4.37,9.1
40.32,153.49,2.12,13.69,6.11,5.08,47.02,9.88,7.74,9.99
36.57,168.04,1.35,13.75,8.65,3.95,53.91,9.85,1.63,4.43
38.44,163.33,2.82,15.34,6.46,4.19,54.73,11.06,8.23,10.36
29.52,151.41,3.29,13.2,8.18,3.35,59.18,9.95,4.68,9.32
23.51,168.35,0.98,5.21,6.48,5.5,45.42,9.88,5.71,9.63
30.34,145.63,2.21,10.87,4.84,3.94,78.32,11.04,3.25,5.58
38.08,152.42,3.01,6.51,3.21,4.78,51.47,8.58,2.6,6.7
25.27,141.81,1.88,11.79,7.2,4.44,30.51,10.07,5.18,8.96
26.9,143.12,3.12,17.55,6.87,3.06,58.25,8.74,6.28,5.94
35.1,150.96,0.83,13.7,5.29,4.36,47.1,11.34,7.29,9.25
26.23,135.1,2.47,17.31,4.59,3.69,51.11,7.83,5.49,6.03
41.81,164.36,3.35,12.53,4.39,3.7,50.98,8.52,5.64,11.3
26.41,159.48,1.78,17.65,4.96,1.57,54.47,8.93,4.36,4.51
24.09,167.63,1.4,10.47,7.4,6.06,46.47,9.96,6.08,10.32
25.28,139.69,1.93,16.9,4.85,4.99,50.83,9.39,8.63,4.54
38.56,160.77,2.97,9.87,7.65,4.46,58.25,8.54,5.61,8.05
20.21_err,154.58,5.07,2.79,7.26,4.71,74.92,10.92,3.39,8.1
23.63,168.81,1.06,12.03,6.73,5.43,51.73,9.7,6.09,7.07
29.96,152.24,2.34,15.58,8.45,3.64,58.65,8.72,0.73,5.5
29.51,177.21,2.03,,6.06,4.07,49.17,6.96,6.54,7.67
25.19,,0.83,9.93,3.68,3.51,44.51,10.88,6.4,8.15
34.38,161.36,0.92,14.52,4.37,2.83,53.49,10.18,2.7,9.1
30.51,171.92,1.41,8.19,6.04,3.42,65.03,11.09,4.07,9.59
26.92,144.03,2.2,15.5,5.52,3.89,46.12,10.85,1.69,8.96
34.13,134.41,2.34,16.1,7.31,3.06,59.26,10.06,4.38,5.9
40.14,155.06,2.04,11.4,7.09,4.37,42.95,8.83,4.01,10.5
39.38,155.95,2.14,7.74,3.79,3.5,50.46,9.33,4.99,11.29
36.16,124.86,1.69,10.27,6.25,4.77,50.58,10.99,4.65,8.14
33.63,161.58,,8.28,4.96,2.72,60.51,10.35,5.28,6.57
43.66,153.41,1.42,13.71,8.95,3.76,,8.24,3.45,9.43
28.75,145.07,1.02,6.95,6.97,5.69,44.77,9.24,4.12,3.7
33.83,168.37,2.42,8.38,8.85,3.45,54.22,9.94,2.46,10.86
25.67,176.54,1.36,11.69,6.49,2.04,54.95,9.97,6.12,9.16
35.17,164.24,1.01,10.05,3.79,6.13,62.65,10.71,5.69,10.52
31.63,143.41,3.34,13.16,3.86,3.13,56.26,9.35,4.89,7.61
24.95,158.29,3.88,9.48,6.89,6.26,54.86,9.32,7.95,9.96
34.0,167.0,3.35,8.09,7.31,4.54,66.53,9.38,6.44,5.62
33.75,137.86,1.43,10.67,4.26,4.34,55.63,10.26,4.13,6.86
30.32,158.78,1.15,10.89,7.86,3.35,44.93,9.28,3.6,9.62
32.54,174.77,2.37,8.36,6.45,4.55,56.25,9.99,7.64,6.82
24.88,145.18,0.44,12.88,2.73,3.9,49.11,11.44,6.28,8.39
34.59,150.27,3.17,14.24,7.04,4.76,50.25,8.88,4.79,11.41
25.42,139.35,1.94,10.15,5.63,4.7,51.25,11.0,1.71,10.3
35.52,151.95,1.84,14.77,5.25,3.73,54.1,9.69,7.38,10.23
34.98,169.65,2.58,11.95,5.91,2.62,45.6,9.57,4.93,10.41
33.89,158.22,3.57,12.57,6.47,3.89,55.24,9.53,8.04,6.25
28.02,172.37,2.97,14.28,5.15,2.27,48.78,10.96,4.39,9.85
30.0,172.87,3.19,7.66,7.59,4.34,45.58,9.81,5.4,9.53
30.99,136.39,4.05,8.5,5.3,2.63,60.05,9.72,3.01,
38.77,171.68,0.42,11.68,5.61,3.1,62.82,9.18,6.16,8.29
33.18,154.32,1.09,13.05,5.23,4.43,62.18,8.48,5.2,7.65
29.18,146.67,2.19,12.3,4.8,3.53,65.42,7.32,4.12,8.52
28.02,132.7,2.98,14.25,7.03,4.14,49.67,7.67,5.09,11.41
22.81,149.61,1.55,11.36,4.5,4.19,56.5,9.1,6.81,6.97
37.24,151.85,2.5,13.22,5.03,3.98,57.88,8.76,5.37,7.11
29.37,129.15,2.05,10.13,6.12,4.1,52.86,9.86,2.44,8.14
28.56,159.48,2.94,17.55,4.53,3.1,53.97,8.14,4.21,11.29
31.48,137.8,2.95,10.78,5.72,4.7,60.43,8.98,4.8,8.45
41.95,154.96,0.18,14.68,5.57,4.72,62.51,11.21,5.87,8.92
34.19,151.06,1.42,10.36,6.35,5.73,49.99,8.99,,5.97
34.67,151.61,0.34,13.32,7.12,2.77,56.85,10.89,7.06,8.78
24.25,175.6,2.97,10.57,3.01,4.17,48.93,9.88,6.71,8.47
28.37,136.84,1.73,10.89,6.8,4.1,63.09,10.62,1.3,8.42
32.86,149.1,1.08,7.26,7.91,3.15,50.92,8.72,8.25,4.64
36.81,142.74,2.09,11.87,5.61,5.27,56.73,9.87,5.52,7.44
26.04,167.85,1.94,15.5,4.09,4.08,59.1,7.66,3.16,11.78
30.34,156.31,1.92,16.14,6.68,2.6,53.88,11.78,8.35,5.74
30.35,135.29,1.93,9.59,6.78,5.85,45.07,10.89,8.91,10.46
25.75,157.01,0.88,13.51,5.37,3.4,55.25,10.2,,6.96
30.6,181.29,2.78,15.17,7.36,3.16,54.46,8.91,4.2,9.0
39.37,158.93,1.06,12.72,,4.79,45.96,8.77,7.75,10.65
28.4,141.59,0.06,11.13,5.24,3.77,41.18,10.24,3.67,6.72
31.93,165.52,1.77,18.75,6.14,4.35,44.88,9.46,5.47,7.87
33.2,160.21,1.3,15.33,9.66,3.43,45.32,8.78,6.98,5.35
28.12,149.64,1.82,11.06,6.68,3.68,63.22,7.73,6.09,10.67
20.85,154.49,3.26,10.93,5.63,3.26,46.21,8.2,5.43,5.06
,171.16,1.85,15.03,5.52,2.06,48.72,9.79,8.57,6.87
33.52,162.58,3.0,9.19,4.6,4.79,47.36,8.21,5.2,8.87
37.54,,1.1,10.41,4.24,2.69,52.95,11.12,7.58,7.66
26.51,143.21,2.35,12.33,7.13,3.07,57.99,9.21,8.09,7.3
33.06,161.07,1.66,15.73,4.32,2.09,39.04,9.4,6.32,9.42
33.09,151.2,0.83,9.6,4.13,4.45,55.74,10.32,3.51,8.91
24.99,146.2,1.49,13.65,7.9,4.71,56.89,10.83,7.78,5.18
31.47,151.14,0.69,10.51,5.14,4.21,45.6,11.61,2.5,12.0
32.06,168.19,2.28,12.6,4.44,4.98,45.66,8.87,4.37,7.97
29.67,160.74,1.45,16.69,,3.94,63.51,7.97,5.63,9.74
27.43,162.89,1.46,15.3,6.11,5.26,56.88,10.28,5.51,7.62
29.3,166.27,2.64,12.22,8.46,4.91,48.33,8.51,6.57,8.88
30.89,164.19,0.29,12.65,6.39,2.37,44.02,9.25,5.62,9.07
39.39,149.55,,9.44,5.23,4.43,50.33,9.47,8.49,4.71
26.47,165.31,0.28,17.73,4.4,5.07,68.97,10.36,2.08,8.31
36.56,163.79,2.05,,5.53,3.7,69.36,9.71,6.04,10.02
35.03,170.2,0.99,14.4,6.51,3.17,44.05,9.01,0.0,8.68
33.35,163.66,1.96,13.84,5.99,3.39,56.52,10.82,8.51,5.54
32.72,151.81,3.08,13.43,,4.13,57.39,9.01,1.57,6.41
32.67,156.72,0.79,9.2,5.48,3.3,46.83,9.41,6.97,3.73
33.13,152.3,1.62,12.8,8.06,4.31,47.24,8.21,3.46,7.72
,155.56,4.1,10.08,7.51,4.67,55.24,8.48,4.02,10.29
35.98,155.8,1.74,14.02,,4.75,56.64,8.17,4.85,8.38
24.97,163.86,2.32,,6.65,2.73,50.52,10.95,7.43,9.34
37.31,132.28,0.93,14.22,5.56,5.27,55.49,9.97,2.99,7.86
32.57,,3.5,15.93,5.83,2.94,51.73,10.24,7.46,8.81
,143.04,2.77,14.27,7.08,4.52,62.08,9.42,6.04,11.39
25.45,156.45,2.36,11.81,6.61,6.14,43.17,8.42,6.47,11.12
33.2,154.41,1.92,12.52,5.97,3.02,43.54,,3.63,10.64
26.8,160.7,2.21,9.71,4.96,2.78,50.1,10.22,6.46,9.98
37.95,182.23,1.61,15.35,4.62,2.4,48.27,8.92,7.59,10.66
26.67,145.92,0.53,7.78,9.09,5.09,58.18,,2.66,6.17
32.47,140.71,0.68,9.39,5.73,5.74,48.19,8.05,0.0,11.73
30.62,175.05,1.8,11.14,8.34,4.66,47.86,9.64,2.32,4.95
24.23,152.68,1.22,5.5,3.57,2.69,57.42,8.9,5.31,7.36
35.35,148.64,3.64,13.16,7.85,5.34,51.81,11.18,2.72,12.45
27.64,158.56,3.0,12.47,8.66,3.32,56.45,11.35,2.82,13.12
37.69,145.95,0.98,12.73,5.68,4.71,55.44,8.99,5.11,8.27
31.42,163.45,3.01,10.38,5.42,4.55,68.93,8.92,6.32,4.71
37.84,146.89,0.95,11.06,7.63,4.9,64.63,11.02,8.45,5.89
30.85,149.57,5.2,11.37,7.11,3.94,64.64,11.67,6.4,7.24
30.52,157.95,1.71,12.65,6.19,4.1,59.99,10.92,6.66,5.38
44.84,158.31,1.27,18.09,7.62,4.53,60.14,10.81,5.35,9.21
36.05,155.39,1.23,9.03,7.5,4.4,35.96,9.46,1.57,7.73
39.12,138.61,0.0,10.5,7.07,3.79,61.63,11.19,4.22,9.08
36.23,137.1,1.74,3.01,6.67,1.13,50.28,8.74,6.5,5.24
34.26,177.25,1.2,11.78,4.55,2.63,51.67,9.33,8.22,6.79
30.63,155.86,0.63,10.7,7.5,4.35,47.51,11.59,3.84,9.95
30.9,156.86,1.59,11.99,5.21,4.44,54.2,9.27,4.08,5.92
31.54,150.22,0.33,9.11,6.92,4.6,42.8,9.51,1.44,10.31
31.32,151.05,2.06,11.17,6.36,3.85,58.19,8.86,3.65,6.26
26.39,162.03,2.59,14.69,5.57,2.14,52.51,10.54,0.07,8.53
32.59,155.45,3.1,12.69,6.07,3.13,73.05,9.09,5.35,5.86
28.12,158.0,1.64,11.7,4.92,3.92,43.14,8.89,7.24,9.78
25.11,149.64,1.81,16.39,4.67,2.65,36.14,9.29,5.37,4.76
29.76,160.43,2.06,,9.67,3.94,54.07,10.61,4.65,
33.94,153.72,2.38,5.02,6.04,1.88,47.94,9.48,6.47,11.88
31.31,140.93,1.21,12.1,7.18,,59.03,9.0,6.11,8.09
29.54,164.26,2.0,6.38,5.56,5.56,56.33,8.84,3.72,8.12
31.56,162.65,1.93,13.74,5.81,3.34,56.72,10.95,4.76,7.88
19.22,147.56,3.1,14.75,8.47,2.91,49.17,9.04,2.48,8.11
26.7,172.51,1.76,7.72,6.19,5.61,65.93,6.84,1.14,8.13
35.28,165.04,1.87,12.57,4.25,2.7,63.69,8.86,8.77,6.54
29.0,150.25,2.85,14.62,6.74,3.24,55.92,8.72,4.95,8.19
27.81,144.14,2.22,11.42,6.41,3.35,71.09,9.4,1.96,8.69
31.38,156.31,2.17,10.38,8.89,3.79,47.04,9.1,5.65,9.35
