claim_amount,policy_age_years,prev_claims,injury_severity,days_to_report,num_witnesses,vehicle_age_years,repair_cost,agent_flagged,is_fraud
489312.72,19.1,1.0,3.0,37.0,1.0,19.0,15064.11,1.0,1
43873.05,15.5,9.0,1.0,81.0,1.0,19.0,1740.78,0.0,1
178347.15,1.4,7.0,1.0,66.0,1.0,14.0,12379.86,0.0,0
,11.4,7.0,1.0,88.0,3.0,9.0,15513.5,0.0,1
88693.66,17.5,5.0,1.0,69.0,2.0,5.0,6509.82,1.0,1
338230.31,16.7,6.0,1.0,88.0,1.0,0.0,14426.52,0.0,1
20512.69,1.8,,1.0,41.0,3.0,6.0,,1.0,0
399830.55,9.8,9.0,4.0,89.0,0.0,0.0,33308.19,1.0,1
129346.02,18.2,9.0,2.0,11.0,4.0,18.0,10658.4,0.0,0
345235.69,8.1,3.0,3.0,26.0,1.0,18.0,1419.28,0.0,0
447224.53,9.4,7.0,3.0,70.0,4.0,6.0,27748.21,0.0,0
25900.42,13.9,1.0,1.0,10.0,3.0,17.0,29021.34,0.0,0
160791.99,13.5,2.0,1.0,89.0,4.0,0.0,43314.43,0.0,0
237771.72,8.7,2.0,3.0,4.0,4.0,11.0,29718.67,0.0,0
2049.52,8.1,8.0,2.0,49.0,3.0,6.0,30437.8,0.0,1
218807.93,3.7,3.0,2.0,56.0,2.0,6.0,30874.13,1.0,0
117826.3,10.1,2.0,4.0,70.0,0.0,4.0,6941.42,0.0,1
89288.44,17.0,1.0,4.0,14.0,3.0,14.0,26300.66,0.0,0
235729.46,6.4,5.0,3.0,54.0,0.0,5.0,32160.54,,1
189448.32,16.5,4.0,4.0,32.0,2.0,9.0,27850.23,1.0,1
127812.19,12.0,7.0,4.0,57.0,4.0,16.0,4934.16,0.0,0
279451.93,9.4,8.0,2.0,69.0,1.0,10.0,30237.99,1.0,1
299033.81,10.5,7.0,4.0,62.0,1.0,9.0,18813.9,0.0,1
79942.47,5.1,2.0,1.0,55.0,0.0,14.0,7714.76,1.0,0
324171.59,3.1,0.0,4.0,85.0,2.0,4.0,30804.69,1.0,1
334651.95,2.0,5.0,4.0,68.0,1.0,4.0,8362.48,1.0,1
457539.7,1.1,5.0,2.0,4.0,3.0,19.0,32557.91,0.0,1
430262.08,13.4,2.0,3.0,57.0,1.0,9.0,23777.46,0.0,0
1374.08,12.7,7.0,1.0,71.0,0.0,15.0,11504.82,0.0,1
211864.65,5.7,9.0,4.0,32.0,1.0,2.0,24101.44,0.0,0
40656.7,,1.0,1.0,30.0,3.0,18.0,824.48,0.0,0
222173.66,11.3,1.0,,80.0,1.0,15.0,14622.09,0.0,0
491960.51,2.1,4.0,4.0,65.0,0.0,10.0,48717.67,0.0,1
252883.21,4.1,6.0,3.0,64.0,3.0,15.0,1730.52,0.0,0
396486.95,10.3,9.0,1.0,45.0,4.0,1.0,12355.21,0.0,1
110716.86,5.3,1.0,1.0,43.0,2.0,13.0,29060.19,1.0,0
422980.55,15.8,7.0,1.0,62.0,2.0,0.0,40552.13,0.0,1
178557.6,4.2,2.0,2.0,13.0,3.0,19.0,41713.14,1.0,0
96349.87,17.6,7.0,4.0,72.0,2.0,1.0,3008.7,1.0,1
147260.18,13.8,2.0,1.0,59.0,2.0,16.0,26671.44,0.0,0
456600.13,8.0,9.0,4.0,82.0,1.0,19.0,10771.13,1.0,1
390508.68,0.8,3.0,1.0,81.0,3.0,16.0,47919.94,0.0,0
409438.66,16.6,6.0,2.0,8.0,0.0,7.0,19232.45,0.0,1
341199.02,2.0,8.0,4.0,84.0,1.0,12.0,,0.0,1
493213.02,11.9,8.0,4.0,7.0,1.0,18.0,,0.0,1
93334.05,3.1,3.0,3.0,14.0,2.0,1.0,29268.06,0.0,0
260570.47,7.3,1.0,3.0,71.0,4.0,8.0,9899.37,1.0,0
94045.58,9.3,4.0,1.0,62.0,3.0,2.0,7983.69,0.0,0
77950.96,10.1,4.0,2.0,24.0,1.0,16.0,25281.95,0.0,0
52725.75,18.1,0.0,4.0,79.0,1.0,18.0,47424.64,0.0,0
439356.33,8.8,9.0,1.0,,4.0,13.0,23199.07,0.0,1
60779.26,11.5,6.0,4.0,8.0,2.0,4.0,17367.2,0.0,0
256668.89,5.0,6.0,1.0,5.0,2.0,12.0,37178.08,0.0,1
371348.18,15.8,6.0,1.0,54.0,3.0,1.0,47922.5,0.0,0
285700.9,7.3,,1.0,80.0,1.0,3.0,12951.81,0.0,0
415364.07,17.8,2.0,2.0,70.0,1.0,16.0,31744.86,0.0,0
413530.4,7.2,3.0,4.0,87.0,2.0,12.0,7384.59,0.0,1
220125.23,17.4,9.0,1.0,27.0,1.0,12.0,13877.57,0.0,0
168433.81,15.8,7.0,2.0,10.0,1.0,8.0,42908.04,0.0,0
57824.12,4.8,5.0,3.0,36.0,1.0,3.0,47979.21,0.0,1
233057.02,3.8,7.0,1.0,80.0,2.0,17.0,24680.0,0.0,1
320397.39,14.8,1.0,1.0,28.0,3.0,8.0,25592.18,0.0,0
455907.01,9.3,0.0,2.0,23.0,2.0,19.0,16893.56,1.0,0
134232.11,18.5,3.0,2.0,84.0,3.0,8.0,44286.43,0.0,0
290003.99,10.4,2.0,2.0,33.0,1.0,11.0,4202.2,0.0,0
493897.08,15.5,3.0,4.0,72.0,4.0,5.0,37848.2,0.0,0
311887.02,12.4,2.0,3.0,67.0,0.0,4.0,49640.53,0.0,1
141655.63,10.1,5.0,3.0,38.0,0.0,6.0,27852.51,0.0,0
9277.77,18.4,2.0,2.0,79.0,3.0,9.0,47417.67,0.0,0
332518.96,16.8,7.0,1.0,5.0,4.0,14.0,10868.86,0.0,0
159913.99,1.9,6.0,4.0,54.0,1.0,8.0,8510.48,0.0,0
272956.04,1.6,4.0,2.0,40.0,2.0,5.0,3392.31,1.0,1
98130.96,18.0,7.0,4.0,72.0,4.0,6.0,22222.46,1.0,1
323553.27,8.8,5.0,2.0,,3.0,11.0,30054.06,0.0,0
245270.47,14.1,9.0,1.0,63.0,1.0,11.0,8880.53,0.0,0
159896.54,19.3,0.0,1.0,22.0,0.0,5.0,1929.94,0.0,0
172564.98,1.9,1.0,3.0,74.0,0.0,1.0,36198.81,0.0,0
445289.82,13.9,9.0,2.0,78.0,3.0,16.0,2423.56,0.0,1
283391.59,19.0,9.0,4.0,65.0,4.0,1.0,39161.17,1.0,1
163210.96,7.3,7.0,,35.0,3.0,15.0,22523.01,,0
356523.39,2.8,2.0,,54.0,0.0,11.0,12447.91,0.0,0
164713.07,6.4,9.0,2.0,87.0,4.0,17.0,27134.84,0.0,1
281136.75,2.1,2.0,4.0,36.0,3.0,7.0,46677.19,0.0,0
284609.28,13.1,9.0,1.0,52.0,2.0,10.0,30738.74,,1
387575.74,2.6,9.0,1.0,,1.0,6.0,2399.22,1.0,1
250454.74,6.5,7.0,4.0,6.0,4.0,1.0,34898.56,1.0,1
,9.3,0.0,1.0,21.0,0.0,13.0,13594.31,0.0,0
,11.2,9.0,2.0,55.0,0.0,19.0,49587.8,0.0,1
126062.89,1.4,4.0,,41.0,3.0,14.0,47137.79,0.0,0
174465.75,3.4,1.0,1.0,81.0,0.0,14.0,16125.13,0.0,1
361920.33,16.7,7.0,1.0,50.0,1.0,,13920.23,0.0,1
32806.23,3.6,7.0,1.0,71.0,2.0,9.0,7630.08,0.0,0
92642.56,10.3,3.0,4.0,16.0,2.0,7.0,39226.22,0.0,1
229603.06,2.7,6.0,3.0,84.0,3.0,0.0,16471.22,0.0,1
499761.32,7.5,6.0,4.0,5.0,0.0,7.0,20729.64,0.0,1
340231.4,11.8,6.0,2.0,41.0,2.0,11.0,49404.93,0.0,1
162604.16,18.3,5.0,4.0,53.0,3.0,5.0,27844.46,0.0,1
126906.57,3.0,0.0,4.0,27.0,4.0,19.0,45579.98,0.0,0
382006.76,6.8,9.0,1.0,81.0,4.0,0.0,45297.34,1.0,1
225373.81,2.1,1.0,3.0,0.0,1.0,9.0,5540.26,0.0,0
66421.41,0.8,2.0,2.0,51.0,3.0,0.0,4472.78,0.0,0
61301.54,1.6,3.0,2.0,36.0,0.0,5.0,33465.31,0.0,1
73131.77,13.1,7.0,1.0,33.0,,8.0,44425.37,0.0,1
300055.91,13.9,3.0,3.0,7.0,1.0,,11185.4,0.0,1
415294.96,14.3,0.0,3.0,39.0,,14.0,,1.0,0
203536.35,11.3,3.0,3.0,42.0,1.0,11.0,35581.48,0.0,0
470512.07,7.3,2.0,4.0,20.0,1.0,14.0,22973.09,0.0,0
102556.17,9.2,0.0,4.0,41.0,3.0,9.0,22815.2,1.0,0
140330.41,1.4,6.0,3.0,49.0,3.0,6.0,21922.13,0.0,1
26091.18,12.2,2.0,,3.0,2.0,15.0,19678.85,0.0,0
115823.01,1.5,9.0,1.0,31.0,3.0,1.0,29409.11,0.0,0
100394.47,1.7,7.0,3.0,79.0,0.0,11.0,31149.53,0.0,1
207547.9,3.1,8.0,4.0,44.0,3.0,15.0,43789.48,1.0,1
123551.41,4.5,0.0,3.0,44.0,2.0,3.0,46754.07,0.0,0
58216.53,8.9,4.0,2.0,52.0,3.0,0.0,13078.55,1.0,1
190143.74,19.3,6.0,4.0,79.0,1.0,9.0,41547.03,1.0,0
108897.12,18.5,9.0,1.0,15.0,,10.0,44270.56,1.0,1
427494.59,10.2,2.0,1.0,83.0,0.0,8.0,,0.0,1
206282.37,8.9,6.0,3.0,85.0,3.0,8.0,34906.19,0.0,0
232415.49,0.3,2.0,2.0,0.0,3.0,11.0,26218.41,0.0,0
365365.39,4.1,5.0,4.0,74.0,1.0,8.0,38009.86,0.0,1
84435.21,0.5,7.0,2.0,2.0,3.0,13.0,32147.24,0.0,1
237458.4,13.6,4.0,2.0,77.0,1.0,10.0,20933.56,0.0,0
326020.75,18.4,6.0,,14.0,0.0,14.0,44162.39,1.0,0
287950.75,13.8,6.0,1.0,31.0,3.0,7.0,18873.21,1.0,1
103328.15,16.9,0.0,1.0,89.0,4.0,,45787.68,1.0,0
12442.03,4.6,4.0,2.0,34.0,0.0,6.0,4214.0,0.0,0
479467.69,13.0,2.0,1.0,,0.0,13.0,35481.64,0.0,1
42837.99,,0.0,3.0,85.0,3.0,14.0,31118.57,0.0,0
262741.03,15.8,4.0,3.0,77.0,1.0,12.0,35511.42,0.0,0
40791.85,0.9,7.0,2.0,83.0,3.0,7.0,17004.98,1.0,1
424447.05,18.2,8.0,4.0,32.0,3.0,17.0,6220.72,0.0,1
271893.31,3.6,4.0,3.0,69.0,1.0,19.0,31467.25,0.0,1
490699.63,12.5,7.0,2.0,70.0,1.0,13.0,26399.33,,0
252133.19,16.9,2.0,2.0,56.0,0.0,8.0,23333.54,0.0,0
242746.27,19.2,8.0,2.0,83.0,1.0,16.0,8730.61,0.0,0
403939.65,10.7,7.0,1.0,25.0,1.0,13.0,26989.21,0.0,0
483156.95,3.4,4.0,2.0,55.0,1.0,12.0,15832.85,0.0,1
275404.16,2.4,0.0,1.0,44.0,1.0,12.0,2313.99,0.0,0
372155.5,1.6,3.0,,79.0,4.0,9.0,45827.91,1.0,1
335162.4,10.6,4.0,2.0,21.0,2.0,9.0,23864.46,0.0,1
299814.06,18.2,7.0,3.0,85.0,1.0,13.0,46308.8,0.0,1
,8.7,2.0,1.0,50.0,2.0,19.0,49566.17,0.0,1
364769.67,9.4,2.0,3.0,44.0,4.0,12.0,26046.68,0.0,0
424820.66,18.6,3.0,4.0,11.0,2.0,5.0,37398.01,0.0,0
288237.08,17.5,9.0,3.0,41.0,0.0,8.0,30159.33,0.0,1
277820.25,14.4,4.0,2.0,11.0,2.0,2.0,32654.56,1.0,0
309468.78,4.5,4.0,3.0,70.0,4.0,13.0,33281.35,0.0,0
184923.59,16.6,9.0,3.0,29.0,1.0,0.0,45411.27,0.0,0
124709.69,5.7,1.0,3.0,57.0,2.0,14.0,31304.47,0.0,0
313234.22,2.2,0.0,2.0,57.0,,0.0,45297.41,0.0,0
67127.93,2.2,8.0,3.0,57.0,1.0,0.0,9427.0,0.0,1
344503.74,0.4,9.0,4.0,43.0,3.0,18.0,44468.16,0.0,1
305525.22,7.2,6.0,3.0,4.0,0.0,12.0,32199.34,0.0,0
491695.44,13.6,3.0,1.0,80.0,3.0,19.0,14745.59,0.0,0
31895.35,2.5,1.0,1.0,86.0,1.0,14.0,37541.98,1.0,1
451013.38,13.1,8.0,3.0,77.0,2.0,13.0,7511.09,0.0,1
308768.84,2.6,4.0,2.0,4.0,2.0,,25045.64,1.0,1
101493.08,10.7,1.0,3.0,28.0,1.0,16.0,23763.49,,0
289994.3,19.9,7.0,3.0,21.0,4.0,17.0,14471.11,0.0,0
230029.76,3.5,1.0,4.0,46.0,1.0,17.0,36923.07,0.0,1
,19.9,5.0,3.0,78.0,0.0,5.0,30314.34,1.0,1
113686.76,12.1,6.0,2.0,84.0,,8.0,35775.43,0.0,1
436188.8,10.7,0.0,3.0,10.0,4.0,7.0,45006.51,0.0,0
65550.35,11.9,7.0,2.0,60.0,3.0,11.0,16467.78,0.0,0
,5.3,5.0,4.0,76.0,0.0,,30802.81,0.0,1
117517.04,7.6,4.0,1.0,25.0,0.0,16.0,42600.33,1.0,1
100201.94,9.4,7.0,2.0,4.0,3.0,0.0,46824.81,0.0,0
394679.16,6.0,5.0,1.0,6.0,1.0,9.0,22647.99,0.0,1
74775.52,18.8,5.0,2.0,72.0,4.0,3.0,10794.72,1.0,0
27719.52,13.2,8.0,4.0,29.0,3.0,12.0,45361.2,1.0,1
489605.36,8.7,2.0,3.0,72.0,3.0,8.0,10230.46,1.0,1
228974.7,9.0,4.0,3.0,20.0,0.0,14.0,15280.55,0.0,1
163569.7,5.9,8.0,2.0,47.0,0.0,11.0,22221.79,0.0,1
71548.54,11.1,3.0,1.0,44.0,0.0,12.0,30092.56,0.0,1
440844.61,7.6,2.0,4.0,81.0,0.0,1.0,31916.24,0.0,0
393084.48,3.4,8.0,4.0,48.0,4.0,,15082.96,0.0,1
81425.52,19.7,0.0,4.0,40.0,3.0,17.0,31412.72,0.0,0
135012.68,14.0,7.0,2.0,26.0,1.0,13.0,32800.4,,0
38127.35,14.9,7.0,4.0,26.0,3.0,6.0,47938.57,0.0,0
176003.79,19.5,0.0,4.0,6.0,0.0,2.0,31968.09,1.0,0
152149.33,9.2,1.0,1.0,30.0,2.0,10.0,22489.19,0.0,0
336058.72,3.0,8.0,4.0,40.0,0.0,5.0,42080.7,0.0,1
412959.38,,7.0,2.0,31.0,0.0,4.0,33577.85,1.0,1
295405.34,3.4,6.0,3.0,82.0,2.0,6.0,10572.12,1.0,1
191529.91,15.4,0.0,3.0,11.0,1.0,5.0,28376.94,0.0,0
263405.26,1.7,5.0,2.0,30.0,0.0,10.0,4335.01,0.0,1
495725.62,9.9,8.0,1.0,81.0,0.0,17.0,45586.13,1.0,1
464855.77,1.0,4.0,4.0,34.0,0.0,13.0,1695.0,0.0,1
483443.79,6.9,0.0,2.0,27.0,4.0,18.0,,0.0,0
221769.33,1.2,2.0,2.0,18.0,3.0,6.0,10859.6,0.0,0
451297.99,1.5,5.0,2.0,84.0,2.0,19.0,13614.1,0.0,1
203633.56,12.7,4.0,3.0,35.0,0.0,17.0,8308.15,0.0,1
383367.36,10.7,4.0,3.0,22.0,2.0,7.0,13070.83,0.0,0
279390.8,10.5,3.0,2.0,34.0,4.0,14.0,28802.64,0.0,1
484305.88,13.0,2.0,2.0,68.0,0.0,4.0,15606.23,0.0,0
47347.9,8.9,3.0,1.0,77.0,4.0,9.0,36500.93,0.0,0
225361.0,1.0,7.0,1.0,46.0,2.0,10.0,32657.81,0.0,1
181642.93,2.1,,4.0,64.0,4.0,9.0,49994.68,0.0,0
384462.27,9.2,0.0,2.0,62.0,1.0,3.0,,0.0,0
,15.4,1.0,3.0,48.0,3.0,17.0,20112.38,0.0,0
238976.19,9.1,9.0,1.0,51.0,2.0,3.0,20887.79,0.0,0
469542.65,2.2,7.0,2.0,50.0,1.0,1.0,24587.06,0.0,1
468334.68,14.5,6.0,1.0,88.0,1.0,9.0,37288.49,0.0,1
395826.79,15.1,9.0,4.0,56.0,4.0,4.0,24270.84,0.0,1
391027.09,10.7,4.0,1.0,72.0,0.0,6.0,41806.67,0.0,0
280634.75,11.0,5.0,1.0,31.0,1.0,16.0,24165.82,1.0,1
475430.72,16.0,8.0,2.0,68.0,1.0,3.0,45711.0,0.0,1
76047.65,8.2,0.0,4.0,38.0,0.0,2.0,43955.31,1.0,0
220782.88,8.8,5.0,2.0,78.0,2.0,17.0,35174.93,0.0,1
7358.59,18.6,2.0,1.0,61.0,4.0,18.0,29532.54,0.0,0
204284.76,17.0,5.0,1.0,64.0,0.0,6.0,47681.22,0.0,0
316237.71,8.5,4.0,2.0,22.0,4.0,1.0,8860.73,0.0,0
338067.92,13.6,0.0,,69.0,0.0,9.0,33591.12,0.0,1
456981.29,12.8,9.0,4.0,77.0,4.0,17.0,8402.89,,1
107912.16,11.9,2.0,3.0,74.0,4.0,11.0,35820.19,,0
453926.53,17.7,5.0,4.0,43.0,3.0,18.0,40286.33,0.0,1
224403.25,13.3,5.0,1.0,87.0,0.0,14.0,29103.52,0.0,1
199350.96,9.6,9.0,3.0,12.0,0.0,10.0,24265.66,0.0,0
119701.92,6.4,0.0,4.0,64.0,4.0,15.0,45054.28,0.0,1
341651.14,7.5,1.0,2.0,39.0,0.0,13.0,36181.44,0.0,0
338598.38,2.4,9.0,4.0,64.0,2.0,12.0,15177.54,0.0,1
312532.95,15.8,1.0,2.0,60.0,2.0,0.0,32474.54,1.0,1
,3.0,1.0,4.0,28.0,2.0,6.0,24691.3,0.0,0
80545.93,6.1,0.0,1.0,15.0,1.0,4.0,15060.35,1.0,0
401941.4,15.1,4.0,4.0,8.0,,,32962.24,0.0,1
317559.38,5.8,9.0,4.0,76.0,2.0,5.0,9033.98,0.0,1
,18.5,0.0,,24.0,4.0,15.0,20871.0,0.0,0
350712.1,17.3,9.0,2.0,39.0,3.0,7.0,27188.81,0.0,1
108620.73,2.4,4.0,1.0,56.0,0.0,,18611.44,0.0,0
425569.91,5.5,8.0,3.0,8.0,1.0,18.0,22748.04,0.0,1
443175.5,,6.0,2.0,56.0,2.0,3.0,30351.55,0.0,1
141236.91,15.4,6.0,1.0,3.0,4.0,,24407.13,1.0,0
67038.13,19.8,2.0,1.0,35.0,1.0,4.0,27241.4,0.0,0
484328.61,13.5,4.0,1.0,34.0,1.0,8.0,38521.61,,1
219878.81,15.5,5.0,1.0,65.0,3.0,4.0,20036.94,0.0,1
219224.97,18.8,0.0,2.0,18.0,1.0,14.0,2293.02,0.0,0
158524.82,6.5,6.0,4.0,34.0,1.0,16.0,46716.42,1.0,1
422528.72,0.6,8.0,4.0,62.0,3.0,9.0,40178.8,0.0,1
236998.32,4.0,7.0,3.0,4.0,1.0,16.0,3626.78,0.0,0
472511.04,19.7,6.0,4.0,47.0,3.0,1.0,45455.96,1.0,1
119288.32,1.7,1.0,1.0,71.0,0.0,18.0,43918.54,0.0,0
71192.12,15.0,9.0,1.0,22.0,0.0,16.0,10501.49,0.0,0
146487.46,11.7,9.0,1.0,68.0,1.0,19.0,13025.72,0.0,1
221640.06,2.0,8.0,2.0,72.0,4.0,3.0,38644.23,0.0,1
194493.21,11.0,2.0,1.0,53.0,1.0,9.0,34012.84,0.0,1
264955.24,1.0,8.0,2.0,54.0,4.0,13.0,40150.76,0.0,0
299861.17,10.0,9.0,4.0,60.0,2.0,0.0,7970.44,0.0,1
86107.66,,6.0,3.0,37.0,1.0,10.0,41836.1,1.0,1
50259.72,2.0,2.0,2.0,,3.0,3.0,2792.42,0.0,0
357033.53,13.1,7.0,4.0,82.0,2.0,11.0,15104.87,1.0,1
414054.85,0.5,4.0,1.0,1.0,2.0,16.0,3555.21,0.0,1
165414.98,7.2,6.0,1.0,78.0,3.0,12.0,33492.01,0.0,0
8988.76,17.6,7.0,4.0,89.0,1.0,19.0,15334.66,0.0,0
85514.03,14.0,3.0,1.0,21.0,4.0,19.0,21626.04,0.0,0
355404.33,17.9,4.0,2.0,88.0,2.0,7.0,2688.88,0.0,1
479278.35,4.5,6.0,1.0,84.0,3.0,3.0,48350.03,0.0,1
416466.01,14.0,8.0,1.0,82.0,1.0,2.0,1193.62,0.0,1
233086.98,0.3,2.0,3.0,38.0,0.0,11.0,23544.45,1.0,0
66653.63,13.5,3.0,3.0,42.0,0.0,18.0,31134.32,0.0,0
13584.2,7.7,8.0,3.0,61.0,3.0,17.0,28670.83,1.0,1
397081.44,8.3,1.0,1.0,38.0,2.0,4.0,24185.29,0.0,0
385437.3,4.2,0.0,4.0,83.0,3.0,2.0,32403.15,0.0,0
210592.26,10.2,3.0,1.0,57.0,1.0,18.0,13580.04,0.0,0
74226.95,13.3,7.0,3.0,65.0,,2.0,43305.3,0.0,1
4470.5,11.1,4.0,1.0,67.0,0.0,18.0,40563.69,0.0,0
98147.62,4.9,0.0,2.0,59.0,3.0,2.0,8525.07,,0
78286.66,9.8,9.0,3.0,50.0,3.0,9.0,48368.58,0.0,1
118887.68,12.5,4.0,2.0,71.0,4.0,13.0,10693.85,0.0,0
2823.1,17.7,7.0,4.0,23.0,3.0,16.0,45835.41,0.0,0
346916.93,12.7,3.0,2.0,77.0,2.0,8.0,22241.33,0.0,0
191010.18,5.3,3.0,4.0,72.0,0.0,10.0,3146.05,0.0,0
65136.2,0.1,3.0,3.0,76.0,0.0,14.0,39332.22,,1
6094.97,16.7,8.0,4.0,69.0,4.0,14.0,24474.29,1.0,1
213748.97,3.9,8.0,1.0,43.0,1.0,11.0,12022.55,0.0,1
445706.17,13.2,8.0,2.0,85.0,3.0,14.0,17957.69,0.0,1
298023.62,6.6,8.0,3.0,2.0,0.0,1.0,20287.63,0.0,0
11488.71,11.4,8.0,1.0,46.0,,19.0,11959.58,0.0,1
450239.06,3.2,1.0,4.0,85.0,3.0,0.0,32323.85,0.0,0
82368.23,15.9,4.0,1.0,2.0,1.0,11.0,675.99,0.0,0
448881.85,8.1,8.0,3.0,85.0,0.0,9.0,7433.88,0.0,1
455545.82,6.4,5.0,3.0,66.0,1.0,18.0,40550.85,0.0,1
398480.81,17.1,4.0,4.0,59.0,3.0,12.0,6539.74,0.0,1
94279.84,7.6,7.0,3.0,19.0,1.0,15.0,12584.9,,1
257816.29,0.5,2.0,3.0,6.0,0.0,7.0,46789.79,1.0,0
477587.95,16.9,3.0,2.0,16.0,1.0,5.0,36638.87,0.0,1
187971.69,6.1,6.0,1.0,72.0,1.0,9.0,4877.73,0.0,1
94384.04,19.6,9.0,3.0,25.0,1.0,14.0,25489.71,0.0,1
8412.97,16.8,1.0,4.0,85.0,1.0,3.0,10418.82,,0
142710.69,12.5,4.0,3.0,34.0,,19.0,40354.95,0.0,0
114152.14,18.4,0.0,1.0,22.0,3.0,12.0,15133.61,0.0,0
339375.74,16.0,2.0,4.0,30.0,4.0,14.0,24940.57,0.0,0
20517.05,9.8,9.0,3.0,54.0,1.0,3.0,18414.85,0.0,1
460544.44,3.2,5.0,1.0,39.0,1.0,4.0,36538.26,0.0,1
495730.75,12.6,7.0,2.0,52.0,4.0,4.0,15810.91,0.0,1
338573.89,17.6,2.0,4.0,48.0,2.0,6.0,38468.22,0.0,0
284839.61,5.3,7.0,2.0,51.0,1.0,1.0,41396.79,0.0,1
58673.82,14.4,7.0,4.0,87.0,3.0,16.0,9437.91,0.0,1
449696.7,5.0,6.0,4.0,73.0,2.0,3.0,19352.93,0.0,1
360380.86,18.8,1.0,3.0,24.0,4.0,1.0,4688.53,0.0,0
254997.66,10.0,3.0,3.0,42.0,1.0,10.0,37823.93,0.0,0
82428.93,12.5,1.0,1.0,78.0,3.0,5.0,42101.97,0.0,0
330924.52,2.6,3.0,1.0,50.0,3.0,10.0,38269.05,0.0,1
427989.8,8.4,7.0,4.0,1.0,1.0,16.0,35066.6,0.0,0
476433.67,8.3,5.0,4.0,70.0,0.0,11.0,16200.12,0.0,1
87838.3,9.7,9.0,4.0,53.0,4.0,10.0,1051.9,0.0,1
245706.84,6.7,2.0,3.0,37.0,3.0,15.0,42274.43,1.0,0
17758.42,2.7,9.0,3.0,13.0,3.0,11.0,36084.59,0.0,1
187099.09,1.5,8.0,1.0,53.0,0.0,5.0,35245.08,0.0,0
445939.91,0.4,5.0,4.0,82.0,0.0,10.0,47890.66,0.0,1
127078.67,7.2,1.0,3.0,4.0,4.0,14.0,36861.89,1.0,0
69038.34,2.7,4.0,4.0,21.0,4.0,5.0,33607.55,0.0,0
426560.97,16.2,1.0,4.0,23.0,2.0,10.0,42897.65,0.0,0
96879.73,16.8,6.0,3.0,79.0,1.0,18.0,9959.42,0.0,0
225677.61,14.0,3.0,3.0,21.0,1.0,15.0,19032.18,1.0,1
16850.7,7.7,2.0,4.0,86.0,2.0,19.0,8399.86,0.0,0
290039.74,,6.0,1.0,57.0,0.0,4.0,26472.81,0.0,0
2177.25,17.4,5.0,1.0,84.0,0.0,8.0,3756.64,0.0,0
82413.74,16.0,7.0,3.0,63.0,0.0,0.0,22862.13,1.0,1
223069.52,3.3,0.0,4.0,,1.0,18.0,35598.12,0.0,1
22895.45,16.4,2.0,3.0,5.0,4.0,13.0,35328.35,0.0,0
232853.79,15.9,5.0,3.0,,0.0,14.0,30872.27,1.0,1
108787.84,14.0,0.0,1.0,56.0,2.0,12.0,31307.76,0.0,0
358781.67,18.6,5.0,2.0,1.0,2.0,10.0,41673.89,0.0,1
134575.58,7.7,0.0,2.0,25.0,4.0,13.0,22430.65,0.0,0
28826.23,5.7,0.0,3.0,16.0,0.0,6.0,10187.28,0.0,0
497071.41,6.0,7.0,4.0,36.0,0.0,2.0,36374.53,0.0,1
179884.38,18.4,9.0,2.0,6.0,0.0,15.0,39039.03,0.0,1
8613.53,12.8,6.0,2.0,30.0,2.0,16.0,6065.33,0.0,0
299462.23,14.4,5.0,4.0,56.0,1.0,16.0,48080.47,0.0,1
158256.83,2.5,2.0,4.0,51.0,2.0,15.0,40332.36,0.0,0
362989.48,,3.0,1.0,16.0,0.0,8.0,45596.23,0.0,0
97756.6,8.5,9.0,3.0,59.0,1.0,7.0,2394.15,0.0,1
218942.56,0.4,1.0,2.0,28.0,4.0,10.0,12286.31,0.0,0
94352.16,16.4,1.0,1.0,50.0,0.0,4.0,8801.24,0.0,0
139026.08,7.3,1.0,1.0,27.0,0.0,16.0,22403.85,0.0,0
257709.31,15.4,1.0,2.0,54.0,1.0,19.0,42678.91,0.0,0
130353.86,10.2,9.0,3.0,14.0,2.0,9.0,49438.18,0.0,0
275175.54,15.4,0.0,4.0,60.0,3.0,16.0,21942.63,0.0,0
409730.59,13.0,7.0,1.0,75.0,1.0,11.0,3610.76,0.0,1
388104.79,1.8,5.0,3.0,24.0,2.0,17.0,43846.54,0.0,0
333746.22,17.9,7.0,2.0,65.0,3.0,10.0,30597.28,0.0,0
98042.1,2.0,6.0,3.0,69.0,0.0,11.0,34476.85,0.0,1
343871.42,12.7,4.0,2.0,73.0,3.0,3.0,41184.25,1.0,1
210456.37,1.8,9.0,1.0,6.0,2.0,2.0,47026.2,0.0,1
8189.74,12.3,9.0,3.0,66.0,1.0,12.0,4210.59,0.0,1
433189.1,16.5,6.0,3.0,46.0,1.0,14.0,12789.89,,0
54041.19,13.8,3.0,2.0,48.0,,8.0,35360.26,0.0,0
113819.73,5.3,3.0,3.0,11.0,0.0,17.0,12119.07,0.0,0
224328.78,10.7,5.0,2.0,30.0,1.0,0.0,40966.54,0.0,0
98680.34,1.1,0.0,1.0,58.0,2.0,8.0,674.53,0.0,0
303522.48,10.7,9.0,4.0,16.0,3.0,9.0,43320.16,1.0,1
333857.18,12.5,3.0,2.0,20.0,1.0,5.0,21941.5,0.0,0
7333.67,13.2,1.0,3.0,37.0,0.0,12.0,,0.0,0
