performance_score,projects_completed,weekly_hours,training_hours_yr,salary_lakh,promotions,attendance_pct,satisfaction_score,years_experience,team_rating
94.7,14.58,,89.42,27.29,3.7,99.03,4.13,9.26,5.0
90.81,17.28,45.06,73.9,33.9,3.14,93.15,4.0,11.17,4.59
89.0,19.9,54.42,81.99,29.31,,96.65,4.63,6.72,4.33
87.36,19.24,43.66,71.04,26.68,3.89,97.76,4.02,10.75,4.63
95.09,17.42,58.72,57.11,34.99,3.08,95.97,3.93,9.53,4.34
97.19,14.0,42.21,63.82,32.42,2.88,95.44,4.54,4.64,4.61
94.96,21.05,52.79,72.91,29.77,2.37,97.24,4.2,8.15,4.37
,14.89,49.8,107.57,24.56,2.25,93.06,3.82,7.87,4.96
96.61,12.79,48.89,58.93,33.66,3.12,95.26,4.23,7.58,4.42
84.39,15.77,53.86,73.0,31.22,2.64,98.68,4.8,8.26,4.4
92.53,18.22,53.69,68.62,21.17,1.9,95.68,3.78,8.21,4.42
89.29,16.22,49.83,86.02,26.28,3.27,92.26,4.22,13.81,4.53
90.18,17.16,47.88,69.43,34.82,3.28,97.95,3.76,6.47,4.46
92.51,21.18,40.99,88.23,28.82,1.9,98.25,4.43,9.19,4.58
96.11,14.33,52.8,75.25,20.24,2.86,96.64,4.13,7.52,4.15
89.69,19.99,49.65,78.3,32.2,1.83,99.35,3.98,8.77,5.0
96.89,18.25,43.72,70.06,27.12,2.73,95.57,4.19,9.9,4.32
97.4,18.68,50.07,83.19,27.64,4.22,97.38,4.15,6.08,4.3
94.09,17.79,56.3,70.49,32.91,4.12,92.97,4.42,5.51,4.42
93.44,20.81,49.79,87.37,22.89,3.29,94.36,4.24,8.39,4.81
91.42,20.43,42.1,79.78,33.03,2.26,97.64,4.42,10.77,4.68
88.95,15.31,53.44,84.4,31.45,4.85,95.11,3.79,6.41,4.65
90.78,21.65,49.5,87.71,29.98,3.81,99.42,4.24,6.64,4.57
94.0,20.45,54.49,78.36,32.21,2.68,95.03,4.27,7.17,4.16
93.07,18.97,46.17,83.6,,2.81,98.43,3.75,8.52,4.39
92.55,18.39,58.84,98.25,23.95,3.71,99.54,4.01,8.83,4.49
86.77,21.37,52.93,68.09,21.44,3.22,99.34,4.54,7.27,4.36
97.6,19.44,45.51,63.79,31.86,3.01,95.66,3.59,9.44,4.24
88.77,18.29,51.48,75.67,30.49,4.3,96.74,4.2,,4.94
97.16,17.38,44.13,72.42,31.12,2.04,96.87,3.8,10.66,4.71
91.99,19.15,46.36,81.24,27.16,2.09,96.05,4.67,,4.22
97.17,17.04,49.24,94.0,25.0,3.24,97.26,4.3,7.71,4.6
100.0,17.13,47.67,95.38,28.66,4.38,96.05,4.22,8.36,4.29
90.13,18.98,48.59,64.13,26.43,3.43,100.0,4.22,5.05,4.58
94.43,18.75,51.72,68.75,18.68,2.93,94.35,4.11,9.88,5.0
96.74,17.7,46.73,86.46,24.01,4.29,95.3,4.66,5.79,4.1
90.42,20.22,46.64,75.79,25.01,3.58,96.51,4.54,9.02,4.22
95.62,13.07,43.38,109.49,30.48,3.22,95.09,4.11,7.41,4.68
95.84,17.57,50.26,87.27,31.52,4.29,97.77,4.32,2.0,5.0
89.21,15.72,48.72,84.9,25.06,4.91,95.99,4.08,10.96,
96.84,20.14,60.76,72.2,27.6,2.96,97.97,4.53,8.33,4.43
84.33,17.88,52.79,71.13,33.78,1.56,99.56,4.36,4.94,4.03
94.55,21.72,49.73,80.64,,3.25,96.76,3.83,6.78,4.13
90.94,18.46,50.68,97.0,32.24,2.59,98.18,4.32,5.73,4.28
88.13,19.73,52.81,64.92,27.87,2.32,96.0,3.65,9.76,4.44
91.77,19.81,52.85,85.72,26.72,,96.7,4.1,7.37,5.0
97.97,18.02,46.23,89.53,22.64,3.94,99.79,4.6,9.01,3.93
94.72,19.94,53.53,79.91,17.34,3.07,99.63,4.81,8.82,4.82
87.25,16.12,40.86,80.11,34.31,3.72,98.0,4.06,8.4,4.42
85.73,22.58,43.68,98.97,31.91,3.19,95.4,4.24,5.29,4.29
92.77,16.54,45.28,89.95,34.6,3.24,100.0,3.99,7.97,4.2
93.09,17.48,52.2,84.24,25.24,4.51,97.84,4.5,7.55,4.87
92.58,20.84,50.36,60.88,25.99,3.8,96.51,3.74,6.85,4.42
86.05,17.47,45.63,90.82,23.21,4.24,100.0,3.95,6.91,3.96
84.52,19.96,46.92,75.7,30.94,3.57,98.88,4.48,7.62,4.82
91.21,18.21,42.86,78.01,35.94,3.44,98.48,4.29,8.43,4.91
97.69,17.76,38.33,82.64,34.13,2.02,98.72,4.35,5.42,4.22
86.5,21.07,50.24,62.2,,3.02,98.19,4.0,7.12,4.74
90.55,18.52,48.11,81.39,23.42,3.25,98.35,4.5,8.7,4.14
85.2,19.1,47.44,82.84,19.23,1.64,99.71,4.28,9.83,4.44
90.71,17.47,46.95,64.2,28.62,3.3,94.02,3.93,7.86,4.8
91.29,17.88,43.92,,28.54,2.22,91.97,4.33,11.42,4.04
98.9,21.52,48.55,87.74,22.17,2.54,98.64,4.16,9.69,4.81
88.79,19.86,42.46,79.4,30.11,2.06,100.0,4.3,5.77,4.21
92.18,18.8,49.67,62.18,28.83,,98.7,4.44,6.74,4.41
96.3,21.63,50.64,69.52,25.89,3.04,95.73,4.38,6.13,4.22
84.42,13.22,53.69,70.27,28.73,2.75,96.96,4.29,4.07,4.38
88.32,16.65,57.31,67.27,33.09,3.8,99.68,4.42,8.95,4.45
96.91,17.82,43.47,87.0,31.59,2.8,93.13,3.94,8.43,4.68
97.25,16.62,43.73,80.61,29.19,2.28,95.74,4.08,8.42,4.44
86.69,15.89,42.87,77.97,28.27,3.03,93.38,4.07,8.6,4.76
93.5,18.75,51.41,87.1,26.05,3.18,95.66,4.62,6.66,4.64
88.27,18.93,48.34,,,3.48,99.15,4.18,7.75,4.29
94.26,23.3,47.82,98.08,27.55,6.61,96.87,4.06,6.02,4.82
92.63,19.1,51.11,90.18,29.54,3.34,95.87,4.17,10.16,4.61
94.28,17.03,50.69,73.59,28.68,3.71,96.66,4.02,14.55,4.26
93.42,20.16,53.04,77.23,27.46,3.43,98.85,4.23,4.63,4.14
88.75,15.79,56.83,75.01,37.48,3.1,99.06,5.0,9.0,4.04
90.41,16.77,50.46,87.43,27.15,3.2,95.21,4.57,5.02,4.81
91.45,17.82,51.05,87.97,28.15,4.42,96.32,4.29,5.78,4.3
87.99,16.43,51.67,103.04,23.6,3.3,97.18,4.53,7.84,4.85
97.77,14.9,50.27,,30.41,3.03,96.74,4.39,5.85,4.53
97.1,19.81,47.74,71.6,30.32,2.13,97.68,3.9,8.93,4.34
93.97,20.73,45.45,72.61,31.4,3.97,100.0,4.2,4.82,4.53
91.76,18.34,46.9,88.31,24.0,3.9,100.0,3.82,8.1,4.36
89.36,18.74,52.95,92.33,31.97,2.78,93.19,4.59,3.51,4.84
93.1,20.64,51.43,97.49,30.03,3.21,97.82,4.81,10.45,4.3
95.61,15.85,49.95,76.99,20.39,4.26,97.13,4.42,,4.34
95.88,18.31,43.12,57.09,28.38,3.23,95.44,4.31,3.99,4.01
90.41,21.36,44.77,77.41,25.27,3.75,,4.05,5.84,4.5
99.51,18.58,47.02,72.31,29.6,4.07,94.64,4.1,7.88,4.63
89.08,16.77,51.95,90.86,26.34,2.85,98.28,4.17,8.89,5.0
89.86,16.37,46.72,87.58,36.24,2.63,96.75,4.95,8.29,4.71
99.75,20.26,43.03,87.09,33.62,2.48,97.23,3.84,5.6,4.43
94.4,15.6,48.87,69.09,27.61,2.44,99.06,4.02,7.78,4.47
88.47,19.0,52.71,79.69,31.26,2.16,99.52,4.73,11.5,4.56
91.45,18.58,46.93,93.09,34.03,2.68,98.23,3.3,9.54,4.63
93.28,,54.77,82.36,25.02,2.29,96.65,4.6,4.54,4.55
91.76,,49.65,67.62,23.47,2.59,96.35,4.47,7.72,4.55
88.35,19.63,46.7,76.23,30.01,3.55,98.28,4.44,5.62,4.55
89.07,17.41,44.83,87.65,30.0,3.31,95.67,4.39,5.64,4.96
89.58,13.87,55.19,78.62,24.18,2.43,97.65,3.87,4.01,4.46
93.2,17.9,41.3,91.02,30.45,3.64,96.14,4.32,7.0,5.0
98.22,18.03,41.28,78.03,29.98,2.33,98.47,3.83,9.44,4.34
91.79,20.12,49.13,72.68,24.58,2.51,87.43,4.39,5.26,4.73
89.81,20.35,43.92,70.3,30.03,3.24,98.06,3.86,8.01,4.31
96.99,18.51,52.52,79.14,26.33,2.26,93.8,3.63,6.07,4.75
79.83,17.79,57.01,72.13,35.87,3.12,97.23,3.98,7.78,4.4
91.55,15.9,50.37,66.15,32.25,1.44,93.54,4.41,9.69,4.98
95.9,14.71,,57.91,30.61,1.47,97.74,3.87,4.84,4.68
100.0,18.59,50.24,67.77,27.12,3.44,98.48,4.5,7.16,4.73
93.93,16.44,57.09,86.55,26.8,2.86,94.32,3.84,6.39,4.92
89.86,20.13,52.66,93.21,24.93,2.53,100.0,4.44,8.38,4.22
93.52,20.4,43.77,77.87,29.08,2.13,98.69,4.44,8.12,4.51
91.45,18.62,48.41,78.12,28.33,2.98,95.78,4.25,9.78,4.37
,20.53,48.61,70.6,22.95,1.13,99.26,4.39,6.52,4.36
92.71,19.54,51.87,72.13,29.09,3.89,97.04,3.75,6.47,4.36
89.4,18.95,46.91,80.41,27.38,,97.55,3.97,8.27,4.71
89.06,18.79,48.01,87.25,26.54,,98.24,4.03,10.29,4.53
95.43,13.9,52.32,75.31,30.54,4.43,96.52,4.29,4.35,4.49
95.74,21.29,49.4,78.91,23.09,2.29,95.56,3.83,7.62,4.75
92.14,15.37,50.32,82.93,29.81,1.98,96.57,4.25,4.04,4.56
93.11,21.23,46.86,83.18,28.45,2.12,98.08,4.45,7.17,4.0
91.94,20.14,49.49,81.98,34.6,2.76,97.55,3.68,5.95,3.88
88.58,19.39,48.82,88.45,26.02,4.76,96.89,3.95,9.94,4.45
89.27,20.94,56.96,71.24,,4.01,98.96,4.27,8.49,4.46
96.35,20.29,44.03,78.99,25.14,3.34,97.55,4.21,10.01,4.55
89.07,19.46,46.01,83.38,22.17,3.9,96.44,4.32,5.35,4.19
93.5,21.92,45.26,89.56,29.09,3.24,94.93,4.61,8.39,4.39
89.98,17.69,40.59,84.52,33.93,2.52,97.15,4.17,9.86,4.73
88.27,16.56,45.49,83.57,34.21,4.07,96.52,4.4,8.48,4.36
90.85,17.89,50.19,85.43,29.08,3.13,96.07,4.69,7.6,4.23
95.99,19.56,43.77,78.29,25.58,2.3,99.1,3.88,5.99,4.22
90.81,20.96,50.9,75.88,31.55,1.11,97.25,4.35,7.96,4.71
89.05,22.92,46.1,85.12,28.76,3.23,98.59,4.04,8.11,4.38
94.31,21.97,,82.24,28.55,2.47,94.56,4.52,7.15,4.17
97.78,19.33,52.25,66.57,39.27,3.26,97.04,4.1,8.47,4.78
85.25,17.16,50.05,77.97,31.26,2.87,95.89,4.28,2.3,4.36
93.64,16.28,43.16,83.37,27.42,3.49,98.37,3.98,7.1,3.98
90.92,18.56,49.46,89.02,29.82,3.75,94.5,4.37,10.02,4.43
94.59,18.92,47.5,90.61,26.29,2.9,96.73,4.19,11.25,4.38
94.28,17.85,40.43,76.1,,3.12,96.95,4.14,6.77,4.44
95.94,21.1,53.38,86.72,25.95,3.81,95.02,3.95,7.22,4.68
89.67,20.15,52.58,76.78,29.53,2.06,98.53,4.36,10.31,4.44
94.82,18.5,48.87,77.39,29.89,3.46,98.71,3.91,8.93,4.14
91.36,20.01,42.59,93.03,28.27,2.38,96.18,4.04,6.42,4.82
96.87,15.84,45.58,66.19,29.61,2.92,,3.86,7.41,4.03
94.81,20.03,46.16,73.51,24.95,2.71,95.07,3.82,11.06,4.71
91.85,20.74,53.11,76.0,20.72,3.75,94.95,4.65,7.04,4.15
92.45,16.37,47.15,69.28,34.21,2.06,96.32,3.74,6.46,4.22
94.04,17.61,55.09,69.11,31.51,3.06,97.74,3.89,5.94,3.98
100.0,15.91,47.34,88.78,26.9,,99.5,4.06,6.28,4.84
89.67,14.67,48.07,80.24,37.6,3.42,98.22,3.82,7.09,4.66
95.7,18.39,51.07,84.56,29.11,1.85,97.54,4.09,6.0,5.0
,20.17,46.04,70.53,28.67,3.74,99.27,4.37,8.92,4.59
92.57,17.06,54.32,77.17,37.32,3.47,96.45,3.61,10.29,4.77
92.79,16.56,52.95,48.74,27.6,2.49,99.93,4.11,9.9,4.76
87.3,17.78,51.42,81.31,27.45,2.55,96.91,4.28,7.63,4.84
92.94,18.4,45.98,77.77,20.6,4.3,99.59,3.76,8.81,4.53
90.98,17.0,48.04,84.09,28.6,3.9,95.48,4.52,,4.56
91.78,17.23,46.82,85.21,23.64,2.94,94.85,3.82,7.77,4.07
88.83,16.92,48.9,85.03,30.56,3.52,97.87,4.43,5.49,4.45
91.26,16.36,47.42,77.0,25.98,3.29,98.74,3.73,6.34,4.76
92.38,16.75,44.62,86.47,30.23,4.2,94.2,3.73,9.72,4.7
95.28,18.97,46.89,85.01,27.98,,98.68,4.22,10.8,4.62
93.31,20.14,47.01,94.33,25.17,2.55,97.99,3.91,9.71,4.35
90.81,14.17,54.39,81.2,31.11,2.7,92.85,4.17,5.06,4.43
95.46,16.13,46.31,74.61,31.0,1.7,95.61,4.31,9.02,4.66
90.75,19.27,45.55,86.44,27.34,2.01,100.0,4.23,9.29,3.99
95.41,16.76,45.84,71.77,27.23,2.83,98.53,4.36,6.58,4.33
98.39,20.08,43.38,75.53,20.46,1.67,98.18,3.83,8.65,4.72
97.92,18.36,45.99,66.55,24.72,3.79,100.0,4.18,4.68,4.41
89.48,16.74,46.61,94.14,26.39,3.66,96.53,4.32,6.11,4.14
88.51,,44.74,84.67,29.34,3.13,99.87,3.69,4.68,4.56
89.28,17.94,45.73,68.66,,3.24,100.0,4.15,11.9,4.4
99.55,20.34,47.75,88.02,30.14,1.99,96.42,3.7,4.39,4.32
89.61,17.71,46.31,95.08,32.15,2.69,97.56,4.06,6.1,4.59
89.51,21.23,47.48,59.74,30.8,3.35,100.0,4.48,6.74,4.59
91.48,20.18,47.81,90.02,31.25,3.53,96.61,4.2,8.07,3.92
91.28,19.19,46.92,81.58,28.51,0.97,94.68,4.2,7.59,4.58
94.9,18.35,49.86,110.44,23.22,3.4,97.08,4.21,11.73,4.56
90.3,16.11,50.16,64.67,28.22,2.54,97.84,4.28,8.04,4.53
92.4,19.58,50.38,90.31,28.0,2.6,95.49,4.06,9.46,4.38
95.83,18.04,46.97,,22.43,3.12,98.74,4.61,8.82,5.0
91.1,16.89,,81.39,23.61,2.83,92.58,4.4,8.03,4.33
86.58,18.98,61.05,85.46,25.8,4.32,98.2,4.71,5.87,4.49
84.1,16.76,46.74,71.72,27.24,3.42,98.86,3.98,8.96,4.1
90.62,20.07,44.98,70.96,31.37,3.4,97.25,4.44,7.06,4.36
94.0,16.17,51.87,97.17,26.27,3.27,97.91,4.58,7.86,4.51
88.22,18.95,49.78,86.49,30.63,2.9,93.66,4.89,,4.45
96.9,17.12,51.64,74.02,32.77,2.19,97.54,4.65,8.35,4.35
84.69,20.54,54.46,79.33,29.17,2.64,95.6,4.13,,4.54
88.84,17.67,46.98,92.55,27.59,2.63,95.3,3.77,7.86,4.39
95.89,21.41,45.8,80.64,24.75,3.28,98.93,3.79,6.85,4.45
91.48,19.22,55.67,68.41,25.06,2.72,99.9,4.17,6.86,4.9
89.38,17.34,42.76,74.31,18.75,3.5,95.94,4.15,8.44,4.01
98.98,,45.06,80.71,26.55,2.83,98.59,3.96,11.34,4.1
89.02,19.38,44.7,82.09,28.92,3.72,94.65,3.93,10.02,4.56
93.1,,48.6,60.65,25.44,3.39,96.37,3.98,6.87,4.65
86.13,16.61,50.93,82.35,34.42,2.21,99.0,3.48,6.81,4.76
92.25,18.09,53.31,89.48,30.33,2.24,97.11,3.97,10.77,4.71
93.04,15.11,46.02,73.56,25.8,1.4,97.39,4.25,5.93,4.5
93.29,19.74,45.15,96.55,27.56,3.77,95.33,3.69,6.97,4.57
90.15,17.27,49.54,68.09,37.0,1.84,95.69,4.33,6.58,4.17
98.97,19.09,46.65,81.97,26.41,3.33,98.31,4.37,,4.33
91.38,19.33,50.11,86.87,30.5,2.89,96.15,3.89,10.86,4.51
94.46,17.02,50.91,77.49,35.35,3.21,96.65,3.82,,4.86
97.4,18.66,48.89,90.59,27.37,1.74,99.35,4.29,10.11,4.81
87.66,16.53,50.82,68.92,23.83,1.97,96.92,4.87,9.97,4.76
84.62,16.33,47.24,84.58,31.0,2.55,100.0,3.83,10.66,4.9
98.82,13.05,46.71,66.56,26.71,1.82,96.02,4.46,11.31,4.3
83.53,17.93,42.71,76.0,26.22,1.31,100.0,3.93,10.19,4.17
,18.2,48.66,76.09,19.12,3.25,98.53,4.52,7.23,4.04
89.15,17.07,45.71,66.49,22.01,3.31,100.0,3.96,7.71,4.44
91.18,17.18,45.0,,25.53,4.96,93.35,3.78,9.5,4.42
91.62,19.11,49.08,67.07,29.36,3.33,97.71,3.99,10.72,4.64
99.22,17.08,53.72,83.95,35.04,1.81,94.79,4.53,9.23,4.64
88.06,20.89,52.2,88.71,23.93,2.58,93.77,3.69,5.17,4.42
93.41,20.99,55.77,74.84,,2.62,96.21,3.95,8.37,4.54
83.48,17.23,50.69,74.89,31.31,3.24,92.85,4.02,10.83,4.52
94.18,18.35,47.02,83.98,31.11,3.0,96.52,4.03,6.5,4.12
91.17,15.68,44.83,94.2,27.89,2.28,96.44,4.04,9.27,4.35
90.73,17.29,43.35,68.9,27.95,3.55,92.43,4.7,9.0,4.5
85.5,18.41,42.09,84.22,30.31,3.36,96.86,4.18,6.91,4.55
90.23,16.98,47.05,77.69,18.12,3.33,94.44,,10.07,4.46
89.06,17.09,49.13,101.51,27.43,4.5,97.44,4.3,12.8,4.67
90.27,19.19,43.08,78.41,32.38,3.44,99.05,3.91,10.07,4.51
92.61_err,19.95,50.92,81.93,22.74,,94.62,4.06,8.49,4.3
82.24,16.19,38.68,68.74,20.68,3.5,96.8,4.65,8.62,3.6
90.8,17.3,47.98,64.38,33.51,3.49,97.59,4.32,7.78,4.13
93.45,18.0,47.78,93.14,26.34,2.95,92.89,4.38,5.58,
91.39,20.31,51.82,74.7,28.05,1.87,94.55,4.32,6.98,5.0
87.57,17.73,40.75,81.87,25.19,2.54,98.22,4.18,8.69,4.49
91.59,15.75,53.16,84.13,29.28,2.77,98.92,4.53,9.52,4.42
93.59,19.31,53.78,72.48,30.45,2.12,95.97,3.73,9.07,4.29
95.3,19.85,50.45,93.39,30.56,2.63,99.82,4.5,5.91,4.77
93.88,17.28,43.51,81.91,29.49,2.36,94.34,4.31,5.66,4.77
94.56,17.39,43.92,76.88,31.51,2.26,94.85,4.25,8.43,4.8
90.54,19.83,53.21,81.1,30.63,3.38,95.85,4.43,4.66,4.12
90.48,19.12,50.58,82.14,,2.52,96.96,3.85,7.32,4.18
93.67,17.74,47.46,74.92,23.9,3.6,98.84,4.38,6.84,4.54
86.18,17.16,43.57,71.4,29.35,3.74,98.7,4.07,7.34,3.88
96.32,17.2,,91.75,26.77,0.44,98.81,3.85,5.98,3.78
98.64,15.97,47.21,89.54,23.33,3.22,98.28,3.96,3.55,4.58
89.74,17.66,38.86,85.24,31.12,3.84,97.9,4.38,6.89,4.54
96.06,14.28,46.06,97.07,23.82,1.88,95.33,4.35,10.48,4.41
90.97,14.99,46.5,69.58,31.3,2.18,96.5,4.33,10.7,4.33
91.26,18.81,44.12,84.14,29.52,1.73,95.25,4.33,9.42,3.77
92.55,16.53,44.38,99.75,30.02,3.23,98.61,3.91,9.7,4.51
85.54,19.03,49.18,82.14,28.75,1.9,97.37,4.46,8.69,4.24
92.76,16.21,46.88,85.71,25.17,3.69,100.0,4.23,7.5,4.27
90.71,16.26,47.25,84.74,28.67,2.96,96.59,4.15,7.04,3.94
93.22,17.23,52.06,68.71,26.65,4.16,95.95,3.8,8.6,4.65
90.72,18.91,55.03,82.16,30.14,2.13,98.34,4.05,8.08,4.93
94.83,18.75,49.54,77.3,30.4,3.65,95.54,3.74,9.16,4.39
87.48,16.9,42.95,75.53,,1.68,97.19,4.08,6.95,4.9
91.54,19.95,46.19,69.09,26.52,3.77,97.44,3.77,8.64,4.22
87.61,17.88,59.82,,26.8,2.61,95.52,4.29,7.23,4.5
93.1,19.54,50.73,71.55,28.43,3.89,98.78,3.74,8.71,4.28
93.72,18.74,48.93,78.0,32.29,3.54,99.73,3.96,5.21,4.31
100.0,,48.84,83.04,25.68,1.1,97.94,4.3,8.17,4.28
97.09,16.1,48.92,83.28,35.88,2.11,97.97,4.37,12.55,4.63
93.79,16.14,45.09,87.12,,2.09,96.17,4.39,8.75,4.23
91.92,21.23,48.76,72.87,28.9,3.14,98.8,4.26,7.06,4.5
95.4,16.02,50.65,76.1,26.54,2.34,98.88,4.69,8.3,3.85
94.09,19.92,45.41,89.54,32.06,2.79,98.58,4.14,5.67,4.61
100.0,15.77,46.73,69.42,26.08,2.69,94.88,,8.42,4.5
92.57,18.83,49.66,95.88,30.2,2.58,95.2,4.21,6.25,4.42
88.77,19.7,45.08,63.19,28.72,3.3,96.28,4.61,4.85,4.58
95.66,18.59,49.48,84.18,25.17,2.21,97.77,4.28,9.84,3.83
94.29,15.53,53.19,,32.23,3.25,98.38,4.09,5.23,4.79
95.18,19.72,48.7,71.58,28.71,4.06,100.0,4.21,6.21,4.16
96.3,17.22,48.71,68.5,32.65,2.93,97.85,4.34,8.85,4.2
92.9,15.26,46.03,,22.51,3.08,97.05,4.32,6.63,4.51
96.46,,54.65,73.77,31.8,3.18,98.02,4.11,6.86,4.59
85.77,17.82,47.93,81.77,,2.54,93.95,4.58,7.31,
87.87,14.52,46.77,77.64,33.08,2.75,97.12,4.42,8.49,4.07
99.28,18.03,49.73,71.85,31.46,3.6,95.64,4.11,6.08,4.6
89.4,15.81,45.61,63.27,26.17,3.55,97.27,3.78,6.98,4.67
92.54,20.09,48.69,66.61,25.91,3.33,98.4,4.08,7.36,4.58
92.52,18.86,41.99,69.83,28.48,3.46,99.53,4.21,7.84,4.73
94.59,21.49,41.72,90.12,31.23,3.2,96.38,4.2,8.94,4.66
90.57,15.82,43.54,79.39,30.91,2.44,94.47,4.41,9.5,4.39
93.8,14.58,46.69,89.77,30.64,3.03,94.68,4.6,6.35,4.25
86.16,17.33,50.86,69.19,24.64,3.04,96.15,4.17,7.15,5.0
100.0,17.68,48.91,86.68,28.34,2.99,98.37,4.76,7.12,3.93
85.37,18.01,49.44,82.18,32.54,,95.53,4.68,3.8,4.46
92.26,15.57,45.03,81.17,29.82,2.39,92.74,4.3,8.54,4.08
88.66,14.87,47.71,77.7,28.71,2.68,98.16,4.5,8.12,4.34
88.85,22.06,46.76,66.2,33.59,3.11,96.11,4.65,8.5,4.58
83.1,14.69,49.81,90.47,19.03,3.99,93.56,4.6,7.57,4.0
92.0,17.92,48.09,58.69,22.83,2.16,99.07,4.09,9.22,4.28
95.66,14.92,43.08,85.85,30.5,2.65,97.86,4.25,7.93,4.75
89.06,,48.56,74.25,25.63,0.97,97.38,4.55,7.63,4.52
93.62,19.48,50.39,86.36,30.76,2.04,94.96,4.55,6.59,4.3
86.13,16.93,53.32,84.49,27.23,2.89,95.4,3.21,,4.67
93.75,16.28,44.1,73.72,26.6,3.75,96.31,4.0,8.17,4.08
97.89,13.71,54.19,69.98,32.75,3.58,97.05,4.22,8.89,4.62
86.2,20.19,52.88,78.17,27.48,2.46,100.0,4.28,3.26,4.84
96.52,17.5,49.68,75.87,31.25,3.87,97.35,4.41,6.69,4.48
94.2,15.91,48.01,75.88,31.89,2.69,96.82,3.88,11.13,4.5
90.9,17.65,53.34,80.2,34.98,2.87,99.38,3.88,9.58,4.41
94.88,18.46,,73.77,33.99,1.56,97.21,4.58,9.07,4.08
88.72,18.76,50.89,71.53,32.85,2.12,99.01,4.01,7.72,4.56
95.14,16.77,42.72,78.06,29.49,2.33,95.22,4.38,7.59,
87.93,19.36,42.83,78.03,23.62,3.58,97.42,4.64,3.9,4.48
93.24,,46.91,71.44,20.75,2.85,95.26,4.54,3.08,5.0
90.25,17.59,45.09,83.74,31.56,,96.64,4.24,7.67,4.28
96.4,19.1,48.16,59.6,19.69,3.32,96.65,4.5,8.41,4.96
89.85,17.71,47.97,87.5,27.42,2.29,99.7,4.37,7.33,4.68
91.47,20.05,46.42,74.94,24.41,3.84,97.01,,9.71,4.74
92.2,15.44,44.42,83.08,25.73,3.13,95.03,4.09,8.81,4.26
100.0,14.99,45.17,81.56,26.17,2.02,95.44,4.03,7.02,4.87
84.16,19.37,45.03,69.55,25.4,3.02,97.72,4.22,1.76,4.5
98.59,23.14,37.35,80.91,32.54,2.51,94.96,3.94,5.74,4.68
90.97,17.23,51.57,79.58,24.79,2.82,96.54,4.14,6.15,5.0
96.77,21.79,57.57,82.76,26.95,2.72,100.0,3.89,5.32,4.39
90.91,17.86,60.29,86.87,29.81,4.47,99.54,4.2,6.76,4.88
91.65,18.52,50.66,79.71,32.1,3.76,100.0,3.68,6.3,
100.0,16.54,48.62,80.89,26.43,2.91,98.02,3.82,5.48,4.47
91.42,18.71,,80.54,25.99,2.62,96.94,3.87,8.24,4.59
88.81,17.79,48.01,91.66,35.44,2.9,99.5,4.35,4.81,4.27
87.98,14.73,46.84,79.18,28.82,2.37,96.11,4.1,6.48,5.0
89.41,,54.07,71.03,21.4,3.17,98.92,3.9,9.98,4.0
86.16,17.72,50.25,98.12,25.19,2.95,99.64,4.14,6.61,4.63
95.35,19.79,53.07,67.3,26.55,2.71,98.5,4.66,5.05,4.56
90.74,17.55,46.6,83.73,28.68,3.96,94.49,3.65,8.29,4.4
96.84,17.55,44.86,68.71,29.78,2.21,97.37,4.02,5.68,4.77
91.75,18.78,50.36,77.79,26.93,2.42,96.62,4.08,8.7,4.74
87.79,20.81,51.33,78.55,25.38,2.9,98.73,4.02,7.04,4.5
94.17,18.7,49.72,82.81,34.16,2.32,100.0,4.29,5.98,4.37
89.57,18.42,57.27,79.62,24.08,2.07,95.41,3.76,6.62,4.42
98.49,17.53,47.99,78.12,27.86,2.2,95.5,4.22,8.65,4.43
90.86,16.52,46.48,80.69,20.7,3.0,98.19,4.04,8.28,4.8
88.82,19.02,51.68,87.78,29.02,2.71,97.68,3.97,9.54,4.61
91.05,19.16,47.36,83.02,25.55,3.11,94.34,4.02,8.21,4.22
100.0,18.51,52.44,77.98,28.08,2.82,96.77,4.12,9.12,4.43
94.61,20.94,44.21,64.64,31.83,1.35,95.53,4.07,11.97,4.59
94.41,18.23,54.31,77.89,32.37,4.37,100.0,4.38,9.06,4.64
94.87,17.52,43.11,66.32,18.05,3.2,96.89,3.9,1.81,4.77
90.75,18.78,49.76,84.36,35.22,3.1,98.07,4.5,7.55,4.59
87.01,14.92,55.28,92.45,27.8,3.3,97.2,4.08,10.32,4.05
92.7,18.43,41.94,66.05,22.04,3.21,96.91,3.65,6.71,4.67
92.98,15.02,40.33,81.16,21.63,3.05,95.79,3.81,7.83,4.25
86.3,19.66,34.96,80.4,33.44,2.84,95.89,3.71,6.29,4.35
94.15,18.19,44.34,69.7,28.2,3.07,95.13,3.53,7.11,3.94
90.44,18.03,55.53,80.82,32.89,3.57,99.79,4.26,7.38,4.4
91.41,19.11,47.37,81.33,26.81,1.62,96.14,3.76,10.45,4.35
89.85,17.65,43.19,74.32,29.97,2.03,100.0,3.58,9.05,4.49
,19.43,52.59,82.58,33.98,0.32,97.81,4.06,6.8,4.78
92.55,17.51,44.34,79.65,30.54,4.84,98.92,3.91,10.58,4.51
92.78,17.22,44.11,95.76,26.56,1.81,97.21,4.05,10.46,4.59
92.13,16.36,47.3,83.8,24.57,2.69,94.42,4.61,8.17,4.91
