fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,ph,alcohol,high_quality
6.4,1.32,0.11,6.4,0.142,66.8,223.1,0.9959,3.69,14.1,0
10.9,0.18,0.69,6.6,0.021,18.2,81.0,0.9908,3.68,8.7,0
6.6,1.26,0.33,5.8,,64.7,43.5,0.9939,3.2,10.3,0
5.0,0.44,0.29,2.7,,50.5,155.3,0.9927,3.66,13.2,1
8.7,1.51,0.24,7.0,0.016,1.5,148.4,0.9975,3.27,10.0,0
13.0,0.84,0.94,9.7,0.178,70.5,109.6,0.9905,3.99,8.1,0
6.3,0.33,0.35,1.8,0.077,66.9,16.7,0.9937,3.61,13.8,1
9.3,0.46,0.5,2.0,0.187,63.2,21.2,1.0038,3.19,12.5,1
10.5,0.15,0.51,5.5,0.028,23.2,25.6,0.9978,2.93,12.0,0
11.2,1.58,0.51,6.9,0.051,39.9,148.4,0.9909,3.14,8.1,0
15.8,0.74,0.51,7.3,0.063,14.9,25.7,0.9974,3.78,11.3,0
11.2,0.51,0.85,5.2,0.055,49.0,82.6,0.9955,3.14,11.8,1
5.5,0.85,0.62,2.6,0.104,34.0,239.5,0.9927,3.32,10.9,0
9.0,0.89,0.8,9.9,0.04,,87.7,0.9961,3.61,9.2,0
9.1,0.32,0.71,10.7,0.031,58.5,70.9,1.0012,3.62,10.8,0
11.1,0.61,0.35,6.3,0.081,50.4,165.4,0.992,3.77,12.2,0
10.8,1.56,0.71,9.4,0.034,15.3,231.7,0.9909,3.24,14.0,1
9.4,1.17,0.41,10.9,0.125,23.5,254.0,1.0029,3.06,8.3,0
11.5,0.82,0.83,7.1,0.126,57.9,262.5,1.0018,3.37,10.7,0
7.2,1.58,0.21,10.5,0.089,24.8,167.4,1.0027,3.95,9.3,0
14.3,0.49,0.22,2.8,0.11,69.9,110.1,1.0016,3.45,8.0,0
11.6,1.59,0.21,7.5,0.194,28.9,,0.9966,3.7,10.5,0
10.2,0.56,0.78,6.4,0.171,46.6,12.5,1.0022,3.94,10.1,0
10.6,1.21,0.43,6.2,0.147,53.0,168.7,1.0014,3.9,13.3,1
11.1,0.69,0.79,11.7,0.158,46.5,181.3,0.9941,3.05,,1
10.0,1.35,0.84,1.6,0.136,69.0,149.5,0.9907,3.51,14.8,1
14.9,1.18,0.96,7.4,0.061,24.6,73.1,0.9901,3.27,14.0,1
10.2,1.11,0.54,6.8,0.017,14.2,199.7,1.0032,3.2,11.9,1
13.7,1.54,0.27,12.8,0.039,54.3,153.2,1.0031,3.34,13.1,1
6.1,0.3,0.41,4.9,0.148,63.3,204.5,0.9982,3.55,11.9,0
4.9,0.23,0.99,10.8,0.02,15.9,48.8,0.9981,3.96,10.9,0
7.6,1.53,0.91,7.9,0.05,70.2,227.5,0.9941,3.32,13.1,0
8.0,1.36,0.27,11.1,0.036,36.4,248.2,0.9988,3.0,8.1,0
15.3,0.68,0.52,8.0,0.12,54.8,256.2,0.9974,2.99,8.9,0
13.9,0.33,0.67,10.6,0.088,36.7,105.6,0.9927,3.69,8.7,0
6.0,0.74,0.95,7.2,0.192,53.9,52.3,0.9921,3.61,14.4,1
14.6,0.63,0.73,6.5,0.096,50.1,79.0,0.991,3.26,14.9,1
7.5,1.11,0.46,9.1,0.01,66.5,131.1,1.0008,3.5,14.2,0
10.0,1.14,0.7,1.1,0.183,11.9,201.1,0.9984,2.96,10.0,0
5.0,0.97,0.59,4.1,0.047,57.5,131.2,0.9924,3.54,12.5,0
7.8,0.19,0.72,6.8,0.078,18.4,172.1,1.0008,3.86,10.9,0
5.0,0.93,0.99,14.5,0.106,18.2,92.7,1.0021,3.55,8.1,0
13.2,0.39,0.06,14.4,0.145,19.5,214.9,0.9975,3.1,10.3,0
9.5,0.64,0.98,11.7,0.053,25.7,222.3,0.9918,3.59,10.2,0
11.5,0.21,0.83,14.8,0.038,64.2,72.5,0.996,3.26,8.8,0
14.3,0.97,0.72,7.6,0.065,68.8,63.2,0.9917,3.79,10.0,1
8.0,1.47,0.41,4.4,0.102,36.0,,1.0031,3.41,11.7,0
13.3,0.81,0.25,11.3,0.132,45.9,230.4,1.002,3.71,11.6,1
13.9,0.83,0.98,4.1,0.158,50.2,175.3,1.0,,14.9,1
5.8,0.82,0.82,1.9,0.062,14.7,61.3,0.9996,3.62,14.0,0
8.7,0.97,0.97,12.1,0.163,69.5,43.6,1.0027,3.71,12.9,1
7.2,0.18,0.62,2.0,0.127,10.0,280.6,0.994,3.66,11.0,0
9.1,0.85,0.47,1.5,0.148,3.9,,0.9908,3.89,12.0,1
15.8,1.02,0.98,4.0,0.195,6.9,77.0,0.9932,3.51,8.8,0
11.0,0.18,0.69,11.7,0.173,14.4,184.7,0.9907,3.91,11.9,0
13.4,1.59,0.04,12.5,0.06,58.4,51.5,0.9938,3.6,8.3,0
11.7,0.69,1.0,11.0,0.144,30.2,125.9,1.0036,3.5,8.8,1
13.8,0.88,0.99,10.7,0.078,13.4,106.2,0.998,3.09,8.4,0
6.9,0.76,0.67,5.8,0.167,44.6,104.2,0.9947,3.25,14.1,1
4.7,0.71,0.52,2.4,0.148,52.5,166.0,1.0023,3.53,8.3,0
8.9,0.48,0.14,13.1,0.032,62.1,231.9,0.9934,3.57,9.4,0
7.8,1.35,0.05,4.6,0.155,11.0,254.0,0.9991,3.84,12.5,0
12.7,0.66,0.57,3.4,0.075,31.0,196.2,0.9931,3.39,11.6,1
8.8,0.89,0.91,7.8,0.113,25.2,61.4,1.0038,3.07,8.6,0
11.8,1.34,0.51,2.6,0.174,40.1,6.7,0.9985,3.48,8.8,0
13.9,1.29,0.46,11.5,0.121,13.0,14.0,0.9973,3.02,12.9,0
15.5,0.63,0.39,3.7,,23.4,259.2,0.9979,3.38,14.7,1
5.0,1.19,0.17,7.5,0.035,58.5,173.0,0.9951,3.43,12.0,1
12.2,1.44,0.88,5.2,0.013,12.2,98.6,0.9953,3.18,12.4,0
10.9,1.32,0.34,8.9,0.178,8.1,105.9,0.9995,3.06,8.3,0
15.9,0.91,1.0,4.6,0.114,49.0,12.3,1.0029,2.91,11.5,0
8.2,0.36,0.19,3.4,0.188,38.2,205.8,0.9989,2.91,8.4,0
12.4,1.22,0.95,4.7,0.195,54.7,58.0,1.0008,3.51,11.5,0
5.6,0.11,0.74,14.5,0.076,61.4,144.7,1.0008,3.5,12.5,1
13.3,1.15,0.95,4.8,0.098,58.4,7.9,0.9919,3.97,13.7,1
12.6,,0.5,3.1,0.195,5.4,115.3,1.0037,3.13,14.3,1
7.7,1.59,0.86,14.1,0.153,42.9,34.7,1.0006,3.16,11.3,1
10.4,0.52,0.13,14.0,0.167,48.8,15.3,1.0018,3.81,12.1,1
11.1,0.64,0.06,6.3,0.052,46.7,44.9,,3.99,12.4,1
13.8,0.36,0.42,8.4,0.17,60.4,126.8,0.9924,3.35,14.6,1
9.9,0.8,0.91,6.3,0.172,47.9,124.7,0.9971,3.03,11.9,1
8.5,0.46,0.4,2.0,0.149,1.3,48.3,0.9978,3.61,13.0,1
12.3,0.52,0.77,14.4,0.195,69.6,260.7,0.9939,2.98,12.1,1
10.0,0.11,0.47,6.3,0.039,19.6,80.0,1.0028,3.81,11.7,1
15.6,0.35,0.35,13.4,0.124,19.4,284.1,0.9937,3.29,8.9,0
14.5,0.62,0.38,3.7,0.164,52.2,208.0,0.9954,3.73,13.1,1
9.1,0.28,0.02,8.8,0.067,5.2,137.6,0.9918,3.9,8.5,0
12.9,0.9,0.05,4.6,0.128,55.9,105.0,0.9913,3.75,,1
9.4,1.48,0.36,6.5,0.04,10.1,224.5,0.9937,2.93,13.8,1
4.7,1.11,,12.1,0.064,48.5,31.6,0.9986,3.82,14.5,1
9.7,0.13,0.25,6.6,0.139,49.8,52.4,0.9998,3.2,9.8,1
14.9,0.96,0.41,14.5,0.142,58.5,156.8,0.993,3.24,11.2,1
14.1,1.23,0.01,14.7,0.109,30.0,254.8,0.9979,3.38,11.5,0
5.8,1.2,0.88,3.8,0.058,6.7,126.6,1.0014,,14.4,1
8.8,0.19,0.65,12.7,0.132,54.3,35.9,0.9952,3.53,13.8,1
10.8,0.87,0.11,14.8,0.063,22.6,283.8,0.9905,3.96,11.8,1
12.3,0.18,0.68,1.6,0.015,69.5,71.8,0.9959,3.54,11.3,1
9.6,1.07,0.26,,0.126,20.6,8.3,1.0018,3.99,9.2,0
15.3,0.92,0.33,6.4,0.022,18.7,273.6,0.9971,3.51,8.9,0
14.5,0.89,0.43,5.6,0.08,33.2,209.6,0.9988,3.62,9.5,0
9.8,1.2,0.57,3.0,0.146,18.1,276.9,0.9978,2.93,8.8,0
14.4,1.5,0.01,3.0,0.172,69.4,15.5,0.9911,3.02,11.3,1
6.0,0.21,0.7,2.7,0.078,14.0,241.3,0.9912,,13.4,1
10.4,0.42,0.72,13.4,0.092,30.9,25.5,0.9972,3.31,9.1,0
11.2,0.98,0.02,9.0,0.023,21.6,171.4,0.9902,3.51,12.9,1
10.0,0.14,0.14,3.7,0.018,34.5,180.8,0.9949,3.25,11.4,0
7.0,0.3,0.35,6.9,0.043,40.0,270.8,0.9943,3.01,12.7,0
5.6,0.43,0.06,2.3,0.055,4.6,32.7,0.9937,3.48,12.6,1
12.4,0.34,0.45,5.2,0.066,17.5,173.5,1.0016,3.45,11.9,0
8.7,1.27,0.44,10.4,0.105,36.2,59.7,0.9996,3.47,13.3,1
11.9,0.29,0.41,2.3,0.193,21.2,41.8,0.9992,3.47,12.8,1
6.5,1.14,0.13,9.9,0.163,11.0,105.2,0.9946,3.96,13.0,1
14.9,1.11,0.97,4.2,0.067,24.0,86.6,0.997,3.0,13.5,1
14.1,1.28,0.33,7.3,0.178,45.2,82.8,1.0007,3.96,10.0,0
15.4,0.7,0.78,14.8,0.132,13.8,265.1,0.9906,3.84,14.4,1
15.2,1.34,0.02,1.8,0.141,26.4,122.2,0.9961,3.58,15.0,1
9.6,0.43,0.15,12.3,0.156,37.0,106.2,1.0023,3.79,13.5,1
14.5,0.65,0.25,5.9,0.086,58.0,71.6,0.9973,,9.9,0
4.9,1.43,0.54,7.5,0.044,29.1,30.0,0.9919,3.67,8.8,0
14.9,1.07,0.75,11.7,0.076,48.6,42.6,0.9949,3.78,11.7,1
11.9,0.74,0.9,5.6,0.197,,179.9,0.9989,3.66,15.0,1
12.0,0.75,0.96,1.0,0.038,48.4,134.5,1.0022,3.71,14.9,1
13.4,0.27,0.86,8.4,,13.0,119.6,0.9972,3.9,9.8,0
12.1,0.21,0.24,4.0,0.193,47.5,10.6,1.0025,3.37,10.4,0
14.9,0.44,0.76,2.2,0.141,10.0,277.4,1.003,3.13,8.3,0
7.7,0.72,0.37,13.8,0.16,13.5,186.0,0.9976,3.28,13.0,1
10.7,0.38,0.88,3.3,0.078,,118.6,0.9935,3.14,13.7,1
8.5,0.17,0.98,9.3,0.093,40.5,279.6,1.0002,3.41,8.5,0
14.0,0.96,0.45,3.3,0.012,52.9,144.9,0.9941,3.24,,0
11.6,1.38,0.83,10.9,0.067,59.3,116.5,0.9983,3.2,14.6,1
13.1,0.9,0.63,4.4,0.169,27.2,36.5,0.9947,3.49,13.7,1
10.1,0.98,0.63,13.4,0.158,41.7,29.4,0.9931,3.86,13.1,0
7.7,1.22,0.34,12.1,0.063,45.0,42.6,0.9951,3.95,12.8,1
15.3,0.5,0.11,14.6,0.119,53.8,101.1,0.9924,3.5,9.0,1
15.9,0.92,0.41,6.8,0.043,62.4,92.6,0.9908,2.92,9.8,0
15.9,0.44,0.23,12.8,0.153,,276.6,1.0018,3.3,15.0,1
11.0,1.49,0.03,8.2,0.037,50.6,57.5,0.9969,3.94,10.5,0
9.6,0.86,0.67,1.5,0.095,60.4,134.4,0.9917,3.97,11.7,1
14.2,0.16,0.53,1.8,0.058,67.7,142.6,0.9923,,11.6,1
14.3,0.6,0.13,1.2,0.026,53.0,,0.9999,3.49,8.8,0
4.5,0.77,0.34,10.9,0.167,69.8,210.3,0.9923,3.0,14.1,1
14.5,0.53,,13.5,0.011,,96.9,1.0017,3.47,11.5,1
10.6,0.95,0.27,14.6,0.133,55.7,218.9,0.9926,3.49,14.4,1
14.2,0.32,0.58,10.2,0.012,20.0,119.8,0.9915,3.05,14.5,1
14.5,0.22,,6.2,0.084,68.5,,0.9967,3.53,14.9,1
15.3,0.29,0.31,5.0,0.142,63.3,229.6,0.9956,3.34,14.5,1
6.5,1.15,0.56,6.8,0.109,25.1,221.0,0.9992,3.59,13.9,1
4.5,1.47,0.63,7.3,0.076,5.7,15.9,1.0009,3.75,9.9,0
11.6,1.52,0.5,12.5,0.08,62.5,285.8,0.9919,3.69,8.8,0
11.1,0.63,0.01,14.6,0.036,17.3,13.5,0.9967,3.98,14.0,1
8.3,0.28,0.09,10.0,0.078,33.0,,0.9935,3.44,9.8,0
10.4,0.4,0.77,9.1,0.141,11.0,130.4,1.0,3.84,8.5,0
11.1,0.27,0.32,1.2,0.011,13.1,187.0,0.9927,3.99,11.8,1
11.9,1.57,0.57,14.1,0.101,5.0,15.9,0.9908,3.77,8.4,0
5.1,1.43,0.4,4.9,0.053,67.9,177.3,0.9923,3.02,14.5,0
13.4,0.63,0.95,14.0,0.112,62.8,257.7,0.9934,,8.8,0
9.3,0.66,0.13,7.0,0.177,67.1,55.5,0.9924,3.35,14.4,1
14.2,1.46,0.1,8.7,0.012,7.6,140.4,0.9958,3.3,12.5,0
12.5,1.48,0.24,12.5,0.066,49.8,168.7,1.0009,3.09,12.7,0
13.5,1.13,0.2,7.1,0.036,38.6,210.0,0.9906,3.61,11.1,0
8.8,1.06,0.51,4.6,0.183,22.6,221.5,0.9901,3.77,9.5,0
12.4,0.64,0.36,2.9,0.101,23.4,9.8,1.0004,3.56,11.0,1
10.7,0.99,0.73,,0.108,41.5,177.0,0.9978,3.67,9.3,0
6.2,0.36,0.78,9.1,0.016,31.4,108.4,,3.13,13.9,1
6.2,0.97,0.89,,0.16,20.0,111.0,0.998,3.23,11.9,1
8.2,1.13,0.05,12.3,0.199,23.4,94.2,0.9936,3.49,8.6,0
15.3,1.32,0.14,10.7,0.187,43.0,113.8,0.9989,3.99,12.9,1
12.5,1.09,0.04,5.5,0.046,21.2,153.0,0.9938,3.88,12.7,0
6.6,1.06,0.55,8.2,0.149,42.2,65.7,0.9932,3.6,14.8,0
8.8,0.71,0.43,7.1,0.198,42.1,264.9,0.9965,3.77,8.6,0
11.9,0.66,0.99,6.8,0.104,70.3,215.9,0.9955,3.33,10.5,1
12.0,1.55,0.77,3.3,0.083,7.9,,0.9919,3.21,14.9,1
8.0,0.56,0.97,5.9,0.028,40.2,205.9,0.9997,3.75,8.8,1
9.9,0.97,0.38,6.4,0.056,46.5,161.0,0.9959,3.83,13.2,1
11.4,0.23,0.4,12.2,0.035,63.6,241.8,1.0006,2.92,14.3,1
13.4,0.82,0.49,13.0,0.151,12.5,250.7,0.9934,3.36,11.7,0
8.3,1.39,0.69,1.6,0.051,56.7,264.6,1.0035,3.58,13.0,0
11.8,1.03,0.86,4.0,0.129,9.6,46.3,1.0015,3.65,13.4,1
12.4,0.94,0.38,3.2,0.087,36.2,111.4,1.0034,3.1,10.4,0
9.4,1.4,0.94,4.5,0.011,14.5,106.9,1.0002,3.34,12.8,1
7.7,0.35,0.97,14.3,0.193,46.2,252.1,1.0009,3.51,12.2,1
11.9,0.69,0.75,2.0,0.149,17.4,200.2,0.9998,3.88,12.3,1
5.9,1.02,0.56,5.6,0.042,66.1,254.3,1.0015,,12.2,0
4.9,,0.81,8.4,0.107,14.0,116.4,1.0022,3.97,8.8,0
6.6,0.4,0.33,14.6,0.184,25.0,226.6,0.9994,3.18,14.1,0
12.1,1.47,0.51,13.9,0.124,36.5,253.4,1.0036,3.66,13.4,0
6.5,0.79,0.89,11.6,0.032,47.3,14.1,0.9954,3.74,12.9,1
5.2,0.79,0.38,1.8,0.19,41.4,269.8,1.002,3.82,10.6,1
13.0,0.78,1.0,10.7,0.174,22.9,124.7,1.0024,3.11,10.4,1
9.5,1.27,0.14,5.1,0.166,7.2,107.8,1.0014,2.92,,0
11.2,0.82,,5.8,0.149,61.4,104.2,0.9923,3.29,14.1,1
10.8,0.18,0.92,8.5,0.146,53.2,17.1,0.9914,3.45,8.1,0
7.8,1.38,0.23,14.4,0.153,45.4,198.2,0.9926,3.0,14.5,1
5.5,1.42,0.86,7.3,0.104,9.6,30.4,0.993,3.17,11.9,0
6.3,0.14,0.68,11.8,0.019,50.8,196.5,1.0005,3.26,14.4,1
15.4,0.23,0.98,11.9,0.044,21.0,280.9,0.9981,3.71,,1
14.0,0.52,0.47,14.0,0.082,20.0,278.5,1.0021,3.27,14.8,1
15.4,0.71,0.19,13.2,0.186,20.2,14.6,0.9977,3.74,14.7,1
5.3,0.17,0.18,3.6,0.085,36.5,67.2,0.9944,3.82,11.9,0
9.8,0.52,0.22,3.0,0.155,,,1.0005,3.92,8.5,0
6.0,1.07,0.94,2.8,0.12,29.8,229.3,1.0012,3.74,9.6,0
5.4,1.58,0.22,9.3,0.021,7.6,,1.0019,3.61,11.8,0
6.2,0.41,0.93,13.2,0.152,59.7,72.1,1.0031,3.6,9.1,1
4.9,0.43,0.64,14.4,0.126,17.2,56.8,1.0023,3.94,10.5,1
14.6,1.23,0.41,3.5,0.198,65.3,95.1,0.9977,3.88,14.4,1
7.6,1.05,0.16,11.2,0.042,49.6,111.3,0.9924,3.29,12.5,1
7.2,0.27,0.5,12.1,0.097,4.6,54.8,0.9965,3.77,12.3,1
7.6,0.63,0.47,6.9,0.047,49.6,6.1,0.9946,3.97,13.5,0
15.2,1.4,0.83,5.4,0.159,54.8,100.1,0.9931,2.94,9.9,1
15.9,0.63,0.17,10.3,0.161,63.2,199.6,0.9985,3.55,11.1,1
10.0,1.09,,5.8,0.073,11.2,,0.9963,3.14,11.5,1
8.9,1.3,0.03,3.8,0.03,8.1,233.0,1.0003,3.6,8.9,0
7.1,1.51,0.4,10.5,0.051,60.5,234.7,1.0013,3.98,10.0,0
8.8,0.89,0.46,2.0,0.086,18.5,202.7,0.9941,3.13,8.3,0
11.7,1.5,0.66,9.8,0.011,15.9,229.5,0.9969,3.01,14.7,1
6.2,0.41,0.38,9.8,0.027,59.9,217.6,0.9936,2.91,13.7,1
5.3,0.74,0.92,3.9,0.089,18.4,137.8,0.9999,3.6,12.8,1
4.5,0.35,0.84,10.5,0.179,21.1,108.3,0.9991,3.58,8.3,0
5.0,0.69,0.53,10.0,0.017,58.2,265.1,0.9903,3.17,11.9,1
13.3,1.36,0.16,9.6,0.079,61.0,145.6,1.0021,3.61,14.6,1
6.4,,0.19,8.0,0.19,13.5,238.4,0.9946,2.99,14.8,1
12.9,0.24,0.7,2.3,0.113,24.2,256.9,0.9989,3.26,9.5,0
5.4,0.92,0.92,2.1,0.178,65.2,67.4,0.9945,3.87,12.1,0
11.9,0.21,0.4,14.0,0.196,54.3,106.0,0.9915,4.0,8.2,0
10.9,0.63,0.72,11.3,0.131,67.1,125.6,0.9949,3.97,9.1,0
15.8,0.13,0.63,13.8,0.062,31.2,160.9,1.002,3.15,10.8,1
9.4,0.89,0.7,7.9,0.198,51.3,183.6,0.9968,3.1,9.0,0
7.2,0.73,0.61,2.4,0.099,10.6,20.6,0.999,3.28,12.3,1
13.8,1.21,0.77,6.2,0.078,53.4,74.1,0.9934,3.77,9.7,0
15.4,1.38,0.0,2.6,0.052,6.3,283.9,0.9978,3.78,9.6,0
5.1,1.34,,14.2,0.077,71.8,216.3,0.993,3.28,12.9,1
12.2,0.89,0.3,2.6,0.138,2.4,208.8,1.0008,3.3,11.2,0
7.5,1.07,0.14,14.7,0.058,63.4,230.0,1.0003,3.15,10.6,0
13.8,1.52,0.38,,0.089,49.0,136.2,0.9987,3.3,13.0,1
6.2,0.82,0.3,6.5,0.055,42.2,280.1,0.9934,,14.6,0
14.1,0.92,0.42,9.7,0.089,55.3,85.5,0.9926,3.47,10.2,0
6.4,0.79,0.01,1.9,0.046,21.1,78.7,0.9903,3.92,9.0,0
11.1,0.37,0.58,12.2,0.176,31.3,147.7,1.0031,3.69,11.6,0
5.4,0.78,0.23,2.8,0.149,65.7,37.0,1.0033,3.65,10.0,0
14.0,1.37,0.76,12.2,0.092,58.6,137.0,0.9915,3.98,8.8,0
7.8,0.5,0.01,13.4,0.198,36.7,203.4,1.0003,3.94,10.8,0
11.1,0.82,0.38,13.3,0.136,18.6,157.0,1.0014,3.05,11.1,1
12.5,0.94,0.45,1.9,0.136,52.8,275.9,0.9913,3.11,11.6,1
8.7,0.74,0.36,2.8,0.127,1.7,268.8,0.9976,3.59,10.3,0
14.6,1.58,0.82,4.9,0.107,13.9,172.0,1.0027,3.37,10.3,0
12.2,1.19,0.91,3.7,0.051,22.3,27.5,0.9955,3.58,14.5,1
10.8,1.53,0.55,2.3,0.094,27.3,225.2,1.0005,3.84,14.2,1
6.3,0.41,0.07,14.7,0.165,41.4,107.9,1.0012,3.94,9.7,0
8.1,0.85,0.27,5.1,0.058,30.4,91.8,0.9922,3.39,13.6,1
7.0,1.03,0.12,6.3,0.159,25.6,72.4,1.0029,3.25,12.2,0
10.0,0.42,0.81,12.4,0.013,52.6,118.5,0.9946,3.92,12.1,0
5.2,0.55,0.06,12.1,0.124,58.3,263.9,0.9973,3.7,10.5,0
4.6,0.58,0.87,6.6,0.122,40.5,42.2,0.9903,3.44,12.3,1
7.0,1.35,0.71,7.0,0.135,18.8,10.6,1.0013,3.54,10.4,0
5.8,0.17,0.67,12.1,0.182,9.8,,0.9997,3.89,11.8,1
,0.82,0.43,11.9,0.145,,20.5,1.0021,3.02,,1
5.2,1.01,0.08,7.0,0.147,4.6,50.7,0.9919,3.62,10.9,0
14.1,0.1,0.5,7.7,0.104,39.3,173.8,0.9926,3.82,13.9,1
10.4,1.45,0.08,13.6,0.058,48.2,280.1,0.9938,3.42,15.0,1
9.5,1.34,0.84,12.0,0.194,62.1,284.7,0.9926,3.79,10.3,0
15.4,1.42,0.35,9.1,0.087,5.9,54.8,1.0015,3.48,12.8,1
5.9,0.49,0.51,5.6,0.156,37.8,263.3,0.998,3.41,14.1,0
14.4,0.97,0.48,13.3,0.174,47.2,266.6,0.9921,3.15,11.7,1
6.8,1.15,0.98,1.0,0.154,8.5,22.6,1.0018,3.85,11.5,1
6.9,0.35,0.51,6.6,0.025,44.7,175.3,0.9908,3.98,13.0,1
12.0,1.34,0.18,7.9,0.156,3.3,61.5,0.9952,2.99,9.6,0
10.0,0.52,0.73,7.8,0.036,71.8,53.5,1.0018,3.41,11.2,0
14.2,0.5,0.81,3.2,0.08,14.3,146.7,0.99,3.4,12.4,1
10.1,0.49,0.7,6.7,0.102,45.1,8.6,0.9994,3.25,12.6,1
11.2,0.36,0.67,11.0,0.115,51.8,42.4,0.99,3.48,11.2,1
9.4,1.1,0.02,8.3,0.124,65.7,258.6,0.9918,3.5,13.0,0
11.6,0.86,0.37,13.9,0.054,3.1,71.1,0.9979,3.33,10.0,0
9.6,0.74,0.19,6.1,0.141,18.6,159.8,0.9909,3.59,10.4,0
4.7,,0.3,13.5,0.094,43.4,195.2,0.997,3.95,12.8,1
15.4,0.56,0.52,9.3,0.076,60.0,22.5,1.0002,3.88,11.4,1
15.2,1.39,0.75,12.5,0.144,2.3,40.0,0.9977,3.58,11.2,0
,0.96,0.2,11.5,0.194,64.4,110.9,1.0016,3.17,11.9,1
13.2,0.99,0.83,12.8,0.102,19.4,,1.0026,2.95,9.8,0
13.4,0.92,0.44,11.6,0.117,68.5,71.6,1.0002,3.05,8.4,0
7.7,1.43,0.26,4.7,0.05,63.3,244.1,1.0027,3.44,8.4,0
11.3,1.12,0.65,5.1,0.115,59.2,117.2,1.0024,3.1,13.4,1
9.6,0.55,0.28,6.5,0.045,43.7,268.8,0.9916,3.33,12.9,1
10.0,0.71,0.33,12.6,0.076,10.1,25.3,1.0024,3.01,11.3,1
13.9,0.97,0.42,9.3,0.141,22.5,11.4,1.0016,3.87,10.2,0
6.7,0.62,0.52,2.8,0.194,7.2,21.7,0.9989,3.25,8.2,0
6.5,0.53,0.61,11.0,0.078,16.6,229.7,0.9941,3.48,10.1,0
15.5,1.46,0.37,12.9,0.182,61.9,79.9,0.9938,3.82,12.5,1
9.5,1.58,0.01,13.4,0.169,55.6,167.5,0.9995,3.1,8.3,0
13.0,1.43,0.36,,0.113,12.1,,1.0003,3.79,11.9,0
14.8,1.02,0.19,1.9,0.011,52.6,180.1,0.9914,3.77,8.5,0
6.8,1.5,0.22,11.4,0.084,53.6,174.4,1.0004,3.79,11.6,0
13.9,1.13,0.14,14.4,0.148,70.7,192.9,1.0007,3.29,8.7,0
,1.55,0.39,4.6,0.07,57.9,32.8,0.9965,2.94,13.7,1
8.9,0.9,0.79,10.3,0.171,8.4,267.1,1.0004,3.69,9.6,0
14.4,,0.03,13.4,0.068,28.2,25.7,0.9997,3.98,14.1,1
11.8,1.14,0.46,1.1,0.085,9.7,146.8,1.0014,3.69,14.5,1
14.0,1.15,0.96,3.3,0.192,64.8,193.4,0.9996,3.38,14.5,1
12.3,0.72,0.38,11.9,0.148,35.5,181.7,1.0019,3.28,10.2,1
15.6,1.46,0.6,10.5,0.036,4.0,29.7,1.0038,3.13,13.0,1
15.7,0.12,0.15,4.0,0.14,33.4,197.3,0.9956,3.6,9.7,0
10.3,0.3,0.03,8.5,0.122,35.0,266.4,0.9951,3.67,9.4,0
8.1,0.9,0.12,9.5,0.173,47.6,119.1,1.0011,3.49,11.7,1
5.4,0.61,0.22,4.3,0.059,55.5,152.8,0.9909,3.63,11.7,0
7.4,1.2,0.19,6.6,0.13,40.4,284.5,0.9911,3.33,14.7,1
11.4,1.4,0.1,5.9,0.055,61.0,175.5,1.0034,3.24,11.1,0
14.1,1.28,0.72,12.5,0.169,38.7,194.4,0.9946,3.82,14.6,1
9.2,1.34,0.67,9.3,0.111,8.4,75.7,0.9966,3.73,14.5,1
14.4,1.24,0.57,8.1,0.172,13.1,280.9,1.0016,3.74,13.7,0
8.5,0.59,0.79,14.8,0.117,36.5,29.5,0.993,2.95,14.4,1
14.8,1.43,0.15,3.4,0.194,33.2,146.1,0.9946,3.03,10.3,0
15.4,0.33,0.09,3.2,0.048,29.2,249.3,0.9965,3.43,14.9,1
13.8,0.55,0.64,7.0,0.088,44.6,217.3,1.0038,2.95,8.7,0
12.9,1.51,0.36,3.8,0.108,66.2,84.7,1.0014,3.81,12.6,1
4.8,0.54,0.46,13.3,0.17,67.5,235.1,0.9985,3.8,9.0,0
6.2,0.29,0.64,8.3,0.011,36.4,210.9,0.9967,3.64,12.1,1
15.3,1.06,0.53,1.4,0.143,12.3,94.7,0.9906,3.0,9.0,0
11.3,0.89,0.7,10.6,0.016,51.5,201.3,1.0007,3.03,9.1,0
15.9,0.62,0.22,12.2,0.069,40.4,165.0,0.9916,,14.6,1
11.7,1.41,0.72,4.7,0.105,38.2,141.0,1.0012,3.42,8.8,0
14.7,0.5,0.98,8.2,0.146,3.4,167.3,0.9929,3.15,8.9,1
6.1,0.32,0.61,14.5,0.038,39.1,50.7,0.9971,3.53,9.8,0
4.7,0.2,0.81,3.6,0.042,67.3,143.2,1.0022,3.09,10.3,0
14.5,1.43,0.31,4.6,0.131,29.6,219.6,0.9988,3.74,8.0,0
4.7,0.36,0.61,14.1,0.03,27.8,223.7,0.9975,3.28,11.0,1
13.5,1.35,0.32,14.6,0.074,28.4,236.2,0.9942,3.35,11.5,0
8.3,1.02,0.02,6.3,0.095,20.7,139.5,0.9935,3.58,13.0,0
13.9,0.64,,8.4,0.109,61.8,212.5,1.0031,3.17,11.6,0
11.0,1.03,0.5,8.6,0.033,14.0,223.3,0.9923,3.04,13.4,1
