tenure_months,monthly_charges,total_charges,num_services,support_calls,contract_type,payment_delays,data_usage_gb,num_complaints,churned
48.0,48.55,2191.67,1.0,,2.0,2.0,27.03,0.0,0
26.0,71.47,2006.81,6.0,1.0,1.0,1.0,32.31,2.0,0
43.0,63.27,2602.75,3.0,11.0,0.0,5.0,17.85,4.0,1
13.0,64.25,888.02,2.0,9.0,1.0,5.0,36.2,1.0,1
62.0,100.55,6395.87,2.0,7.0,0.0,1.0,44.78,,0
67.0,71.46,4348.94,3.0,4.0,1.0,7.0,3.14,4.0,1
52.0,41.9,2194.04,3.0,0.0,1.0,7.0,23.1,1.0,0
63.0,85.82,5906.34,1.0,3.0,0.0,7.0,19.08,0.0,1
58.0,48.31,2596.95,6.0,14.0,0.0,6.0,30.58,1.0,1
46.0,53.76,2254.41,1.0,9.0,2.0,1.0,49.44,1.0,0
20.0,75.91,1377.0,3.0,14.0,1.0,4.0,43.64,4.0,1
30.0,116.92,3777.75,1.0,5.0,2.0,1.0,34.12,1.0,0
1.0,47.98,,5.0,2.0,1.0,3.0,46.23,2.0,1
65.0,102.81,7085.85,6.0,14.0,1.0,6.0,49.55,4.0,1
30.0,26.36,861.39,4.0,3.0,2.0,6.0,42.66,1.0,0
66.0,97.89,6905.88,7.0,4.0,0.0,2.0,16.97,0.0,0
39.0,116.51,4756.91,1.0,7.0,0.0,0.0,25.9,2.0,1
37.0,55.58,2067.41,6.0,8.0,1.0,3.0,38.23,3.0,0
62.0,47.41,3116.02,5.0,8.0,1.0,5.0,28.94,2.0,0
37.0,99.89,3689.17,5.0,3.0,1.0,0.0,35.79,4.0,0
25.0,75.4,1814.6,4.0,6.0,2.0,5.0,33.57,4.0,0
40.0,46.79,1685.75,3.0,14.0,1.0,0.0,24.53,0.0,0
10.0,83.95,901.04,1.0,5.0,2.0,3.0,13.86,0.0,1
65.0,63.1,3923.61,1.0,0.0,2.0,2.0,9.75,1.0,0
51.0,101.84,4824.95,4.0,6.0,,3.0,9.9,1.0,0
57.0,77.91,4626.97,3.0,12.0,2.0,5.0,25.91,2.0,1
62.0,32.72,1913.75,3.0,7.0,2.0,7.0,32.75,0.0,0
16.0,119.86,1952.84,7.0,9.0,1.0,3.0,43.88,0.0,0
4.0,76.43,325.88,1.0,5.0,1.0,0.0,16.47,2.0,1
8.0,82.52,670.05,3.0,11.0,1.0,7.0,,1.0,1
19.0,82.14,1599.87,6.0,4.0,0.0,,7.2,0.0,1
7.0,38.09,278.0,6.0,9.0,,3.0,18.03,1.0,1
28.0,35.45,1087.93,3.0,10.0,2.0,1.0,15.78,2.0,1
26.0,61.4,1725.74,7.0,4.0,1.0,2.0,13.6,2.0,0
48.0,23.83,1069.08,7.0,12.0,1.0,1.0,29.87,2.0,1
63.0,76.79,4470.51,2.0,8.0,2.0,7.0,13.92,3.0,0
43.0,52.53,2233.03,3.0,14.0,1.0,7.0,48.81,,1
15.0,105.75,1636.02,,0.0,0.0,5.0,44.51,0.0,0
14.0,117.84,1563.87,5.0,3.0,2.0,0.0,23.16,2.0,0
22.0,80.95,1835.48,4.0,7.0,2.0,6.0,28.16,1.0,1
48.0,26.31,1171.62,7.0,7.0,2.0,0.0,22.29,0.0,0
2.0,55.32,116.66,6.0,0.0,2.0,3.0,40.23,4.0,0
21.0,91.26,1862.55,6.0,4.0,0.0,1.0,37.71,1.0,0
20.0,104.99,2088.47,7.0,14.0,0.0,7.0,32.72,4.0,1
30.0,118.41,3628.56,5.0,8.0,2.0,5.0,44.38,0.0,0
17.0,49.07,792.56,6.0,9.0,1.0,4.0,39.32,4.0,1
26.0,61.05,1651.44,7.0,14.0,2.0,7.0,9.15,2.0,1
17.0,23.73,391.5,5.0,1.0,1.0,0.0,34.35,0.0,0
2.0,56.5,103.49,,5.0,1.0,1.0,39.79,1.0,0
64.0,96.07,5634.29,6.0,12.0,0.0,3.0,7.54,4.0,0
6.0,26.16,142.34,6.0,,0.0,6.0,13.03,2.0,1
42.0,36.22,1643.59,5.0,13.0,1.0,4.0,24.91,1.0,1
22.0,103.55,2465.69,5.0,3.0,2.0,6.0,48.68,2.0,1
49.0,26.56,1270.13,2.0,1.0,1.0,6.0,39.99,3.0,1
50.0,39.71,1975.41,2.0,0.0,0.0,4.0,42.5,4.0,0
35.0,53.27,2029.06,5.0,5.0,1.0,2.0,11.62,3.0,0
26.0,25.22,651.98,3.0,1.0,1.0,2.0,45.84,3.0,1
47.0,31.91,1424.89,5.0,6.0,0.0,4.0,40.75,2.0,1
34.0,95.55,3054.18,1.0,10.0,2.0,4.0,7.44,0.0,0
61.0,52.31,2900.82,2.0,9.0,2.0,0.0,0.62,0.0,0
67.0,58.16,3996.09,7.0,13.0,2.0,3.0,29.99,4.0,1
3.0,83.72,240.94,6.0,7.0,1.0,1.0,40.33,4.0,0
43.0,47.89,1865.61,,7.0,1.0,5.0,39.61,0.0,1
2.0,62.83,131.65,4.0,5.0,1.0,1.0,39.24,3.0,0
1.0,113.35,114.63,7.0,1.0,2.0,1.0,23.19,4.0,0
20.0,91.21,1644.74,5.0,13.0,0.0,7.0,15.56,4.0,1
34.0,84.04,2974.34,1.0,7.0,2.0,7.0,8.08,2.0,1
32.0,23.39,723.08,4.0,5.0,2.0,1.0,48.87,2.0,0
,112.8,745.75,1.0,11.0,1.0,5.0,40.68,0.0,1
50.0,115.64,5859.97,1.0,12.0,1.0,2.0,2.87,0.0,1
10.0,55.38,517.72,4.0,9.0,0.0,5.0,28.5,1.0,1
18.0,20.79,405.89,2.0,8.0,0.0,2.0,35.92,,0
44.0,54.88,2455.38,5.0,1.0,2.0,2.0,37.89,3.0,0
54.0,30.95,1648.8,6.0,8.0,2.0,4.0,28.95,3.0,0
,114.93,2903.33,6.0,2.0,1.0,0.0,43.15,4.0,1
28.0,95.31,2534.95,7.0,0.0,2.0,2.0,,3.0,0
63.0,90.57,5821.14,,6.0,0.0,1.0,40.73,3.0,0
31.0,69.49,2195.7,6.0,2.0,1.0,2.0,16.96,,0
,91.56,3779.88,3.0,5.0,0.0,3.0,27.14,3.0,0
6.0,68.15,394.97,2.0,0.0,0.0,2.0,36.59,4.0,1
8.0,53.06,382.9,1.0,5.0,1.0,4.0,29.59,0.0,1
8.0,34.27,278.22,3.0,1.0,2.0,5.0,35.36,3.0,1
16.0,30.46,499.75,5.0,14.0,2.0,2.0,,0.0,0
22.0,36.9,865.16,2.0,1.0,1.0,7.0,11.7,3.0,1
11.0,91.26,1033.59,3.0,14.0,2.0,0.0,26.74,2.0,1
42.0,115.12,5306.89,1.0,5.0,1.0,5.0,37.28,2.0,1
57.0,53.04,2988.31,3.0,14.0,2.0,4.0,40.18,0.0,0
44.0,60.13,2822.59,4.0,9.0,1.0,1.0,4.37,0.0,0
61.0,96.55,6152.37,4.0,2.0,2.0,2.0,41.47,0.0,0
38.0,53.7,1856.08,5.0,6.0,1.0,7.0,4.86,1.0,0
51.0,94.25,5109.19,7.0,3.0,2.0,0.0,43.91,2.0,0
45.0,94.53,4412.95,4.0,6.0,2.0,3.0,9.14,4.0,1
12.0,43.46,551.37,7.0,12.0,1.0,7.0,45.1,,1
54.0,22.07,1273.72,3.0,13.0,0.0,2.0,4.3,0.0,1
44.0,76.37,3394.98,1.0,,2.0,7.0,12.16,4.0,1
51.0,89.0,4767.86,4.0,7.0,0.0,1.0,14.01,0.0,0
8.0,34.22,296.82,2.0,1.0,2.0,4.0,4.43,4.0,0
40.0,70.3,2798.66,,8.0,1.0,5.0,44.74,3.0,0
63.0,27.83,1915.72,2.0,7.0,2.0,2.0,17.74,3.0,0
5.0,46.54,227.12,6.0,,0.0,0.0,41.16,4.0,0
8.0,101.29,,2.0,7.0,2.0,6.0,2.39,4.0,1
49.0,35.86,1797.03,2.0,10.0,1.0,5.0,15.13,2.0,1
63.0,118.42,6887.28,5.0,13.0,1.0,1.0,37.32,2.0,0
7.0,73.27,462.08,7.0,0.0,,5.0,33.28,0.0,0
38.0,67.59,,6.0,7.0,1.0,5.0,20.4,3.0,1
23.0,67.11,1598.18,1.0,9.0,0.0,2.0,36.24,2.0,1
36.0,34.19,1287.87,6.0,6.0,0.0,5.0,34.56,0.0,0
56.0,54.77,3318.0,2.0,8.0,0.0,2.0,35.83,1.0,0
6.0,110.53,702.26,1.0,1.0,0.0,6.0,28.91,2.0,1
46.0,,4968.67,5.0,10.0,0.0,4.0,12.58,4.0,1
27.0,119.99,3140.61,4.0,5.0,1.0,4.0,4.95,4.0,1
70.0,70.59,4585.77,4.0,8.0,2.0,1.0,2.97,3.0,1
67.0,73.85,5047.46,4.0,8.0,0.0,7.0,30.08,1.0,1
36.0,,2700.24,4.0,14.0,2.0,6.0,48.44,3.0,1
68.0,30.37,2268.94,5.0,7.0,2.0,2.0,34.68,2.0,0
33.0,101.38,3493.32,4.0,11.0,2.0,2.0,30.6,4.0,1
28.0,64.51,1842.88,4.0,11.0,2.0,1.0,41.68,0.0,1
67.0,53.78,3376.25,5.0,8.0,0.0,6.0,7.75,2.0,1
43.0,45.2,1787.32,1.0,10.0,1.0,3.0,41.69,,1
69.0,54.62,3479.69,1.0,6.0,0.0,4.0,44.27,3.0,1
55.0,78.75,4392.48,5.0,8.0,2.0,3.0,35.92,4.0,1
10.0,65.91,715.27,7.0,7.0,1.0,1.0,12.07,0.0,0
49.0,118.27,5733.09,1.0,0.0,1.0,4.0,17.08,0.0,0
14.0,91.56,1252.63,2.0,3.0,0.0,3.0,36.45,,1
26.0,100.58,2605.37,5.0,14.0,0.0,3.0,48.95,3.0,1
10.0,,998.09,6.0,5.0,2.0,0.0,6.99,0.0,0
64.0,60.48,3624.95,4.0,8.0,1.0,3.0,21.46,1.0,0
32.0,28.79,938.76,2.0,7.0,0.0,6.0,47.1,1.0,0
61.0,24.88,1594.24,1.0,9.0,0.0,0.0,4.6,4.0,1
58.0,102.56,5375.57,6.0,4.0,1.0,5.0,5.77,2.0,0
52.0,47.49,2694.15,5.0,7.0,0.0,3.0,39.82,2.0,0
4.0,82.0,301.28,1.0,0.0,2.0,3.0,17.52,2.0,0
21.0,100.56,2192.15,4.0,2.0,2.0,5.0,1.66,4.0,1
43.0,99.96,3929.28,3.0,12.0,2.0,2.0,42.55,1.0,0
68.0,65.5,4702.9,2.0,13.0,0.0,4.0,15.02,4.0,1
30.0,89.01,2549.78,3.0,14.0,2.0,6.0,49.88,1.0,0
12.0,45.74,545.85,4.0,12.0,0.0,6.0,13.88,4.0,1
69.0,56.3,3917.73,1.0,5.0,1.0,5.0,15.17,4.0,1
11.0,55.4,570.27,5.0,8.0,2.0,5.0,44.57,3.0,1
53.0,83.88,4330.48,7.0,7.0,0.0,7.0,17.77,2.0,0
34.0,76.01,2469.76,7.0,6.0,0.0,2.0,16.41,2.0,0
66.0,97.11,6860.31,3.0,13.0,0.0,1.0,27.67,1.0,0
25.0,72.51,1967.84,4.0,8.0,0.0,3.0,18.64,,1
24.0,82.48,2074.31,5.0,3.0,0.0,3.0,20.23,0.0,0
29.0,95.54,2625.61,1.0,14.0,1.0,7.0,34.36,3.0,1
56.0,85.39,4920.11,5.0,0.0,0.0,7.0,17.44,3.0,1
38.0,106.77,3788.88,2.0,9.0,2.0,0.0,44.79,0.0,0
45.0,24.52,1212.83,7.0,8.0,2.0,3.0,35.09,4.0,1
45.0,25.26,1039.87,6.0,8.0,2.0,6.0,23.21,1.0,0
33.0,48.93,1517.67,3.0,0.0,1.0,3.0,35.44,2.0,0
29.0,101.62,2661.14,3.0,0.0,0.0,5.0,8.67,2.0,0
20.0,65.16,1302.11,5.0,2.0,1.0,6.0,16.11,0.0,0
54.0,82.22,4570.49,4.0,3.0,1.0,3.0,36.85,4.0,0
51.0,116.87,6330.24,7.0,10.0,1.0,6.0,42.46,4.0,1
56.0,45.09,2357.81,2.0,10.0,2.0,7.0,32.4,3.0,1
8.0,50.68,398.39,1.0,7.0,2.0,1.0,2.07,0.0,0
40.0,38.98,1512.9,1.0,10.0,2.0,3.0,24.26,4.0,1
45.0,60.11,2490.76,2.0,2.0,1.0,0.0,11.05,4.0,0
56.0,70.6,3905.5,1.0,4.0,0.0,0.0,23.9,0.0,0
8.0,46.13,339.87,5.0,14.0,2.0,5.0,45.58,0.0,1
11.0,29.68,344.34,7.0,7.0,2.0,2.0,10.56,1.0,0
14.0,42.41,620.22,6.0,7.0,0.0,5.0,29.13,,1
1.0,112.26,110.54,3.0,13.0,0.0,7.0,12.57,1.0,1
17.0,97.92,1591.58,7.0,6.0,2.0,,34.54,1.0,0
37.0,90.99,3059.49,6.0,9.0,0.0,4.0,1.62,2.0,1
22.0,49.38,1102.19,4.0,5.0,0.0,0.0,11.55,3.0,0
69.0,37.18,2530.69,6.0,,1.0,0.0,16.91,1.0,0
38.0,74.41,2677.14,4.0,1.0,0.0,1.0,49.63,0.0,0
38.0,110.55,3983.97,3.0,4.0,2.0,2.0,26.06,,0
8.0,26.4,211.43,7.0,1.0,1.0,2.0,4.99,1.0,0
40.0,28.75,1127.33,3.0,0.0,0.0,6.0,43.08,1.0,0
25.0,116.75,2861.71,4.0,10.0,2.0,5.0,9.17,4.0,1
59.0,53.79,,4.0,10.0,0.0,2.0,23.77,1.0,0
10.0,47.16,497.23,,9.0,2.0,3.0,8.17,1.0,1
53.0,114.4,6510.39,5.0,9.0,0.0,3.0,47.63,1.0,0
22.0,55.43,1265.26,6.0,11.0,1.0,7.0,4.89,3.0,1
,62.01,3191.45,4.0,5.0,0.0,3.0,35.08,2.0,0
30.0,36.11,1029.36,1.0,12.0,1.0,3.0,31.13,2.0,1
52.0,27.85,1523.93,3.0,4.0,1.0,5.0,7.45,0.0,0
3.0,52.0,157.93,5.0,13.0,0.0,0.0,48.22,2.0,1
49.0,103.71,5023.49,3.0,12.0,2.0,4.0,31.06,1.0,1
48.0,37.07,1705.93,1.0,3.0,1.0,7.0,13.55,0.0,0
69.0,75.86,5447.94,3.0,3.0,1.0,6.0,12.72,3.0,0
31.0,115.88,3587.1,,8.0,1.0,0.0,44.98,1.0,1
17.0,75.73,1351.75,6.0,7.0,2.0,3.0,31.0,2.0,0
67.0,79.46,5836.2,7.0,6.0,0.0,4.0,45.74,2.0,0
30.0,41.52,1207.84,6.0,10.0,2.0,4.0,11.24,3.0,1
27.0,32.97,904.34,4.0,10.0,1.0,4.0,30.96,0.0,0
1.0,35.18,35.96,4.0,8.0,2.0,7.0,46.96,0.0,1
66.0,43.52,2678.01,2.0,12.0,0.0,2.0,16.33,1.0,1
43.0,61.01,2739.83,5.0,7.0,0.0,2.0,10.7,4.0,1
23.0,41.29,977.04,4.0,9.0,,6.0,49.68,4.0,1
66.0,30.24,2150.11,6.0,13.0,0.0,1.0,46.07,4.0,1
18.0,110.83,1805.8,1.0,2.0,1.0,0.0,39.87,4.0,1
45.0,33.64,1480.83,1.0,14.0,1.0,6.0,10.78,3.0,1
68.0,114.47,8211.16,5.0,12.0,1.0,0.0,43.48,2.0,0
13.0,119.77,1467.33,2.0,7.0,2.0,7.0,,3.0,1
,22.32,1124.51,7.0,14.0,0.0,0.0,14.28,2.0,0
38.0,115.59,4058.02,7.0,14.0,1.0,0.0,44.8,2.0,1
49.0,100.58,4868.39,4.0,5.0,1.0,0.0,17.4,0.0,0
,107.61,2400.26,2.0,3.0,2.0,,18.48,4.0,1
,57.26,620.11,6.0,13.0,2.0,4.0,31.33,2.0,1
27.0,36.14,959.01,5.0,9.0,0.0,5.0,30.68,1.0,1
59.0,69.1,4044.65,7.0,1.0,0.0,3.0,15.99,4.0,0
57.0,103.78,6412.37,5.0,0.0,0.0,5.0,48.5,2.0,0
28.0,107.98,3160.93,3.0,2.0,1.0,4.0,28.05,0.0,0
37.0,75.07,2974.95,1.0,2.0,0.0,7.0,37.23,2.0,0
31.0,25.01,809.27,5.0,10.0,2.0,6.0,0.73,4.0,1
54.0,109.75,5917.02,6.0,2.0,,3.0,11.33,3.0,1
39.0,36.87,1313.58,5.0,12.0,0.0,4.0,32.22,3.0,1
64.0,37.31,2514.68,1.0,11.0,1.0,3.0,,3.0,0
57.0,106.2,6362.61,4.0,0.0,1.0,6.0,41.51,4.0,0
22.0,81.3,1618.35,3.0,1.0,2.0,4.0,6.63,0.0,0
64.0,61.45,3641.1,5.0,6.0,0.0,4.0,33.08,2.0,0
32.0,108.29,3393.51,1.0,8.0,0.0,6.0,39.4,4.0,1
24.0,118.12,2662.66,7.0,5.0,1.0,2.0,32.15,2.0,1
46.0,66.85,2901.11,4.0,13.0,0.0,3.0,32.79,0.0,1
55.0,40.55,2323.84,3.0,4.0,0.0,0.0,32.1,3.0,0
16.0,112.44,1670.2,,11.0,0.0,5.0,6.47,1.0,1
22.0,35.61,798.02,7.0,3.0,0.0,4.0,4.87,1.0,0
59.0,118.23,6355.32,7.0,3.0,1.0,4.0,4.94,2.0,0
45.0,64.5,2873.83,5.0,8.0,1.0,4.0,1.45,0.0,1
11.0,76.35,852.2,4.0,3.0,1.0,0.0,1.56,2.0,0
6.0,64.45,358.37,2.0,5.0,0.0,0.0,15.35,4.0,1
63.0,100.31,6428.95,3.0,9.0,0.0,2.0,31.47,3.0,0
31.0,115.07,3901.59,4.0,7.0,1.0,6.0,6.35,4.0,1
25.0,119.1,3031.33,4.0,0.0,2.0,3.0,42.61,2.0,0
32.0,61.09,2027.56,5.0,0.0,1.0,4.0,44.75,4.0,0
64.0,89.38,5384.1,4.0,11.0,1.0,6.0,32.98,2.0,1
21.0,46.43,950.84,3.0,9.0,2.0,4.0,34.69,3.0,1
66.0,70.17,4483.76,6.0,10.0,0.0,1.0,31.19,1.0,1
57.0,77.95,4155.18,6.0,8.0,2.0,6.0,44.5,2.0,1
6.0,32.83,185.82,4.0,13.0,1.0,0.0,34.35,1.0,0
24.0,107.36,2820.62,7.0,2.0,2.0,3.0,36.79,4.0,0
12.0,117.06,1384.43,5.0,3.0,1.0,4.0,41.98,4.0,1
33.0,119.49,3906.62,1.0,4.0,2.0,2.0,20.5,4.0,1
29.0,27.85,838.33,2.0,6.0,2.0,2.0,17.74,0.0,0
17.0,29.87,527.36,2.0,3.0,0.0,4.0,16.66,,1
46.0,119.9,5915.49,6.0,10.0,2.0,1.0,25.32,0.0,0
42.0,61.43,2461.04,7.0,10.0,1.0,6.0,45.22,0.0,0
44.0,76.93,3513.78,6.0,9.0,0.0,0.0,14.6,1.0,0
42.0,118.49,4652.39,4.0,9.0,2.0,1.0,29.34,1.0,0
50.0,73.79,3794.59,6.0,1.0,2.0,4.0,0.74,0.0,0
15.0,88.77,1328.78,4.0,1.0,1.0,5.0,1.85,3.0,1
54.0,107.99,5403.46,1.0,6.0,1.0,4.0,20.96,0.0,1
56.0,73.5,4024.17,7.0,8.0,0.0,4.0,43.41,1.0,0
35.0,103.77,3719.2,1.0,0.0,0.0,5.0,44.92,3.0,1
21.0,46.97,1021.51,7.0,5.0,2.0,1.0,1.92,1.0,0
56.0,20.26,1066.74,4.0,11.0,2.0,7.0,18.77,0.0,0
40.0,25.22,952.34,4.0,4.0,0.0,0.0,37.5,4.0,0
,35.45,781.16,7.0,5.0,1.0,,23.08,3.0,0
27.0,32.11,907.95,1.0,7.0,1.0,2.0,46.84,4.0,1
1.0,55.51,60.52,7.0,2.0,2.0,6.0,40.75,3.0,1
31.0,77.52,2324.13,1.0,7.0,1.0,6.0,34.74,4.0,1
1.0,62.14,56.36,4.0,2.0,2.0,4.0,28.5,2.0,0
5.0,83.93,458.84,7.0,11.0,2.0,4.0,2.9,1.0,1
19.0,29.02,573.1,2.0,13.0,0.0,4.0,39.88,0.0,1
63.0,107.16,6080.85,6.0,12.0,2.0,6.0,24.0,3.0,1
3.0,84.48,238.91,2.0,6.0,1.0,3.0,31.06,2.0,1
5.0,111.19,605.5,,4.0,0.0,6.0,5.98,3.0,1
63.0,29.72,1887.94,7.0,11.0,1.0,0.0,3.05,4.0,0
54.0,107.02,5467.35,2.0,13.0,2.0,7.0,10.17,4.0,1
15.0,65.98,1065.13,4.0,4.0,0.0,6.0,19.85,1.0,1
57.0,50.57,3046.66,3.0,1.0,2.0,2.0,8.11,1.0,0
3.0,26.19,78.33,5.0,6.0,0.0,3.0,40.14,1.0,0
38.0,52.64,1899.0,2.0,3.0,2.0,6.0,41.68,0.0,0
49.0,97.3,4713.83,6.0,7.0,2.0,2.0,36.89,2.0,0
19.0,28.9,512.21,2.0,6.0,0.0,0.0,30.65,1.0,0
24.0,74.78,1841.97,5.0,7.0,1.0,1.0,,4.0,0
59.0,78.85,4666.56,1.0,2.0,1.0,4.0,18.05,3.0,0
10.0,79.82,875.85,3.0,12.0,2.0,0.0,2.76,2.0,1
16.0,78.49,1327.05,1.0,12.0,2.0,1.0,25.95,1.0,0
20.0,56.66,1098.56,3.0,2.0,1.0,5.0,,,0
,91.98,878.97,6.0,10.0,2.0,1.0,9.99,3.0,1
38.0,104.71,3655.91,2.0,6.0,1.0,3.0,1.17,4.0,1
60.0,116.21,6723.41,6.0,9.0,0.0,1.0,29.44,1.0,0
31.0,74.58,2235.12,5.0,8.0,1.0,2.0,39.11,1.0,0
40.0,87.55,3337.72,1.0,5.0,1.0,0.0,34.08,4.0,1
63.0,110.1,7303.28,6.0,6.0,2.0,6.0,48.25,4.0,0
25.0,47.23,1147.83,6.0,9.0,1.0,0.0,5.36,0.0,0
49.0,32.84,1469.74,4.0,8.0,0.0,2.0,4.58,,1
14.0,75.71,1051.29,3.0,0.0,1.0,0.0,1.77,4.0,0
24.0,30.31,659.76,2.0,0.0,2.0,2.0,2.74,4.0,0
21.0,24.48,526.83,1.0,14.0,0.0,1.0,20.11,3.0,1
42.0,28.95,1221.35,5.0,4.0,1.0,6.0,47.64,4.0,0
,46.97,2270.62,6.0,6.0,1.0,5.0,9.65,2.0,1
42.0,104.25,4327.85,3.0,7.0,0.0,0.0,1.02,4.0,1
5.0,98.72,491.56,3.0,11.0,2.0,0.0,11.6,1.0,1
15.0,81.35,1211.83,2.0,3.0,1.0,6.0,31.04,3.0,1
16.0,98.51,1480.85,1.0,5.0,,1.0,35.82,2.0,1
18.0,27.41,453.74,4.0,8.0,1.0,3.0,45.47,0.0,1
55.0,66.66,3841.56,3.0,10.0,2.0,2.0,30.85,0.0,0
35.0,103.63,3944.72,2.0,6.0,0.0,4.0,9.82,2.0,1
39.0,100.3,3765.55,7.0,12.0,2.0,5.0,31.88,2.0,0
15.0,114.66,1871.13,3.0,11.0,1.0,6.0,34.68,4.0,1
56.0,83.77,4590.01,6.0,9.0,1.0,2.0,14.31,0.0,0
38.0,82.84,3356.84,4.0,3.0,1.0,4.0,12.58,0.0,0
59.0,117.25,7504.68,6.0,5.0,1.0,7.0,10.96,0.0,0
40.0,62.23,2737.89,2.0,13.0,0.0,,15.29,0.0,0
49.0,53.94,2812.53,1.0,14.0,0.0,5.0,6.21,0.0,1
62.0,37.48,2256.43,6.0,11.0,1.0,3.0,44.47,2.0,0
48.0,52.27,2478.38,2.0,14.0,2.0,4.0,49.39,0.0,1
59.0,80.59,4943.81,7.0,4.0,0.0,3.0,34.0,1.0,0
16.0,26.11,412.08,6.0,1.0,2.0,6.0,30.32,2.0,0
19.0,69.47,1406.6,2.0,9.0,0.0,0.0,6.96,3.0,1
64.0,88.43,6169.3,2.0,11.0,0.0,1.0,48.73,3.0,1
60.0,66.88,4114.0,6.0,11.0,0.0,2.0,17.85,3.0,0
28.0,36.0,1031.02,4.0,2.0,2.0,6.0,7.4,,1
7.0,93.95,695.59,7.0,10.0,0.0,3.0,38.76,0.0,1
41.0,90.32,4030.97,2.0,6.0,1.0,5.0,46.21,2.0,1
68.0,37.56,2794.42,5.0,9.0,0.0,5.0,21.35,4.0,1
50.0,45.49,2427.85,5.0,13.0,2.0,5.0,33.54,3.0,1
35.0,76.1,2610.45,6.0,7.0,1.0,3.0,,,0
51.0,74.31,3791.53,5.0,9.0,0.0,2.0,,3.0,1
46.0,54.08,2501.02,1.0,2.0,2.0,3.0,16.9,1.0,0
13.0,118.21,1460.38,2.0,6.0,2.0,0.0,19.54,,0
26.0,92.05,2591.41,6.0,6.0,0.0,3.0,34.8,2.0,1
58.0,109.48,6983.18,4.0,5.0,0.0,6.0,5.63,2.0,1
56.0,58.02,3399.0,2.0,4.0,2.0,3.0,38.68,0.0,0
22.0,20.05,458.81,1.0,5.0,0.0,2.0,47.44,3.0,0
,45.34,2900.58,2.0,10.0,1.0,6.0,25.2,4.0,1
41.0,73.48,3297.08,3.0,1.0,1.0,3.0,21.52,2.0,0
62.0,117.97,7333.81,3.0,10.0,2.0,5.0,15.88,1.0,0
6.0,62.96,343.87,3.0,9.0,0.0,5.0,,0.0,1
7.0,54.21,395.61,7.0,6.0,0.0,7.0,41.42,3.0,1
1.0,94.04,103.06,4.0,3.0,2.0,4.0,45.76,4.0,1
50.0,92.81,4816.68,1.0,14.0,0.0,6.0,13.55,0.0,1
22.0,103.56,2241.65,3.0,6.0,1.0,0.0,19.69,,0
46.0,105.8,4755.92,1.0,7.0,2.0,6.0,16.61,1.0,0
6.0,76.98,444.24,3.0,8.0,0.0,4.0,30.69,0.0,0
38.0,91.75,3757.58,1.0,9.0,2.0,1.0,39.84,1.0,0
,87.64,3651.78,3.0,0.0,1.0,7.0,27.05,,1
47.0,26.68,1176.68,6.0,11.0,2.0,7.0,1.81,0.0,0
8.0,85.45,725.8,1.0,3.0,1.0,3.0,45.52,2.0,0
43.0,36.51,1422.92,5.0,8.0,2.0,2.0,15.74,1.0,0
6.0,38.46,209.91,7.0,8.0,0.0,4.0,17.64,4.0,1
20.0,48.67,1046.35,4.0,13.0,,0.0,9.12,4.0,1
23.0,51.23,1206.4,1.0,3.0,1.0,6.0,22.64,0.0,0
53.0,102.79,5660.79,6.0,2.0,0.0,5.0,8.31,3.0,1
36.0,96.59,3208.29,6.0,0.0,0.0,4.0,44.14,1.0,1
23.0,25.23,638.0,5.0,5.0,2.0,3.0,1.49,1.0,0
,49.13,2075.37,3.0,1.0,0.0,7.0,25.44,0.0,0
63.0,64.14,4148.28,4.0,0.0,0.0,0.0,17.25,0.0,0
68.0,28.4,1974.76,3.0,14.0,2.0,6.0,47.76,3.0,1
48.0,47.62,2215.54,4.0,12.0,0.0,0.0,16.79,2.0,0
67.0,30.48,1894.98,5.0,11.0,2.0,4.0,19.21,0.0,0
62.0,21.33,1402.35,6.0,7.0,0.0,5.0,35.66,1.0,0
45.0,115.63,4745.82,7.0,9.0,1.0,3.0,36.3,3.0,0
23.0,80.53,1885.82,2.0,,0.0,3.0,30.96,0.0,1
36.0,108.42,4157.64,2.0,9.0,1.0,1.0,24.71,3.0,1
26.0,74.47,1959.99,1.0,4.0,0.0,6.0,0.09,1.0,1
16.0,42.38,740.87,,11.0,0.0,1.0,29.38,1.0,1
22.0,43.27,963.42,,0.0,0.0,6.0,35.8,0.0,1
7.0,95.97,658.36,7.0,,1.0,5.0,35.5,4.0,1
71.0,23.82,1794.9,4.0,5.0,1.0,4.0,24.59,1.0,0
3.0,34.22,104.02,2.0,3.0,0.0,7.0,23.08,2.0,1
12.0,28.04,326.42,7.0,3.0,1.0,2.0,21.49,4.0,0
24.0,109.75,2655.09,3.0,12.0,1.0,5.0,19.87,1.0,1
16.0,93.14,1433.12,1.0,2.0,1.0,3.0,33.83,1.0,0
65.0,96.88,6086.66,6.0,,2.0,7.0,30.1,2.0,1
39.0,34.96,1254.15,4.0,4.0,2.0,7.0,18.14,3.0,1
6.0,75.53,487.29,4.0,7.0,0.0,4.0,27.38,0.0,1
9.0,115.39,958.67,3.0,11.0,0.0,0.0,46.32,3.0,1
59.0,103.73,6374.79,3.0,8.0,0.0,7.0,11.76,2.0,1
65.0,90.36,6109.81,5.0,14.0,1.0,7.0,26.84,0.0,1
55.0,106.23,5950.41,3.0,11.0,2.0,2.0,34.15,0.0,0
