sepal_length_cm,sepal_width_cm,petal_length_cm,petal_width_cm,leaf_area_cm2,stem_height_cm,species
5.75,4.25,4.44,0.37,17.19,72.99,1
5.21,3.69,3.15,2.5,19.01,20.82,1
6.99,3.77,5.39,0.73,13.64,52.9,1
4.12,3.32,2.51,0.13,9.52,57.23,0
6.8,3.83,4.35,0.61,11.17,73.29,0
4.71,2.28,1.34,0.11,8.61,64.9,0
6.6,3.65,1.53,0.4,17.84,37.3,0
6.73,2.21,2.35,0.56,16.06,60.82,0
7.08,2.96,6.11,0.97,19.98,78.71,1
5.87,3.74,5.9,1.06,14.54,64.66,1
4.15,2.93,3.73,1.75,10.26,46.26,1
5.38,2.86,6.83,1.1,9.05,16.34,1
4.84,2.35,6.73,,12.99,74.51,1
7.68,4.28,3.94,2.01,6.98,22.7,1
7.62,2.23,6.94,0.49,9.91,67.0,1
6.48,2.61,2.31,1.36,9.39,77.55,0
7.12,2.24,1.0,2.48,6.18,55.51,0
4.85,3.91,6.63,2.14,7.95,19.99,1
4.73,2.57,3.32,1.52,4.25,14.4,1
4.98,3.69,6.18,0.95,2.01,28.85,1
4.01,3.3,1.66,2.48,4.07,17.0,0
7.19,3.82,2.77,,11.67,,0
5.19,3.49,3.33,2.37,7.89,73.35,1
6.0,3.32,6.47,1.03,5.41,32.93,1
4.65,2.39,1.99,2.3,3.0,75.41,0
7.84,3.66,6.45,1.53,15.91,70.91,1
5.56,2.74,6.62,0.4,9.54,13.54,1
5.59,3.74,5.24,1.0,4.8,57.25,1
,4.0,5.08,2.43,15.44,53.23,1
5.53,2.59,4.18,1.25,6.77,76.97,1
6.89,3.9,5.58,0.21,3.56,65.58,0
7.31,4.08,3.97,0.37,15.93,57.49,0
4.06,3.37,4.08,1.38,19.95,79.37,1
7.69,2.75,3.53,0.1,18.63,20.96,0
7.93,4.19,5.72,1.4,8.42,,0
5.93,3.82,5.06,0.42,12.2,13.8,0
4.66,3.27,4.95,0.83,11.45,40.88,1
6.84,2.96,3.45,2.13,14.12,15.76,1
5.44,3.94,2.3,1.66,8.31,70.4,0
6.05,4.43,5.47,2.0,19.41,63.08,1
6.09,4.01,3.62,1.51,6.19,25.23,1
7.35,4.23,3.47,1.63,4.35,75.96,0
4.46,2.02,6.22,1.4,3.5,42.95,1
5.25,2.61,1.81,1.61,15.8,25.72,0
5.92,2.23,4.35,1.55,14.7,71.76,0
5.61,2.58,5.99,0.28,2.27,49.58,0
4.92,3.86,2.79,0.53,2.67,55.74,0
7.93,3.42,4.95,0.7,6.32,37.6,0
6.81,4.35,1.25,0.8,6.87,57.3,0
7.6,2.22,5.26,1.81,3.36,18.77,1
6.32,3.18,4.84,0.23,13.94,52.78,0
4.95,2.33,5.22,2.12,3.32,50.84,1
6.53,3.1,5.13,1.53,9.98,52.33,1
6.89,2.21,6.22,1.03,16.99,39.19,1
6.55,2.63,6.21,0.75,7.74,47.37,1
,2.95,5.61,2.3,14.06,57.41,1
4.11,3.88,3.4,2.04,18.3,10.07,1
7.68,2.63,,2.43,12.51,75.91,1
4.12,4.01,4.73,2.47,4.74,18.83,1
5.05,2.81,4.01,0.67,2.31,30.99,0
5.14,4.27,3.12,0.58,13.66,72.75,0
6.69,3.67,5.4,1.5,4.06,74.24,1
5.35,2.76,6.48,0.53,5.32,36.92,1
5.77,2.36,6.41,1.53,3.54,41.41,1
6.52,3.0,5.58,2.29,10.78,66.05,1
7.55,4.02,3.56,0.94,5.26,77.39,0
4.38,2.25,6.04,0.42,8.78,36.48,1
6.83,2.53,1.61,1.92,14.73,52.66,0
4.59,3.55,2.17,1.92,14.76,77.34,0
6.64,2.44,2.63,0.92,3.71,77.33,0
5.06,2.97,6.51,1.65,8.64,15.26,1
5.73,3.9,2.49,1.88,12.11,42.76,1
4.54,2.8,2.59,1.92,14.44,38.18,1
5.75,2.14,1.58,2.36,3.43,56.16,0
7.3,3.73,1.25,2.35,7.17,60.88,0
6.38,4.19,5.04,0.28,18.94,67.28,0
8.0,2.58,3.62,0.44,16.88,43.16,0
4.09,4.45,5.76,0.13,6.18,61.96,1
5.53,2.22,5.4,2.23,4.26,42.67,1
5.11,2.37,5.26,1.59,18.42,43.67,1
4.28,3.88,3.43,1.08,17.82,64.73,1
6.59,2.96,1.94,0.21,9.87,23.04,0
7.89,2.64,5.71,1.35,7.94,60.23,1
7.15,3.63,5.08,1.81,10.6,65.11,1
7.42,2.62,1.28,2.09,16.64,49.46,0
7.87,3.69,5.26,0.88,18.01,42.13,1
6.48,2.23,4.31,2.35,2.8,34.58,1
7.89,3.68,4.68,0.14,17.19,47.31,0
6.59,3.3,2.8,0.4,17.66,36.71,0
4.83,3.35,4.76,1.89,18.49,70.73,1
6.18,2.12,3.7,2.17,2.82,43.28,1
5.91,2.24,6.24,1.83,14.25,30.71,1
6.07,4.22,3.92,1.32,9.58,31.93,1
7.93,2.95,1.69,0.64,7.82,73.51,0
7.27,2.84,5.37,0.8,2.0,36.71,0
4.6,3.75,3.14,2.24,10.15,44.22,1
4.24,3.46,2.17,0.89,2.86,79.3,0
7.34,3.99,3.14,0.34,9.29,36.32,0
6.79,3.17,1.08,1.09,13.0,73.7,0
7.48,2.25,3.44,1.62,17.92,71.23,1
5.82,3.19,2.15,1.43,12.48,69.6,0
5.64,3.77,5.18,2.45,4.03,23.95,1
4.03,4.16,5.2,1.29,13.91,18.32,1
6.24,3.5,5.74,0.75,7.27,13.17,1
4.64,2.74,6.61,0.82,3.11,32.5,1
6.12,2.32,3.89,0.44,3.68,,0
6.22,3.15,5.72,1.46,16.32,20.07,1
5.19,3.55,4.86,2.18,7.45,75.74,1
5.41,3.95,1.32,1.74,17.62,37.81,0
6.26,3.33,6.31,1.05,17.81,45.58,1
6.83,4.37,4.85,1.73,4.9,11.71,1
7.11_err,4.5,4.54,2.0,14.98,44.69,1
7.91,4.42,6.5,0.81,8.69,30.43,1
5.75,2.83,5.6,1.22,12.99,69.49,1
5.83,2.08,1.61,2.15,17.14,70.43,0
4.34,4.45,1.04,0.74,12.49,16.93,0
5.41,2.07,1.44,,12.28,43.7,0
5.89,2.95,4.68,0.82,4.05,26.0,0
7.28,2.51,3.53,1.71,2.85,71.72,0
4.29,3.93,4.0,1.54,3.17,78.89,1
4.61,3.52,2.59,1.59,6.39,47.46,0
4.18,4.33,3.23,2.31,18.55,61.12,1
5.83,2.9,1.58,2.11,4.21,46.96,0
4.76,2.08,6.6,1.94,6.89,22.49,1
7.52,3.56,4.19,0.14,18.11,77.17,0
6.78,3.52,1.64,0.91,12.35,12.88,0
7.83,3.32,1.51,0.22,10.09,39.75,0
7.21,3.8,4.12,1.6,6.99,55.19,0
5.56,3.23,2.54,2.47,14.43,61.19,1
,2.92,5.14,0.55,13.26,17.31,1
5.67,3.1,3.94,2.02,15.88,60.0,1
5.34,4.24,4.29,0.47,17.14,21.72,0
6.12,4.01,1.12,0.14,12.31,43.18,0
5.84,2.25,1.13,0.14,12.64,48.14,0
5.84,2.46,1.05,0.97,,18.27,0
5.34,2.55,1.73,0.92,11.87,75.02,0
7.1,2.99,1.09,1.39,7.49,14.54,0
6.56,4.05,6.43,1.46,11.36,14.72,1
5.59,3.79,4.84,0.18,3.7,,0
4.95,2.96,4.25,1.53,11.47,,0
7.38,3.2,2.21,1.57,3.63,51.9,0
4.63,3.42,2.38,2.38,6.51,18.21,1
7.98,3.97,4.31,0.3,6.68,77.91,0
7.98,2.81,3.39,1.63,10.6,22.06,0
5.38,2.96,4.01,1.28,17.51,20.58,1
4.56,3.01,4.46,1.62,14.69,18.19,1
5.02,3.71,1.82,1.38,18.71,30.56,1
6.09,2.44,5.78,2.12,,11.88,1
6.35,2.59,3.94,1.56,6.46,72.54,0
6.56,4.0,1.52,0.27,2.27,34.74,0
5.8,4.15,5.03,1.57,8.55,46.28,1
5.08,4.29,2.24,0.91,15.78,17.05,0
6.86,3.36,5.73,2.47,10.63,,1
5.72,2.8,3.73,0.63,15.15,17.17,0
5.23,4.17,6.68,2.16,8.84,75.84,1
7.58,2.61,1.89,2.37,4.14,67.44,0
4.12,2.98,1.49,2.46,13.05,32.47,1
6.6,3.32,1.18,1.34,10.97,71.66,0
7.58,3.9,,1.88,15.67,26.97,0
5.99,3.81,6.97,1.91,20.0,37.85,1
5.22,3.65,6.66,1.7,18.72,47.8,1
6.42,4.15,4.97,2.44,8.79,63.16,1
5.05,3.38,4.82,2.38,3.5,14.11,1
6.55,2.4,2.85,1.08,8.5,16.74,0
4.94,2.74,4.8,0.29,18.22,62.41,0
6.23,3.3,2.71,0.53,10.85,17.0,0
4.02,2.96,2.52,1.03,2.96,41.67,0
7.69,2.23,6.0,1.07,19.97,37.77,1
7.02,2.48,1.47,1.73,7.97,79.69,0
5.36,3.39,4.58,0.6,17.01,36.93,0
7.3,,1.04,1.05,14.36,67.17,0
4.96,3.52,2.99,1.62,3.2,40.42,0
7.92,2.96,4.89,0.86,10.63,33.05,1
4.52,4.2,4.91,,18.53,59.48,1
4.53,3.34,5.77,1.32,9.67,21.76,1
6.53,3.86,6.51,1.45,5.44,21.76,1
6.04,3.78,4.66,1.33,12.93,68.32,1
5.35,2.25,5.47,2.37,3.37,46.06,1
5.57,2.5,3.35,0.59,18.28,74.31,0
7.84,3.39,3.86,0.84,16.9,19.95,0
4.21,2.72,1.6,1.07,10.88,55.72,0
6.12,3.89,3.22,2.2,4.35,38.51,0
4.95,4.41,1.2,2.35,,21.14,0
6.21,3.39,5.36,2.06,7.87,12.81,1
7.03,2.09,4.37,1.29,13.86,68.12,0
6.99,2.6,3.08,0.93,2.16,24.54,0
4.07,2.88,1.49,1.83,4.85,14.74,0
5.8,,4.78,1.11,7.36,14.7,0
5.12,4.44,4.76,2.47,14.97,60.93,1
4.94,2.46,1.53,1.67,4.37,61.84,0
4.52,4.49,5.61,2.41,11.18,56.97,1
4.54,2.03,1.26,2.35,8.77,17.24,0
4.34,3.24,6.74,1.88,4.25,29.44,1
7.71,2.6,4.02,1.66,16.78,78.31,0
6.54,4.45,1.77,1.76,2.92,11.34,0
4.25,4.35,1.5,0.73,8.77,21.66,0
7.46,2.59,6.89,1.51,18.65,32.87,1
6.37,4.15,2.01,2.44,2.62,61.88,0
7.22,4.37,1.08,1.27,2.13,28.55,0
4.08,2.95,5.13,2.15,5.95,73.21,1
5.54,2.94,2.47,0.12,12.45,52.29,0
5.15,3.98,4.18,1.1,6.68,15.7,0
,3.6,1.19,0.73,5.53,30.98,0
6.31,3.27,2.27,0.48,18.62,57.7,0
,2.92,1.92,1.8,2.97,51.78,0
7.46,3.45,5.59,2.32,17.46,,1
6.45,4.16,5.87,0.84,10.9,41.3,1
5.29,2.06,2.27,1.68,9.31,75.42,0
6.65,2.51,5.02,1.4,12.83,11.95,1
7.18,3.01,1.22,0.92,5.18,74.62,0
4.66,2.73,6.4,0.87,2.46,30.83,1
7.66,2.04,4.08,2.47,8.5,72.75,1
5.99,,5.89,2.25,13.27,78.94,1
5.85,4.05,5.66,1.93,8.42,47.94,1
6.55,4.11,5.71,2.42,3.33,47.79,1
7.14,15.0,2.78,0.12,4.07,75.86,0
5.5,3.59,1.08,0.16,4.88,53.29,0
4.56,2.14,1.07,1.26,12.48,56.93,0
6.36,2.53,5.07,2.2,2.59,72.91,1
6.06,4.1,6.2,1.3,6.33,,0
4.39,3.29,2.94,2.43,16.97,15.86,1
6.79,2.43,2.57,1.45,14.25,74.1,0
6.83,2.21,1.69,1.66,8.26,58.15,0
5.03,2.15,1.01,1.71,6.51,54.65,0
5.15,3.95,5.14,0.33,11.01,31.13,0
7.14,3.32,2.8,0.15,13.07,55.2,0
6.62,2.25,5.19,2.02,6.56,63.45,1
7.39,2.72,6.4,0.31,11.53,61.28,0
6.14,3.15,4.66,1.33,15.6,71.43,0
6.89,3.64,3.69,0.86,14.15,27.21,0
5.05,2.73,5.83,0.8,11.95,41.36,1
6.63,4.42,6.62,0.13,6.22,60.43,1
4.28,3.04,1.8,2.15,15.28,25.12,1
5.96,4.09,5.01,1.57,10.31,41.57,1
7.74,2.14,6.82,2.03,17.88,18.75,1
5.11,4.28,3.49,0.9,,76.05,0
4.09,4.44,3.07,0.56,15.58,25.59,0
4.96,2.56,3.49,2.16,10.51,68.86,1
7.26,3.88,2.24,2.3,19.11,16.07,1
6.19,2.59,2.44,0.66,16.78,19.14,0
6.81,2.51,1.74,1.44,14.91,21.84,0
4.21,4.18,5.43,0.94,9.01,46.32,1
4.5,3.76,5.02,2.07,2.84,53.17,1
,3.34,6.36,1.68,15.95,78.86,1
5.63,3.41,4.26,1.34,2.9,28.57,1
6.98,3.93,6.34,,15.63,56.26,1
7.92,2.8,5.87,1.78,9.91,40.6,1
6.86,2.2,5.31,0.96,17.86,65.03,0
4.21,4.41,4.78,0.83,18.3,21.43,1
7.63,2.83,5.7,1.53,11.56,72.26,1
5.74,3.73,4.46,2.22,18.52,73.33,1
5.62,3.63,6.64,1.91,8.95,73.25,1
6.49,2.7,4.34,2.3,12.78,44.4,1
6.32,4.12,4.38,1.17,5.51,16.54,0
6.64,3.06,1.17,2.26,9.15,17.52,0
6.18,3.21,2.51,0.94,17.12,64.34,0
4.23,3.81,4.59,0.32,17.13,40.38,1
6.19,2.98,1.16,0.84,18.92,57.22,0
7.56,3.44,3.99,1.77,11.02,61.45,0
4.87,3.47,1.28,0.54,8.76,28.71,0
6.3,3.27,2.17,1.67,11.98,23.73,0
6.34,4.4,6.64,1.99,10.07,18.95,1
5.16,4.15,6.2,1.36,4.16,74.0,1
4.38,2.85,6.5,0.82,18.25,57.66,1
7.9,4.35,1.33,2.15,16.94,11.01,0
4.39,2.06,4.56,0.45,2.69,47.74,0
4.87,4.38,6.38,2.47,6.02,41.02,1
4.36,2.91,3.41,1.27,18.31,16.51,1
4.31,2.09,4.33,0.95,12.35,39.39,0
6.19,3.1,3.95,1.55,14.69,17.95,1
7.77,2.1,2.91,0.51,8.15,63.37,0
4.08,2.22,1.29,0.95,15.7,,0
7.5,3.54,,2.1,4.38,54.84,1
5.6,2.73,3.19,0.39,15.39,58.6,0
4.36,2.43,3.45,1.25,3.53,74.94,0
4.03,4.25,,1.25,19.3,59.12,1
6.24,3.86,4.6,2.21,7.59,30.27,1
4.43,3.73,6.88,1.71,19.95,17.66,1
4.1,2.62,5.17,1.0,9.79,36.17,1
5.2,3.56,1.22,0.24,18.27,62.84,0
7.82,,4.53,1.33,14.11,27.51,1
5.09,3.6,,2.24,3.55,59.94,0
5.31,2.26,2.21,2.18,19.53,65.59,0
5.71,4.22,2.58,1.45,17.48,24.17,0
5.76,3.62,3.44,1.25,,69.09,0
7.99,3.63,4.32,1.61,12.96,34.43,1
6.35,2.44,2.48,1.52,17.96,17.38,0
5.95,3.75,3.34,0.6,4.69,43.26,0
6.22,4.06,3.08,2.37,3.86,74.89,0
4.1,3.21,1.47,1.64,7.84,35.85,0
7.81,4.31,2.49,0.59,8.91,21.88,0
5.75,2.07,5.92,0.65,19.57,29.48,1
6.44,4.44,5.82,1.66,11.26,55.02,1
5.06,2.84,1.42,0.78,3.99,28.29,0
5.38_err,4.49,1.68,1.52,14.19,20.93,0
7.8,3.66,3.29,1.34,13.3,73.46,0
5.3,2.05,3.06,0.37,19.38,76.34,0
7.55,3.93,4.51,0.21,8.13,49.38,0
4.94,2.35,5.28,1.26,13.74,49.44,1
4.95,3.47,4.08,1.36,12.35,78.32,1
6.9,3.48,3.94,,6.65,19.56,1
4.85,3.19,4.35,1.74,11.5,23.74,1
7.89,4.26,2.85,2.31,8.06,76.24,0
7.51,3.64,4.2,1.29,5.26,71.29,0
5.42,4.32,6.16,2.12,16.76,,1
,2.56,4.93,1.92,15.47,29.19,1
5.03,3.3,2.48,2.28,5.57,22.59,1
4.5,3.43,3.44,1.91,3.96,70.74,1
4.24,4.27,6.55,2.47,8.06,36.61,1
7.35,2.87,2.8,1.94,13.59,50.16,0
6.08,4.24,3.19,2.46,11.57,15.51,1
6.38,3.39,1.55,1.56,19.74,68.86,0
7.36,2.51,5.52,0.55,12.22,54.95,0
7.52_err,4.41,3.22,1.05,11.42,36.99,0
4.88,3.21,4.72,0.58,3.39,52.6,0
6.99,2.47,4.27,1.77,11.62,35.8,1
5.02,2.98,2.31,0.51,13.37,73.75,0
7.1,3.05,2.98,2.4,14.87,,1
7.6,2.67,2.53,1.78,5.25,,0
7.26,2.93,6.97,0.5,12.43,62.16,1
7.39,3.64,3.15,,17.96,28.99,0
7.61,,4.34,1.52,7.57,36.26,1
5.45,2.69,2.07,0.19,13.12,25.32,0
5.81,3.86,,0.79,18.34,55.79,0
6.18,4.48,4.43,1.95,16.65,30.84,1
7.99,3.38,2.06,0.61,9.54,21.7,0
6.56,4.35,1.33,1.66,9.69,40.21,0
6.99,4.02,1.86,,9.13,59.66,0
7.19,3.86,3.75,1.03,17.78,11.93,0
6.33,3.91,2.16,0.79,4.25,68.62,0
6.85,3.23,1.37,0.98,14.09,34.83,0
4.97,3.63,3.77,1.35,7.23,41.9,0
7.26,2.86,6.42,1.89,8.7,57.21,1
5.52,3.01,2.12,0.8,16.73,70.68,0
5.74,2.96,6.74,2.17,8.03,13.44,1
6.94,3.32,4.14,0.25,19.52,,0
4.63,3.66,1.54,1.93,2.73,77.85,0
4.21,2.82,3.33,1.88,8.05,45.7,1
6.32,2.33,3.19,1.28,3.38,22.09,0
4.12,3.63,1.72,2.01,4.53,75.49,0
7.38,2.02,1.72,2.13,11.96,14.91,0
7.23,3.06,2.99,0.57,9.0,56.76,0
7.94,2.22,5.87,1.73,15.19,78.8,1
5.71,3.62,1.2,1.79,14.16,12.92,1
4.85,4.32,5.63,2.11,9.81,20.9,1
7.83,2.74,5.77,0.64,9.39,59.24,0
5.99,4.13,3.43,0.88,14.62,25.83,0
6.39,2.83,6.2,,16.27,48.58,1
7.26,3.59,3.65,1.05,16.57,41.79,0
4.63,3.22,1.58,0.52,15.11,31.23,0
4.42,3.73,4.57,2.04,5.9,48.56,1
6.39,2.56,1.08,2.1,12.61,49.56,0
,3.52,4.65,0.13,13.46,25.38,0
5.14,4.39,5.2,1.56,10.03,48.62,1
6.38,4.33,2.97,1.62,10.55,24.55,0
7.76,4.43,6.43,1.23,14.59,47.25,1
5.1,3.01,4.04,1.32,16.91,30.76,1
7.72,3.77,4.21,1.74,10.27,43.43,1
6.07,,5.03,1.46,19.63,58.51,1
4.02,3.17,6.98,1.6,12.95,12.7,1
5.49,3.12,4.2,0.47,15.65,55.73,0
5.76,4.09,4.06,0.81,15.33,61.34,0
5.31,2.19,4.34,2.05,8.45,43.46,1
5.26,2.16,5.83,0.3,10.15,38.29,0
5.68,3.43,5.44,1.59,2.74,51.83,1
7.19,4.14,5.9,0.4,11.07,28.18,1
7.85,4.02,5.78,0.92,12.31,19.44,1
6.25,3.21,5.95,1.66,15.71,47.15,1
6.36,2.47,2.89,0.28,7.81,37.5,0
6.28,3.03,1.18,1.51,8.99,46.59,0
5.23,2.08,6.86,1.0,,31.84,1
7.54,3.47,4.53,1.98,2.12,74.86,0
6.36,3.09,3.97,1.44,11.6,75.78,0
5.27,4.16,4.75,1.67,5.76,21.37,1
7.6,2.79,3.24,2.02,15.27,27.04,1
4.29,2.96,4.13,1.22,4.33,63.22,0
4.57,2.98,6.77,0.17,14.13,71.06,1
6.26,4.11,6.8,2.21,12.31,79.46,1
7.8,2.82,4.36,0.17,18.76,21.89,0
7.21,3.3,3.38,1.96,17.3,44.21,0
5.55,2.3,1.68,2.05,18.52,56.16,0
5.88,3.81,5.99,1.09,2.14,56.86,1
6.96,2.6,4.49,1.5,14.55,31.96,1
5.5,3.33,3.45,0.83,5.33,64.41,0
4.42,3.45,1.7,0.98,14.36,44.9,0
7.48,2.93,1.44,1.32,6.97,11.65,0
6.3,3.85,2.46,0.63,7.23,62.98,0
7.28,2.61,5.37,2.06,5.65,63.74,1
4.98,2.3,2.45,0.75,17.18,74.3,0
7.74,2.9,2.37,,8.65,51.57,0
6.82,3.22,3.59,1.42,8.15,61.13,0
4.27,3.07,3.0,2.43,3.67,33.99,1
4.74,2.56,4.83,2.4,15.0,14.46,1
6.37,2.21,6.85,2.31,16.25,19.65,1
6.8,2.32,1.67,0.31,7.25,10.08,0
5.77,2.55,6.51,0.66,5.62,70.44,1
5.17,3.3,1.57,1.98,12.72,78.55,0
5.13,2.27,4.55,0.39,10.94,59.52,0
4.31,2.34,6.52,1.84,12.13,43.87,1
7.09,2.37,4.85,1.23,19.67,53.95,1
6.8,2.9,2.34,0.57,6.86,70.5,0
7.8,4.08,5.14,1.8,14.5,17.64,1
6.69,2.05,5.53,2.15,2.39,57.36,1
6.1,3.27,2.62,2.27,10.49,14.24,1
5.36,2.5,4.58,2.49,5.82,56.0,1
5.27,3.85,2.04,1.34,12.81,46.93,0
6.34,3.56,6.28,2.13,14.66,45.56,1
4.95,2.46,6.74,2.31,17.0,24.21,1
5.94,4.43,5.32,1.0,14.06,19.26,1
6.63,3.12,5.58,1.91,2.36,32.2,0
4.45,3.54,2.66,0.48,13.63,42.41,0
6.01,2.06,5.56,0.62,11.71,73.82,1
6.78,3.43,6.08,0.72,8.05,33.67,0
7.71,4.21,6.76,1.21,4.14,76.76,1
4.83,3.65,2.53,0.59,17.43,28.9,0
7.77,2.56,6.99,0.95,17.46,60.61,1
6.41,2.97,3.16,0.38,12.82,18.88,0
6.08,3.08,4.93,1.15,8.51,19.53,1
7.91,3.66,1.68,1.54,7.43,76.54,0
4.38,3.06,6.0,1.66,2.77,29.21,1
6.49,3.62,4.61,0.57,8.4,29.0,0
5.04,4.32,1.96,1.89,2.73,57.4,0
4.9,3.87,3.74,1.98,18.75,39.49,1
6.53,3.51,6.11,0.48,13.77,70.81,1
4.81,2.18,2.55,1.88,,20.96,1
7.37,3.82,4.27,1.47,7.03,41.36,0
4.68,4.45,4.97,0.21,2.5,79.78,0
4.4,2.02,3.21,0.59,12.4,40.5,0
7.79,2.51,1.01,1.99,16.22,66.37,0
5.15,4.21,5.42,0.19,3.35,69.83,0
4.59,,4.17,0.44,10.42,16.23,1
4.18,3.19,3.18,1.46,9.88,74.51,0
5.14,3.75,6.98,1.06,5.15,16.55,1
5.81,2.01,,1.23,16.13,59.36,1
7.33,3.2,2.81,1.51,2.99,79.31,0
6.11,4.49,5.09,1.56,18.21,29.7,1
4.57,3.03,1.38,1.5,17.63,63.75,0
7.92,3.29,1.34,2.0,18.51,11.45,0
6.13,2.79,4.79,1.62,4.52,49.8,0
7.68,2.74,6.07,1.5,8.08,19.49,1
4.2,4.36,2.48,0.33,5.5,22.27,0
4.95,4.35,,0.92,7.0,59.17,0
7.46,4.14,6.41,0.26,14.05,64.32,0
4.67,,3.34,1.03,18.84,29.36,0
5.54,2.23,1.85,0.35,16.57,35.61,0
6.26,4.31,2.55,2.46,18.46,61.83,1
7.79,3.54,1.97,1.57,4.83,36.07,0
4.71,3.29,5.85,0.35,7.89,11.16,1
5.58,3.99,1.32,0.16,3.1,78.11,0
6.89,2.4,1.62,1.65,10.99,75.57,0
5.1,3.8,3.96,0.72,9.79,39.81,0
7.86,,1.65,1.24,15.1,13.1,0
6.57,2.56,3.78,1.39,4.18,35.7,0
5.33,2.45,6.31,1.64,4.67,44.63,1
5.52,2.89,4.69,1.09,9.42,44.04,0
6.52,2.2,5.8,1.24,7.18,20.62,1
6.06,3.7,6.82,2.16,13.67,69.13,1
4.14,4.03,2.15,0.68,11.54,52.52,0
4.16,4.0,5.24,2.13,8.09,50.05,1
6.34,2.49,3.74,0.95,18.35,30.85,0
7.07,3.97,5.36,0.55,12.07,26.67,0
7.67,3.9,1.6,1.4,16.64,63.31,0
7.05,2.14,6.39,2.32,5.87,28.15,1
6.7,4.05,2.62,0.69,5.15,51.37,0
6.67,4.23,2.51,0.38,18.28,10.96,0
5.4,3.07,5.74,1.16,4.39,74.74,1
5.23,2.52,3.04,1.18,19.28,62.97,0
6.19,4.45,5.93,2.4,14.68,17.42,1
7.39,4.21,3.71,1.26,9.06,31.64,0
6.87,3.64,4.39,1.58,6.19,36.63,0
7.83,4.45,1.87,1.82,7.64,72.61,0
4.09,2.2,1.57,0.82,4.13,37.74,0
7.89,2.06,1.37,2.41,11.7,11.5,0
4.73,,5.52,1.26,14.56,35.12,1
7.25,2.63,3.96,0.51,9.78,35.14,0
4.27,3.14,2.16,1.15,5.75,63.08,0
5.92,3.21,5.63,1.14,6.09,49.57,1
5.8,4.26,1.26,1.43,12.57,67.67,0
,2.11,6.14,0.8,14.88,61.9,1
7.77,3.65,-3.0,0.56,14.79,39.98,0
5.73,3.87,2.98,1.27,12.39,17.73,0
7.74,3.3,1.48,0.64,5.25,25.73,0
7.39,2.69,3.56,1.97,4.46,11.24,0
6.48,3.47,5.42,,16.01,52.67,1
4.45,4.03,2.46,1.19,3.71,34.22,0
4.3,3.15,5.52,1.66,8.29,10.38,1
6.98,2.28,6.83,1.7,16.79,60.61,1
7.71,4.38,3.46,1.77,15.73,67.95,0
6.51,3.99,3.19,1.22,12.75,16.6,0
6.56,2.69,2.96,0.26,6.74,46.12,0
6.99_err,3.99,2.99,0.87,19.91,49.43,0
6.08,3.79,2.05,0.54,6.94,26.16,0
5.22,2.03,4.6,,15.87,16.46,1
6.55,2.48,5.1,1.74,7.85,47.19,0
4.09,3.97,3.03,1.48,18.92,62.22,1
6.43,3.34,1.97,2.05,13.38,37.98,0
6.41,3.1,6.96,1.99,16.64,29.32,1
6.54,4.19,6.76,1.17,8.32,51.33,1
6.64,3.97,3.27,1.87,18.01,43.39,1
4.6,2.83,1.57,0.82,12.98,71.53,0
4.93,3.5,3.53,0.43,7.19,53.77,0
6.37,3.18,5.58,0.6,10.11,55.61,0
4.33,4.38,2.96,0.4,14.41,19.64,0
5.47,3.92,6.56,2.05,9.8,59.25,1
5.79,3.34,6.48,0.47,11.5,64.48,1
5.63,4.37,3.53,2.0,10.75,55.26,1
6.46,4.5,3.21,0.34,8.67,29.24,0
6.86,2.58,6.92,2.45,14.37,64.26,1
5.64,2.64,4.1,0.73,2.42,44.67,0
7.09,4.17,2.47,2.1,8.3,11.85,0
7.76,2.65,5.37,2.3,19.53,51.38,1
7.34,2.24,1.69,0.61,5.48,24.76,0
5.58,3.0,6.91,2.08,6.84,30.21,1
6.6,2.69,3.61,0.92,15.66,47.93,0
7.33,3.85,2.71,2.4,6.5,17.02,0
7.58,2.58,4.28,0.39,5.58,45.41,0
7.91,2.99,1.81,1.64,12.63,53.05,0
,2.91,6.09,1.93,13.98,70.74,1
6.55,3.01,3.2,1.15,10.93,41.4,0
6.89,2.89,3.11,2.28,2.5,70.68,0
4.54,3.85,4.63,1.85,19.32,61.55,1
6.02,3.26,5.7,0.18,15.93,46.49,1
5.25,3.24,4.29,1.01,13.68,79.93,0
7.71,2.93,6.95,2.22,18.53,40.88,1
7.18,4.34,1.79,2.09,13.68,33.65,0
4.21,3.66,4.57,1.04,9.14,10.3,1
4.71,2.3,6.49,1.34,,13.31,1
5.4,2.51,5.63,1.36,13.39,54.85,1
4.96,3.34,5.97,0.56,11.01,30.24,1
7.19,3.76,2.02,1.96,14.6,79.65,0
6.0,3.74,1.97,1.48,11.53,50.53,0
6.61,3.56,3.91,2.24,3.07,59.2,1
4.2,2.58,1.2,1.21,10.58,34.19,0
5.16,4.18,,2.05,6.26,56.16,0
6.29,3.23,5.59,1.69,5.72,10.23,1
6.55,2.85,5.04,0.76,5.62,28.04,0
4.08,4.19,2.17,2.32,5.49,37.6,1
7.78,2.48,6.52,0.19,7.17,26.26,1
6.46,2.29,3.87,2.37,7.13,43.8,0
5.78,3.7,6.62,0.35,5.09,75.45,1
5.14,3.7,4.14,1.92,9.46,44.51,1
6.84,3.78,4.3,,5.49,61.18,0
6.92,2.53,5.78,1.06,13.42,27.14,1
