study_hours_per_day,attendance_percent,previous_score,sleep_hours,assignments_done,has_tuition,parent_education,motivation_score,internet_hours,passed
6.6,74.3,83.6,5.5,5.0,1.0,2.0,6.4,0.2,1
7.8,75.0,40.8,6.4,0.0,0.0,2.0,6.8,7.1,1
6.5,42.9,83.3,4.5,3.0,0.0,2.0,3.4,7.1,1
0.5,90.5,44.3,4.0,13.0,0.0,2.0,3.6,3.3,0
9.6,51.2,47.8,6.5,3.0,0.0,0.0,8.2,1.7,1
5.7,83.8,30.7,6.1,12.0,1.0,0.0,4.0,2.4,0
4.2,81.1,38.3,9.5,0.0,1.0,1.0,4.3,5.3,0
4.4,67.7,22.0,5.7,12.0,1.0,0.0,1.4,4.5,0
5.3,49.0,51.3,4.2,9.0,,0.0,5.1,1.7,0
1.0,93.9,35.7,5.1,1.0,0.0,2.0,1.2,5.6,0
4.2,,69.0,5.5,19.0,1.0,1.0,4.5,4.8,1
9.3,38.8,87.2,9.3,5.0,1.0,2.0,3.8,3.2,1
1.5,92.7,52.5,9.4,0.0,0.0,2.0,8.9,7.7,0
4.0,69.4,94.9,7.6,12.0,0.0,,6.2,5.1,1
7.6,68.0,93.7,9.9,5.0,1.0,2.0,3.5,6.0,1
1.9,64.6,88.6,4.2,2.0,0.0,1.0,2.8,0.9,1
4.3,44.5,37.4,9.6,8.0,1.0,1.0,2.8,0.2,0
7.2,52.7,57.2,4.5,19.0,0.0,1.0,4.0,3.3,1
1.1,58.7,35.6,5.6,17.0,1.0,2.0,4.7,7.6,0
4.3,75.8,38.4,8.8,2.0,1.0,0.0,1.3,4.5,0
8.1,76.0,71.0,7.4,8.0,1.0,1.0,2.3,5.3,1
8.1,42.2,60.0,,18.0,0.0,1.0,5.1,0.9,1
7.1,90.9,45.4,4.6,7.0,1.0,2.0,8.2,5.0,1
6.9,75.0,21.5,5.6,12.0,1.0,1.0,3.8,2.0,0
6.2,73.9,76.6,9.0,10.0,1.0,1.0,5.9,0.4,1
1.8,38.8,71.4,8.9,11.0,0.0,0.0,2.7,7.4,0
1.7,91.4,70.7,6.9,13.0,0.0,2.0,6.0,2.5,1
0.8,38.2,25.0,9.2,18.0,0.0,0.0,8.8,1.8,0
3.1,90.3,45.3,7.1,18.0,1.0,1.0,8.7,1.4,1
2.6,58.7,57.7,4.6,9.0,1.0,1.0,3.8,4.9,0
8.2,65.0,68.3,4.6,6.0,0.0,1.0,4.9,7.2,1
6.7,57.0,86.8,5.2,8.0,1.0,1.0,,4.1,1
6.5,68.5,29.1,7.5,2.0,0.0,0.0,2.8,0.5,0
5.0,32.6,61.8,4.3,4.0,0.0,0.0,5.4,5.8,0
5.2,94.2,78.2,6.8,10.0,1.0,2.0,1.3,5.7,1
1.1,52.0,58.3,8.2,12.0,1.0,1.0,3.3,7.9,0
7.5,90.8,26.5,6.0,10.0,0.0,0.0,2.8,3.1,1
1.9,77.8,47.9,5.2,17.0,1.0,0.0,7.1,0.3,1
5.4,48.3,81.1,5.7,13.0,1.0,2.0,5.2,2.6,1
5.0,42.0,26.3,9.2,16.0,1.0,2.0,4.6,6.6,0
,59.7,90.8,4.8,10.0,1.0,2.0,5.1,,1
2.7,45.9,54.0,5.8,2.0,0.0,0.0,1.1,5.5,0
8.0,49.3,48.1,6.4,11.0,0.0,1.0,9.1,1.1,1
9.7,37.3,78.5,6.3,3.0,1.0,1.0,4.4,7.2,1
3.8,72.9,66.7,5.6,13.0,0.0,0.0,3.1,3.9,0
7.5,,26.0,9.9,14.0,0.0,1.0,9.3,6.1,1
6.1,97.9,85.3,8.7,1.0,1.0,0.0,4.0,7.1,1
1.7,89.5,53.5,4.4,13.0,1.0,1.0,4.6,6.5,0
2.2,35.4,93.0,6.5,6.0,1.0,2.0,1.9,3.5,0
1.8,58.7,32.1,5.0,12.0,1.0,2.0,6.9,5.7,0
6.1,44.8,48.0,7.6,6.0,1.0,1.0,8.3,1.1,1
5.7,,78.0,4.2,15.0,0.0,2.0,9.7,6.5,1
5.6,51.7,66.5,8.7,3.0,0.0,1.0,2.3,7.1,0
5.7,95.5,50.9,8.4,18.0,1.0,1.0,6.4,1.6,1
5.8,33.9,34.2,8.3,1.0,0.0,0.0,8.0,0.8,0
3.4,69.8,81.8,4.1,,1.0,0.0,,3.2,1
3.8,34.0,29.9,8.5,9.0,1.0,2.0,8.1,4.4,0
2.6,89.3,76.9,7.3,9.0,0.0,2.0,5.2,1.8,1
3.8,84.5,52.9,6.6,8.0,1.0,1.0,6.6,4.7,0
3.1,35.3,79.5,4.9,18.0,0.0,2.0,5.4,3.0,0
5.4,92.7,52.5,5.4,6.0,0.0,1.0,8.1,5.0,0
9.8,81.4,37.9,9.3,3.0,1.0,2.0,1.5,6.2,0
2.6,74.3,36.3,4.8,12.0,0.0,1.0,1.4,0.7,0
5.5,41.2,79.7,6.7,9.0,0.0,2.0,1.2,7.1,0
8.2,72.1,66.0,4.9,3.0,1.0,1.0,1.6,0.3,1
3.9,66.2,30.0,7.5,1.0,0.0,2.0,6.1,4.8,0
0.2,47.8,49.2,,2.0,1.0,2.0,1.8,2.8,0
1.8,31.2,52.0,5.8,7.0,0.0,2.0,8.2,4.5,0
5.4,89.3,51.9,7.4,14.0,0.0,2.0,,2.0,1
7.0,46.1,48.1,9.7,9.0,1.0,0.0,9.7,5.1,1
3.9,91.2,24.0,8.1,3.0,0.0,0.0,8.8,5.0,0
9.6,80.2,22.1,4.1,7.0,1.0,0.0,8.7,0.9,1
7.1,40.1,59.8,6.7,2.0,0.0,0.0,1.4,0.3,1
3.4,46.6,79.7,9.6,5.0,1.0,0.0,3.8,2.8,1
7.8,34.9,45.9,6.1,16.0,1.0,2.0,7.5,6.0,0
4.6,40.7,47.6,5.6,11.0,0.0,0.0,8.0,4.2,0
7.0,52.7,60.9,5.0,4.0,0.0,0.0,1.8,5.9,0
3.1,39.1,80.2,8.4,13.0,0.0,2.0,1.9,3.5,1
4.0,49.0,52.2,,18.0,0.0,1.0,4.5,1.4,1
6.9,95.3,43.7,7.5,19.0,1.0,2.0,7.9,1.9,1
9.7,99.2,62.5,6.3,13.0,0.0,0.0,4.1,0.1,1
3.5,72.0,20.1,7.7,15.0,0.0,0.0,4.1,4.9,0
1.1,95.9,86.4,5.6,8.0,0.0,0.0,9.3,4.3,1
2.2,54.2,69.3,4.3,1.0,1.0,2.0,1.3,7.0,0
6.4,40.2,31.9,6.3,3.0,1.0,2.0,3.6,4.0,0
3.2,92.5,43.3,7.4,2.0,1.0,0.0,3.3,2.9,0
2.9,nan_err,75.6,9.1,6.0,0.0,2.0,1.8,2.0,0
9.5,95.5,43.1,4.7,10.0,1.0,2.0,3.9,2.4,1
5.6,62.5,82.2,6.4,10.0,1.0,2.0,9.6,2.9,1
3.0,82.5,41.3,6.3,12.0,0.0,1.0,6.5,5.4,0
4.9,74.8,44.2,9.1,14.0,1.0,0.0,1.1,2.0,0
7.3,71.1,36.4,9.3,1.0,0.0,1.0,3.0,3.9,0
7.2,93.5,42.6,6.3,6.0,1.0,2.0,6.5,5.5,1
7.4,82.9,49.8,6.2,2.0,0.0,0.0,2.3,3.8,0
0.1,,58.2,6.9,8.0,0.0,1.0,1.9,0.2,0
7.8,52.4,77.4,7.8,4.0,0.0,0.0,3.8,1.0,1
3.9,91.2,52.7,9.9,11.0,0.0,1.0,7.6,3.1,0
2.0,49.0,65.7,8.5,0.0,0.0,,6.6,6.0,0
3.5,,75.9,9.4,18.0,0.0,1.0,5.4,4.8,1
1.9,78.5,23.6,5.9,8.0,1.0,0.0,1.3,4.4,0
8.6,53.8,51.8,8.6,14.0,1.0,0.0,9.1,6.8,1
4.3,92.1,77.2,7.9,11.0,0.0,2.0,4.5,4.4,1
9.6,90.8,81.0,,14.0,0.0,0.0,8.9,4.7,1
7.2,50.2,63.7,7.8,1.0,1.0,2.0,8.8,5.0,1
5.3,48.8,29.6,8.7,6.0,0.0,2.0,2.0,7.7,0
9.9,99.8,35.4,4.3,14.0,0.0,2.0,7.2,5.6,1
5.3,93.3,27.9,6.4,1.0,0.0,0.0,2.6,2.8,0
1.6,50.2,38.5,6.8,11.0,0.0,0.0,7.3,3.9,0
8.8,86.7,28.6,5.9,6.0,0.0,2.0,10.0,2.4,1
5.4,66.7,45.9,6.2,4.0,0.0,0.0,2.6,2.7,0
4.1,64.2,60.6,5.6,5.0,1.0,0.0,1.6,1.0,0
0.3,70.7,23.5,7.3,6.0,0.0,2.0,4.3,5.9,0
7.8,85.9,65.8,5.7,16.0,0.0,1.0,4.1,3.7,1
8.4,73.8,37.8,5.7,8.0,0.0,0.0,2.2,2.1,1
4.9,68.5,84.8,6.9,5.0,0.0,0.0,3.1,4.6,1
7.2,72.6,54.8,,17.0,1.0,0.0,5.6,1.0,1
9.3,52.7,,5.7,14.0,1.0,2.0,5.6,5.1,0
6.6,95.5,46.5,6.8,6.0,1.0,0.0,4.9,7.3,1
2.1,92.4,21.0,7.2,5.0,0.0,1.0,9.4,5.9,0
3.3,65.7,62.5,10.0,6.0,0.0,2.0,3.0,2.1,1
0.9,74.2,75.4,7.4,11.0,0.0,,5.0,2.7,0
5.2,73.1,21.4,8.2,16.0,1.0,1.0,2.5,5.7,0
0.9,63.0,82.3,6.3,1.0,1.0,2.0,5.5,3.4,0
1.1,50.9,49.9,9.5,13.0,0.0,1.0,5.2,4.6,0
9.2,86.4,31.1,5.6,4.0,1.0,1.0,7.8,3.4,0
5.4,77.5,88.2,8.3,7.0,0.0,2.0,3.5,2.2,1
8.1,34.5,50.5,4.1,19.0,1.0,1.0,7.7,5.2,1
7.0,85.3,51.0,8.4,6.0,0.0,1.0,9.9,7.4,1
6.3,55.6,74.5,6.0,9.0,1.0,1.0,6.5,5.3,1
1.4,42.6,92.9,9.8,5.0,1.0,0.0,8.3,1.0,0
7.4,86.6,67.7,8.2,13.0,1.0,2.0,6.2,0.7,1
1.9,63.9,66.0,5.2,1.0,0.0,1.0,9.2,3.4,0
0.4,84.5,87.6,7.9,7.0,1.0,1.0,3.9,3.8,1
9.5,34.4,54.2,7.1,17.0,0.0,0.0,9.6,7.9,1
7.0,40.9,71.4,6.1,6.0,1.0,2.0,3.8,6.1,1
9.9,78.2,49.5,8.7,18.0,0.0,2.0,8.7,4.4,1
6.0,30.1,72.0,7.3,13.0,0.0,0.0,9.6,1.8,1
9.7,76.1,88.9,4.1,13.0,1.0,0.0,1.0,7.5,1
5.1,49.9,45.4,4.8,17.0,0.0,0.0,5.4,3.6,0
7.9,72.3,60.0,8.6,10.0,1.0,0.0,8.0,4.2,1
0.7,62.2,63.9,4.9,13.0,0.0,1.0,1.1,3.4,0
8.0,99.2,84.0,5.6,17.0,0.0,0.0,4.8,2.9,1
8.0,31.0,36.9,4.6,19.0,1.0,0.0,5.1,6.8,1
4.6,95.0,27.4,7.7,9.0,0.0,1.0,8.2,2.0,0
5.6,85.6,89.6,8.0,0.0,0.0,1.0,,2.6,1
1.7,42.0,57.3,8.0,1.0,0.0,2.0,5.0,5.4,0
5.6,98.7,37.5,5.3,2.0,1.0,0.0,2.0,6.5,0
3.8,79.8,51.1,8.6,8.0,1.0,1.0,10.0,6.7,0
2.2,75.2,34.7,8.3,11.0,0.0,2.0,2.0,1.5,0
6.7,81.8,86.9,8.6,7.0,1.0,1.0,4.7,6.4,1
6.0,44.6,24.1,8.9,2.0,0.0,2.0,3.0,2.7,0
6.2,94.4,42.8,7.2,11.0,1.0,0.0,9.1,6.8,0
8.1,50.3,34.0,7.3,18.0,1.0,2.0,3.8,0.2,1
9.5,70.1,71.8,9.7,18.0,0.0,0.0,6.7,,1
4.7,72.6,90.7,7.1,15.0,0.0,0.0,2.1,2.9,1
3.6,61.8,91.7,4.6,9.0,0.0,0.0,8.2,7.4,1
5.8,56.6,52.1,4.6,3.0,0.0,2.0,3.9,5.0,0
5.7,72.0,69.5,7.3,16.0,1.0,2.0,3.8,6.4,1
0.5,49.6,52.6,9.7,9.0,1.0,1.0,3.1,5.6,0
7.4,46.0,87.0,4.7,3.0,0.0,0.0,5.3,6.1,0
7.7,40.3,59.5,9.9,9.0,1.0,2.0,9.6,4.2,1
0.4,60.2,26.3,,19.0,0.0,0.0,3.4,7.2,0
9.5,90.0,60.8,7.5,6.0,0.0,1.0,8.0,6.5,1
8.7,50.9,89.2,9.0,17.0,0.0,0.0,4.6,2.6,1
8.8,80.8,29.2,4.4,9.0,0.0,2.0,4.6,7.4,0
4.6,87.3,23.1,9.4,6.0,0.0,2.0,6.4,1.5,0
3.0,65.8,89.0,8.2,10.0,1.0,2.0,5.3,1.7,1
4.6,50.3,71.8,4.7,17.0,0.0,0.0,7.4,3.6,1
7.8,79.4,78.8,6.9,13.0,0.0,1.0,9.8,3.8,1
5.3,96.3,49.2,7.0,14.0,1.0,1.0,4.1,1.8,1
6.2,34.6,53.3,9.8,1.0,0.0,0.0,2.3,7.2,0
2.2,97.2,64.7,7.4,9.0,0.0,1.0,1.2,3.9,0
0.3,33.1,73.1,8.8,15.0,0.0,2.0,1.5,3.6,0
,42.2,75.4,4.5,17.0,1.0,1.0,9.5,4.5,1
4.5,43.4,35.7,8.0,18.0,0.0,2.0,8.2,0.5,0
6.8,90.9,26.5,6.6,19.0,0.0,0.0,9.9,2.9,1
9.7,51.8,83.0,9.5,19.0,1.0,1.0,7.0,0.6,1
0.1,42.8,76.9,4.3,1.0,1.0,2.0,3.6,5.1,0
3.4,76.9,73.2,9.6,17.0,1.0,1.0,2.3,3.4,1
5.3,91.4,52.1,5.7,7.0,1.0,2.0,8.1,3.7,1
8.7,53.2,58.9,8.9,9.0,0.0,2.0,7.9,2.2,1
6.2,73.8,88.5,8.2,2.0,0.0,1.0,5.6,0.0,1
7.6,37.7,95.0,4.7,10.0,0.0,1.0,5.6,3.4,1
2.7,85.4,52.9,6.2,9.0,1.0,2.0,3.6,1.5,1
5.6,82.8,78.3,4.8,4.0,0.0,2.0,5.3,0.8,1
8.8,56.3,48.2,7.5,2.0,0.0,0.0,8.4,2.3,1
5.1,70.8,60.9,4.4,14.0,0.0,2.0,2.6,,1
5.4,57.1,34.3,7.7,1.0,1.0,2.0,6.6,4.8,0
3.9,58.8,79.3,4.0,9.0,1.0,2.0,8.3,1.4,1
3.7,45.1,26.2,4.4,15.0,1.0,0.0,2.4,1.7,0
5.3,49.8,29.5,9.0,0.0,1.0,0.0,5.8,1.4,0
7.9,65.2,76.6,8.1,13.0,0.0,2.0,6.6,1.1,1
4.2,52.9,29.7,7.1,3.0,0.0,1.0,8.5,3.1,0
4.4,67.5,81.6,5.2,13.0,0.0,1.0,9.3,6.8,0
7.0,95.3,85.3,8.5,5.0,0.0,0.0,7.2,3.3,1
5.6,60.7,55.0,9.6,0.0,1.0,1.0,5.4,7.1,0
7.9,40.6,24.9,,18.0,0.0,2.0,7.4,5.0,1
4.0,35.6,39.1,6.3,8.0,0.0,0.0,5.6,1.2,0
4.7,63.2,43.0,7.7,1.0,1.0,1.0,2.8,5.1,0
3.2,34.6,90.1,4.9,12.0,0.0,0.0,3.5,0.7,1
7.3,92.0,70.6,6.0,4.0,0.0,0.0,7.5,2.7,1
8.4,86.1,26.1,6.0,7.0,0.0,1.0,7.0,7.0,0
6.9,51.4,72.3,9.8,2.0,0.0,0.0,3.5,5.1,1
3.9,53.7,68.7,6.6,0.0,1.0,1.0,7.5,2.2,0
0.3,72.9,44.4,7.2,2.0,1.0,0.0,5.0,1.4,0
0.8,30.5,52.3,,15.0,0.0,0.0,4.9,7.4,0
9.8,56.1,32.5,6.9,3.0,0.0,2.0,9.7,6.8,1
7.8,84.6,81.3,4.5,2.0,1.0,1.0,2.3,4.0,1
5.7,47.9,50.2,6.5,0.0,0.0,2.0,3.2,5.2,0
4.7,66.7,76.9,4.2,16.0,1.0,0.0,7.9,5.7,1
4.6,60.2,61.5,8.0,10.0,0.0,2.0,5.7,5.1,1
9.1,36.0,79.0,8.8,6.0,0.0,0.0,2.2,1.2,1
1.9,85.5,26.3,4.3,6.0,0.0,1.0,7.3,4.9,0
4.7,75.3,64.7,9.4,12.0,0.0,1.0,3.3,0.4,1
2.2,47.0,25.1,7.2,,1.0,0.0,4.8,1.1,0
0.1,93.4,45.2,6.1,4.0,0.0,0.0,5.6,3.7,0
6.5,51.1,77.8,4.5,1.0,1.0,1.0,8.6,1.8,1
4.3,62.4,46.6,6.8,12.0,0.0,1.0,3.9,1.1,1
0.8,55.6,80.7,7.4,12.0,1.0,2.0,5.9,4.8,0
0.1,64.5,38.2,,10.0,0.0,1.0,6.7,5.6,0
2.7,52.5,70.5,9.7,14.0,1.0,1.0,1.9,6.8,0
9.6,75.9,34.9,7.4,19.0,0.0,1.0,6.3,6.0,1
6.6,70.2,47.7,,5.0,1.0,2.0,7.4,0.8,1
4.3,81.4,33.9,6.5,10.0,0.0,0.0,8.4,2.8,0
2.9,65.3,43.2,4.3,5.0,1.0,1.0,4.9,3.4,0
5.7,,70.3,5.7,12.0,0.0,0.0,6.8,0.1,1
4.4,66.4,75.3,6.2,9.0,1.0,2.0,2.5,4.2,1
9.3,37.5,47.7,7.7,17.0,0.0,2.0,8.2,4.1,1
3.5,94.8,22.2,6.5,13.0,0.0,0.0,9.8,1.5,0
3.7,,34.1,7.9,3.0,0.0,2.0,9.7,1.0,0
7.8,47.4,84.4,5.9,8.0,0.0,0.0,4.7,5.1,1
8.4,80.2,50.1,7.0,10.0,0.0,1.0,5.2,2.9,1
8.6,67.0_err,26.3,9.8,8.0,0.0,2.0,1.5,0.7,1
8.7,85.6,62.7,7.5,15.0,1.0,0.0,7.0,4.4,1
5.5,48.6,89.3,4.5,4.0,1.0,0.0,1.6,6.9,0
1.0,47.2,76.3,4.9,17.0,1.0,1.0,9.0,7.7,0
2.1,35.1,67.4,8.7,13.0,0.0,1.0,6.3,4.6,0
7.6,38.8,70.9,6.3,18.0,1.0,2.0,7.3,6.5,1
8.4,64.5,67.1,8.8,13.0,1.0,0.0,3.0,3.2,1
4.8,53.4,49.9,5.3,4.0,1.0,1.0,9.9,3.3,0
8.5,72.3,71.5,4.6,8.0,1.0,0.0,2.8,5.6,1
4.4,47.2,40.4,5.0,6.0,,0.0,3.7,1.1,0
2.6,97.0,25.9,7.0,15.0,0.0,0.0,5.9,2.3,0
4.6,92.1,78.7,6.1,9.0,0.0,1.0,7.9,5.7,1
8.2,59.3,36.1,8.2,11.0,1.0,0.0,2.8,6.6,1
0.5,88.8,63.0,4.1,17.0,1.0,2.0,7.6,0.6,1
2.4,40.1,71.9,9.9,2.0,0.0,0.0,1.0,2.0,0
1.8,77.1,88.7,9.1,6.0,1.0,,2.7,0.4,1
3.0,88.2,36.6,4.0,11.0,0.0,,5.4,3.5,0
3.1,47.2,,4.5,6.0,0.0,2.0,5.3,6.9,0
3.9,78.2,76.5,7.2,3.0,1.0,0.0,9.8,4.3,1
3.8,72.3,90.7,4.3,9.0,0.0,2.0,7.8,2.2,1
9.8,42.3,45.8,6.2,6.0,1.0,2.0,3.8,5.3,1
6.6,89.3,51.0,9.4,3.0,0.0,,5.7,1.8,1
7.4,97.1,35.1,6.4,14.0,1.0,2.0,4.0,2.0,1
9.6,70.6,57.4,6.0,19.0,0.0,1.0,1.7,1.6,1
4.1,85.9,79.3,6.6,17.0,1.0,2.0,7.5,5.3,1
7.0,50.6,26.1,8.4,2.0,0.0,0.0,8.7,0.8,0
9.0,54.6,55.9,8.7,1.0,0.0,0.0,3.6,1.3,1
0.4,84.3,78.7,4.8,17.0,1.0,2.0,3.1,3.6,1
8.8,97.6,57.3,8.1,16.0,1.0,2.0,6.3,3.3,1
0.8,60.7,35.5,6.0,3.0,0.0,1.0,8.2,4.1,0
2.0,56.1,31.1,5.6,10.0,0.0,0.0,2.5,6.9,0
9.6,46.5,74.4,5.6,2.0,1.0,1.0,6.4,6.0,1
8.1,74.7,82.3,7.6,6.0,1.0,2.0,2.1,3.3,1
1.9,68.4,,9.9,13.0,0.0,2.0,9.7,1.5,1
7.5,82.9,65.5,8.2,19.0,0.0,2.0,4.3,2.2,1
4.5,97.2,64.9,7.1,16.0,0.0,0.0,3.5,4.2,1
3.8,47.2,70.3,6.0,4.0,0.0,0.0,9.8,7.9,0
0.8,92.1,48.1,4.8,12.0,0.0,1.0,8.8,6.9,0
5.7,81.5,93.4,5.9,0.0,0.0,1.0,9.1,4.6,1
1.2,74.3,84.6,6.4,19.0,1.0,1.0,9.2,5.8,1
2.4,74.5,28.1,8.4,0.0,0.0,2.0,9.4,1.0,0
0.1,70.0,30.8,6.7,17.0,1.0,1.0,2.3,4.0,0
2.8,72.7,70.5,7.3,6.0,1.0,1.0,7.5,3.6,1
4.1,57.4,46.8,4.9,1.0,0.0,1.0,1.5,1.8,0
2.6,87.0,81.9,8.7,13.0,0.0,2.0,8.9,3.6,1
7.7,94.3,68.3,5.8,5.0,0.0,1.0,5.8,0.7,1
6.3,81.6,65.1,5.0,7.0,0.0,2.0,2.6,3.1,1
5.3,89.1,23.1,6.7,16.0,0.0,1.0,1.6,,0
2.3,77.3,39.3,5.3,4.0,0.0,1.0,7.4,4.5,0
6.3,48.4_err,83.0,6.3,13.0,0.0,1.0,9.5,5.0,1
7.4,79.9,57.3,4.4,1.0,0.0,1.0,2.3,4.4,0
2.3,43.2,27.5,4.4,8.0,0.0,1.0,3.9,5.2,0
0.6,71.1,44.2,4.5,3.0,0.0,2.0,5.6,3.3,0
2.0,70.0,46.2,9.9,0.0,0.0,0.0,3.9,3.0,0
4.1,32.4,80.3,9.5,3.0,1.0,1.0,5.3,7.3,1
0.2,41.1,42.0,8.5,11.0,0.0,1.0,1.3,2.7,0
6.9,72.0,52.6,9.0,18.0,0.0,1.0,9.0,0.7,1
3.4,84.5,68.3,6.6,18.0,0.0,2.0,3.2,1.4,1
7.1,99.9,53.4,8.3,16.0,1.0,1.0,9.1,3.2,1
0.8,53.7,60.2,5.2,19.0,1.0,1.0,4.6,,0
0.8,60.8,,8.1,2.0,1.0,1.0,9.8,7.4,0
0.3,50.0,63.0,6.8,10.0,1.0,1.0,4.9,1.1,0
2.4,84.8,76.9,7.9,11.0,0.0,1.0,9.4,0.0,1
7.6,36.7,91.8,4.7,4.0,0.0,0.0,2.5,2.5,1
5.8,45.9,38.3,5.0,10.0,1.0,0.0,2.8,3.3,0
8.2,47.9,74.0,8.0,3.0,0.0,2.0,7.5,2.1,1
2.9,35.2,33.2,4.2,3.0,1.0,0.0,3.5,2.7,0
1.2,63.9,30.7,6.6,10.0,0.0,0.0,8.3,2.6,0
10.0,62.7,81.8,5.6,6.0,0.0,2.0,7.1,3.0,1
0.8,38.5,64.3,8.0,0.0,0.0,1.0,4.4,0.1,0
6.2,82.9,85.6,6.1,12.0,1.0,0.0,7.1,7.4,1
3.9,70.4,60.1,5.2,7.0,0.0,0.0,2.7,6.6,1
3.8,87.0,74.3,9.2,17.0,0.0,2.0,5.8,2.5,1
7.7,98.2,78.7,5.4,13.0,0.0,,9.1,6.9,1
0.4,43.2,50.7,6.1,2.0,1.0,1.0,1.7,2.2,0
6.1,46.5,61.5,5.1,2.0,1.0,2.0,3.0,1.4,1
2.3,62.8,67.2,9.6,17.0,0.0,0.0,5.4,2.1,1
4.6,42.3,73.2,5.4,12.0,0.0,2.0,,2.6,1
7.0,59.5,66.1,7.1,16.0,1.0,1.0,7.8,7.4,1
8.6,92.4,55.9,8.9,13.0,0.0,1.0,5.7,2.9,1
9.8,81.9,36.1,5.2,1.0,0.0,2.0,2.8,2.7,1
9.8,71.7,80.4,10.0,12.0,0.0,2.0,3.2,3.3,1
1.7,43.9,49.8,5.9,1.0,0.0,1.0,3.3,0.7,0
4.5,96.9,84.6,9.5,0.0,0.0,2.0,4.7,3.0,1
2.9,63.6,23.6,5.0,2.0,1.0,0.0,5.8,0.9,0
5.3,75.5,28.5,5.5,13.0,1.0,0.0,6.6,7.5,0
9.5,46.1,46.5,8.2,11.0,0.0,2.0,8.6,6.4,1
0.5,69.9,31.1,5.1,0.0,0.0,1.0,1.5,0.8,0
1.9,94.9,90.4,8.3,11.0,0.0,2.0,5.9,4.5,1
2.8,33.4,59.8,6.4,3.0,0.0,1.0,2.7,5.5,0
9.1,96.6,24.6,5.6,4.0,1.0,1.0,3.5,3.5,1
1.3,69.6,41.3,4.9,14.0,1.0,2.0,6.8,2.1,0
5.6,83.1,70.6,4.8,9.0,1.0,1.0,4.8,4.8,1
4.7,88.6,81.8,8.1,3.0,0.0,2.0,9.1,5.8,1
8.0,65.4,44.3,9.1,15.0,0.0,1.0,3.2,5.4,1
1.2,40.2,92.3,9.7,16.0,1.0,2.0,6.6,7.6,1
7.5,49.8,48.5,6.3,18.0,1.0,1.0,2.0,4.5,1
8.1,79.8,63.5,7.8,7.0,1.0,2.0,6.3,3.7,1
9.5,70.6,24.6,6.4,1.0,1.0,2.0,5.6,0.1,1
0.2,31.2,78.9,7.8,6.0,1.0,2.0,2.0,0.2,0
2.7,68.1,81.2,6.1,3.0,1.0,1.0,2.1,4.6,0
3.4,93.2,75.8,8.0,6.0,0.0,1.0,9.3,5.7,1
5.3,42.8,70.4,8.7,12.0,1.0,1.0,1.2,4.7,1
0.5,75.8,25.0,7.9,19.0,1.0,2.0,1.5,1.0,0
2.1,77.1,49.6,6.3,17.0,0.0,2.0,7.0,7.9,0
0.2,75.3,59.8,9.9,17.0,1.0,0.0,5.0,6.9,0
8.0,31.2,36.6,5.4,3.0,0.0,1.0,9.2,6.8,0
0.2,51.4,88.9,5.5,9.0,1.0,1.0,4.6,7.6,1
4.9,59.4,89.7,5.2,1.0,1.0,2.0,6.5,6.9,1
0.5,90.8,83.3,8.2,15.0,1.0,2.0,3.3,1.5,1
7.0,54.8,83.1,7.4,19.0,0.0,0.0,2.4,,1
5.5,94.7,20.4,9.9,18.0,1.0,2.0,7.8,3.9,1
,41.3,75.7,6.0,3.0,0.0,1.0,8.5,1.0,1
7.7,65.4,25.5,10.0,13.0,0.0,2.0,9.7,7.8,0
8.4,81.3,55.2,9.4,0.0,0.0,1.0,7.5,6.0,1
9.1,53.9,33.0,9.1,9.0,1.0,1.0,4.4,2.5,1
6.1,34.1,38.3,5.8,10.0,1.0,0.0,2.2,3.8,0
9.8,52.6,76.4,5.9,15.0,1.0,1.0,9.4,3.8,1
5.0,84.4,50.2,9.2,18.0,1.0,1.0,5.6,4.8,1
2.8,70.8,57.0,4.1,0.0,0.0,0.0,9.1,4.3,0
7.5,56.8,24.2,8.7,8.0,1.0,2.0,2.3,0.7,0
2.9,58.1,85.3,5.5,9.0,0.0,0.0,7.6,7.3,0
10.0,31.7,33.5,6.0,10.0,0.0,0.0,8.1,2.4,1
6.2,74.4,37.1,9.5,12.0,0.0,0.0,1.7,2.3,0
2.8,88.0,42.7,5.6,4.0,0.0,2.0,2.0,5.8,0
5.9,89.8,,7.1,4.0,1.0,2.0,,2.1,0
8.9,74.7,46.1,5.8,17.0,0.0,0.0,1.9,4.6,1
8.4,91.8,37.9,8.4,18.0,0.0,0.0,6.3,4.2,1
0.7,92.7,73.8,6.3,4.0,1.0,0.0,2.0,0.5,0
4.1,42.6,44.8,7.9,14.0,0.0,0.0,7.1,6.6,0
3.5,66.4,40.9,4.8,5.0,1.0,1.0,9.5,6.6,0
8.3,89.4,31.0,5.9,11.0,0.0,2.0,3.1,7.9,0
9.1,40.0,40.0,9.7,15.0,0.0,1.0,4.6,4.2,1
9.2,51.3,31.0,5.4,0.0,0.0,0.0,6.8,4.3,0
7.9,81.5,61.3,4.2,3.0,1.0,1.0,3.6,2.9,1
6.9,52.5,76.1,8.6,6.0,0.0,0.0,7.4,0.1,1
5.9,46.3,48.5,9.5,5.0,,1.0,3.8,2.5,1
1.0,68.7,53.0,6.9,6.0,0.0,0.0,9.2,5.6,0
