radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,symmetry_mean,malignant
7.66,34.74,174.54,2122.06,0.1196,0.2898,0.0769,0.2335,0
8.42,29.58,48.02,1668.7,0.1508,0.2976,0.0154,0.1737,0
6.44,19.49,103.46,1816.0,0.0956,0.1587,0.1825,0.1831,0
8.27,38.0,99.2,1640.96,0.0554,0.3063,0.4252,0.2382,0
22.39,37.28,85.57,2373.02,0.1357,0.1936,0.3758,0.1282,1
7.71,15.49,185.88,628.52,0.1616,0.1753,0.2722,0.2767,0
13.66,10.22,160.15,2474.13,0.1361,0.2571,0.3703,0.101,1
26.28,31.98,50.23,2101.06,0.1194,0.0906,0.2555,0.2958,1
6.56,34.66,154.35,1529.98,0.0776,0.2805,0.1586,0.1335,0
,39.0,124.37,1703.2,0.0518,0.1617,0.0746,0.2484,1
12.76,36.58,184.14,1671.23,0.1334,0.062,0.2808,0.108,0
8.84,27.62,90.07,277.82,0.0777,0.0594,0.083,0.1863,0
22.72,25.43,131.87,654.52,0.153,0.0744,0.1795,0.2261,0
21.09,9.86,120.12,2409.07,0.106,0.3139,0.3551,0.114,0
27.06,16.65,118.33,1401.1,0.1137,0.347,0.0556,0.1887,1
23.64,23.25,112.98,1032.91,0.1405,0.1378,0.0555,0.1606,0
25.28,28.48,72.9,1938.41,0.1435,0.1164,0.0965,0.1996,1
12.77,26.27,160.91,1377.86,0.1271,0.0922,0.2373,0.2009,0
10.26,32.02,112.21,171.06,0.1626,0.2919,0.1082,0.257,0
24.01,17.67,193.36,1877.52,0.1679,0.089,0.2164,,1
25.36,26.51,81.73,1868.03,0.1636,0.3249,0.1299,0.1165,1
29.77,11.73,149.24,529.75,0.1489,0.2402,0.2177,0.1804,1
15.9,21.82,190.51,2397.72,0.1347,0.3161,0.1194,0.2775,1
14.93,32.25,146.15,668.42,0.1296,0.2028,0.4214,0.2711,1
24.63,30.5,,1220.29,0.0625,0.2479,0.2119,0.212,1
14.18,39.71,172.4,410.78,0.0826,0.2244,0.3198,0.2778,0
28.34,17.61,97.62,1563.75,0.0507,0.2943,0.3012,0.2611,1
26.6,24.44,136.02,1026.06,0.0665,0.2958,0.2109,0.1556,1
16.3,19.22,65.0,973.49,0.1027,0.2146,0.1027,0.134,0
24.02,22.66,125.68,2091.67,0.0676,0.2287,0.2196,0.1602,0
24.11,35.57,76.87,162.57,0.1582,0.3242,0.2928,0.1454,1
8.47,30.21,159.0,2023.15,0.1467,0.3269,0.1978,,1
27.66,36.36,124.49,1488.62,0.0586,0.2392,0.0352,0.217,0
18.13,15.31,105.8,2467.19,0.0799,0.0226,0.0077,0.2197,0
25.83,36.07,83.01,1531.09,0.1483,0.0545,,0.1379,1
13.68,10.85,199.79,270.69,0.1464,0.3031,0.0646,0.2584,0
27.49,36.55,51.47,259.52,0.1635,0.048,0.3897,0.1867,1
15.34,19.2,46.97,2224.24,0.1697,0.0905,0.0756,0.1945,0
6.26,18.75,74.76,2125.27,0.1672,0.0961,0.1695,0.2994,0
27.73,24.87,195.37,956.3,0.0992,0.2181,0.3062,0.1565,1
8.19,38.16,196.68,1598.56,0.08,0.2103,0.3506,0.1788,1
13.66,10.48,144.79,1295.44,0.141,0.1155,0.2054,0.2353,0
28.8,19.92,180.82,2422.51,0.0859,0.0885,0.0779,0.2761,1
28.81,35.55,74.23,2381.91,0.1468,0.2723,0.1165,0.1254,1
19.76,21.28,195.53,2461.86,0.1141,0.3287,0.1802,0.247,1
21.16,15.17,62.85,2184.82,0.1453,0.0374,0.1568,0.2837,1
16.76,22.17,56.18,2286.54,0.0831,0.0639,0.1499,0.1846,0
13.04,20.95,57.95,652.78,0.111,0.2319,0.0567,,0
13.89,37.38,131.7,2101.18,0.1177,0.2855,0.3927,0.2355,1
22.14,32.62,164.96,1812.9,,0.2811,0.0128,0.1492,1
24.06,24.66,98.67,2412.18,0.082,0.2575,0.1892,0.1769,1
25.0,39.64,196.46,1488.18,0.1624,0.3129,0.4215,0.2794,1
24.95,23.42,109.51,340.99,0.1466,0.0917,0.2837,0.2181,1
8.19,10.81,64.07,1549.86,0.1377,0.0554,0.1528,0.119,0
17.87,17.13,114.55,1760.33,0.1444,0.2231,0.0628,0.1659,0
7.38,22.52,148.65,659.96,0.1227,0.2914,0.4145,0.2255,0
19.19,13.86,173.16,1070.11,0.0793,0.2121,0.006,0.1963,0
16.6,38.37,113.4,1552.47,0.0727,0.3378,0.293,0.2321,1
27.3,32.77,134.98,1022.89,0.154,0.2825,0.3785,0.2523,1
14.42,17.32,82.78,1024.88,0.137,0.2513,0.0108,0.1961,0
8.81,27.31,143.35,454.08,0.0756,0.0399,0.3118,0.2974,0
9.43,31.36,197.76,2360.16,0.1238,0.0556,0.4295,0.2829,0
24.28,38.18,47.85,1911.17,0.1037,0.279,0.275,0.112,1
20.84,36.33,181.84,142.93,0.069,0.0854,0.1783,0.1533,1
8.43,24.97,129.97,1946.85,0.1138,0.0295,0.376,0.1601,0
8.02,33.01,80.34,1885.92,0.0838,0.3206,0.2383,0.1369,0
22.82,26.43,192.78,162.97,0.0615,0.314,0.3223,0.1624,1
7.75,26.13,117.34,,0.106,0.0921,,0.185,0
25.72,12.56,93.07,1571.92,0.1208,0.2775,0.0165,0.1103,0
22.95,12.91,69.04,1208.49,0.0556,0.0358,0.0917,0.1255,0
7.95,25.42,79.11,1976.05,0.0983,0.1141,0.0339,0.1192,0
8.04,17.33,173.26,1144.08,0.0809,0.2258,0.0459,0.1093,0
29.68,9.65,138.31,503.12,0.0537,0.2718,0.0066,0.1963,0
14.98,31.41,186.12,2444.34,0.0651,0.0234,0.1811,0.1668,1
14.9,10.01,77.11,711.21,0.0667,0.1276,0.0768,0.2871,0
25.51,27.45,59.38,1833.75,0.0719,0.0907,0.3679,0.1206,1
28.73,25.72,40.97,477.85,0.1464,0.3496,0.3225,0.2852,1
29.66,39.03,121.26,916.47,0.1027,0.2414,0.2465,0.1173,1
24.08,24.01,199.73,1183.19,0.0677,0.1539,0.2103,0.2238,1
15.03,10.97,151.19,593.67,0.062,0.045,0.11,0.1495,0
8.0,26.1,89.34,1201.9,0.0858,0.2176,0.2042,0.2654,0
24.65,35.07,180.3,510.9,0.1458,0.2318,0.2757,0.1123,1
19.4,39.9,165.08,1459.26,0.0937,0.2894,0.3364,0.2905,1
16.18,22.34,42.47,1706.36,0.0692,0.1152,0.0351,0.1095,0
27.75,18.93,170.7,287.34,0.0985,0.3439,0.3046,0.1482,1
8.67_err,37.11,88.08,2195.87,0.1166,0.165,0.3194,0.1928,1
17.82,14.93,63.95,576.93,0.0536,0.1177,0.2404,0.2512,0
6.27,28.08,76.21,671.86,0.1253,0.135,0.0922,0.2902,0
17.25,21.58,114.97,1700.79,0.0974,0.1915,0.2318,0.1856,0
7.35,10.27,107.98,1246.25,0.0512,0.3291,0.2162,0.2515,0
8.85,19.77,86.22,1318.57,0.1309,0.2626,0.2046,0.2454,0
8.82,,67.55,442.45,0.1355,0.2104,0.1981,0.2142,0
21.58,30.27,161.96,2041.54,0.1255,0.0737,0.0477,0.2382,1
23.91,38.41,198.42,1596.25,0.091,0.0693,0.0786,0.1076,1
20.0,17.31,164.45,459.5,0.1136,0.1857,0.0419,0.1883,0
29.09,34.16,87.35,1022.64,0.0965,,0.1043,0.2572,1
15.0,10.72,79.17,2052.57,0.1341,0.2678,0.1133,0.1948,0
12.86,25.68,74.83,1481.32,0.12,0.0946,0.1054,0.2747,0
26.85,11.19,61.87,396.41,0.0598,0.053,0.0907,0.2667,0
11.37,37.96,128.21,1019.75,0.1272,0.1469,0.3162,0.2727,1
29.12,32.76,136.86,712.76,0.1325,0.323,0.352,0.126,1
6.29,,152.88,1361.22,0.0945,0.2,0.1407,0.1488,0
29.28,34.54,148.83,2130.33,0.1551,0.1256,0.1312,0.1059,1
7.04,29.07,86.77,1169.59,0.1512,0.1268,0.3629,0.2966,1
27.39,39.04,92.85,1162.69,0.071,0.0636,0.2683,0.1472,1
18.66,31.13,149.04,2276.63,0.1585,0.1762,0.1262,0.1734,1
29.83,37.66,95.91,1499.8,0.1029,0.2811,0.3069,0.155,1
7.77,25.03,74.02,1476.21,0.1368,0.3396,0.1482,0.108,1
19.29,12.63,99.89,758.11,0.1477,0.1855,0.2522,0.1523,1
29.26,25.37,83.53,1574.23,0.1106,0.0752,0.4268,0.1196,1
18.55,12.93,54.13,1499.15,0.0979,0.2454,0.1297,,0
21.11,27.37,172.82,1076.57,0.1599,0.2697,0.4001,0.2934,1
22.7,23.96,176.5,,0.0777,0.0437,,0.2397,1
16.91,,75.16,2221.26,0.0808,0.3005,0.2323,0.2414,1
21.06,9.31,50.36,1909.02,0.0934,0.2937,0.1978,0.1906,1
20.02,15.04,158.21,1408.14,0.1531,0.1759,0.3368,0.2623,1
27.63,24.23,73.84,1230.46,,0.2049,0.0263,0.2817,0
7.09,38.47,102.95,576.36,0.0764,0.2554,0.2697,0.2923,0
12.74,20.89,50.26,861.54,0.1537,0.2433,0.3271,0.1198,0
28.81,22.16,76.2,1966.55,0.081,0.0255,0.203,0.2759,1
27.37,31.16,166.86,1210.85,0.1665,0.0604,0.0453,0.145,1
16.94,27.72,168.7,2222.16,0.1217,0.0737,0.1053,0.1795,1
20.88,18.27,73.13,489.07,0.0509,0.2694,0.2923,0.1691,0
12.66,21.74,93.75,1339.7,0.0541,,0.385,0.235,0
10.51,15.75,61.48,1666.84,0.0677,0.2,0.1813,0.2196,0
17.13,38.95,51.87,1359.76,,0.275,0.241,0.1218,1
14.48,13.05,198.75,2238.58,0.1421,0.1325,0.0982,0.2566,0
20.01,20.53,144.9,2475.37,0.0767,0.2671,0.1773,0.1879,1
7.87,9.8,126.74,,0.1663,0.166,0.1448,0.1004,0
29.39,15.88,162.48,446.69,0.1263,0.1445,0.2819,0.1829,1
29.67,33.19,174.41,447.56,0.1331,0.1299,0.4234,0.2033,1
22.76,15.24,169.07,1747.58,0.0761,0.3384,0.3497,0.1138,1
18.87,11.48,42.65,1019.52,0.1571,0.2748,0.0826,0.1302,0
13.43,23.71,69.89,1870.62,0.1301,0.0267,0.2484,0.2987,0
25.53,9.31,144.78,1096.91,0.1537,0.3359,0.0286,0.2742,0
22.43,11.63,100.12,1621.15,0.1648,0.2759,0.1062,0.1267,0
9.9,34.04,197.2,1956.86,0.0651,0.0692,0.0741,0.2161,0
27.86,32.92,146.46,1433.79,0.0616,0.0452,0.1443,0.1758,1
25.74,37.37,193.05,1413.23,0.1464,0.1217,0.2919,0.2087,1
28.8,35.49,72.23,348.23,0.1539,0.226,0.2147,0.1941,1
23.42,30.18,178.23,1109.44,0.1201,0.2235,0.4012,0.1096,1
20.72,10.62,91.42,1428.03,0.0939,0.111,0.0915,,0
16.04,33.27,198.33,1230.27,0.1283,0.1671,0.1566,0.1251,1
28.39,35.21,65.23,2265.85,0.0867,0.0899,0.1418,0.1978,1
26.79,33.77,122.61,2279.41,0.0786,0.0367,0.1015,0.2815,1
7.09,24.76,166.86,2079.73,0.1086,0.1906,0.4271,0.2991,1
6.63,16.22,109.22,1025.7,,0.1345,0.1665,0.2889,0
15.04,35.21,114.89,1832.83,0.108,0.1992,0.4044,0.2971,1
,31.54,197.82,1072.88,0.1648,0.3323,0.1679,0.103,1
29.69,39.4,108.05,688.92,0.1508,0.0673,0.0878,0.2459,1
9.61,13.83,136.65,949.25,0.163,0.0206,0.0513,0.1546,0
20.26,16.0,48.73,307.48,0.1468,0.0454,0.3679,0.2731,0
15.14,15.57,174.75,922.99,0.0926,0.1727,0.0138,0.2627,0
29.28,33.57,143.71,1227.35,0.1474,0.2533,0.4147,0.1847,1
26.21,14.79,104.64,2394.93,0.1607,0.2117,0.1798,0.1947,1
26.12,11.07,42.59,879.65,0.1636,0.1833,0.1064,0.153,0
17.25,39.96,134.67,2269.79,0.132,0.1368,0.2655,0.1578,1
15.96,9.77,42.03,680.11,0.0754,0.1223,,0.2962,0
12.56,34.89,40.19,590.69,0.0548,0.1442,0.031,0.2778,0
7.35,20.33,138.58,1364.83,0.0677,0.2218,0.3559,0.1384,0
26.75,35.09,70.24,1727.13,0.1659,0.0754,0.1826,0.1551,1
25.51,26.19,70.7,244.62,0.1055,0.2745,0.2228,0.1217,0
29.99,36.95,144.52,661.72,0.1526,0.2098,0.076,0.2978,1
29.92,37.71,48.59,1215.41,0.1058,0.1088,0.0264,0.2814,1
19.33,9.28,90.14,921.17,0.1293,0.1854,0.1581,0.2104,0
24.46,11.34,63.91,1821.79,0.0529,0.3377,0.2176,0.2386,1
28.67,16.76,132.83,1346.34,0.08,0.0268,0.3291,0.2496,1
26.39,29.75,145.88,518.45,0.1024,0.0858,0.2155,0.1408,1
11.94,36.54,155.38,2250.94,0.1257,0.168,0.3365,0.2869,1
16.81,23.26,80.84,831.26,0.0706,0.2307,0.0496,0.2053,0
9.1,27.82,54.28,1865.47,0.1417,0.09,0.0275,0.1185,0
28.9,14.84,52.59,1980.6,0.0937,0.3274,0.0683,0.1794,1
20.55,33.95,108.18,2413.05,0.1481,0.232,0.332,0.2203,1
11.49,38.99,191.34,1316.48,0.0618,0.3096,0.3265,0.1706,0
22.12,17.33,74.84,1593.37,0.1316,0.1287,0.0608,0.2398,0
20.84,24.34,81.08,930.31,0.0852,0.2936,0.0133,0.2764,0
14.6,11.67,56.14,1740.5,0.1454,0.1448,0.2947,0.2544,0
8.73,26.33,136.89,1233.59,0.0983,0.1034,0.3678,0.2285,1
22.12,24.59,148.78,1172.86,0.1298,0.3208,0.3243,0.2024,1
18.49,13.48,142.87,2158.9,0.1621,0.0504,0.0872,0.1509,0
24.54,22.7,177.78,258.4,0.0525,0.3312,0.251,0.191,1
18.48,19.36,117.83,2221.43,0.0513,0.1713,0.3257,0.1586,0
26.45,25.18,61.51,2150.88,0.1424,0.3476,0.11,0.2868,1
19.25,27.16,86.3,1335.02,0.1276,0.1981,0.2269,0.2815,1
19.46,9.26,145.99,1296.88,0.0852,0.27,0.1352,0.1312,0
27.04,32.59,138.1,993.87,0.1093,0.0223,0.097,0.2645,1
15.68,31.1,124.96,2486.25,0.055,0.1839,0.4169,0.2406,1
9.22,20.35,149.27,402.36,,0.2634,0.3924,0.295,0
6.69,10.64,141.98,1532.91,0.1009,0.2783,0.1916,0.1927,0
24.12,32.4,181.01,1748.77,0.1501,0.0722,0.0588,0.2444,0
20.89,38.61,,2345.02,0.1076,0.1583,0.313,0.2036,1
22.9,16.44,164.58,1981.28,0.1204,0.1583,0.11,0.1139,0
11.11,19.03,79.79,1659.48,0.1549,0.0542,0.0725,0.1094,0
9.27,14.7,148.51,415.68,,0.1662,0.1641,0.1244,0
6.35,26.89,184.35,1022.01,0.1341,0.2863,0.2278,0.1592,0
14.41,13.8,101.72,467.67,0.1534,0.1191,0.0419,0.1518,0
20.16,20.04,164.66,2219.66,0.0743,0.1627,0.2459,0.2457,1
15.41,30.61,155.97,1909.11,0.0928,0.3371,0.0066,0.2432,0
16.5,26.36,49.52,1927.79,0.1676,0.0305,0.3835,0.2943,1
27.7,20.98,133.04,1679.33,0.168,0.2152,0.3959,0.1621,1
14.36,22.03,60.83,1336.62,,0.2653,0.3152,0.2877,1
18.34,26.43,194.77,493.93,0.058,0.2711,0.2006,0.2226,1
24.81,9.18,169.83,918.08,0.0825,0.2563,0.1096,0.1991,0
15.52,11.43,57.56,463.12,0.0977,0.2597,,0.2336,0
20.93,36.32,59.48,1850.8,0.1029,0.0395,0.4007,0.2406,1
26.7,11.41,135.12,518.14,0.1243,0.1963,0.0682,0.1344,1
28.79_err,30.91,95.18,1796.99,0.1579,0.2784,0.2003,,1
9.53,37.52,45.58,1773.72,,0.051,0.1356,0.245,0
,17.39,126.66,1223.96,0.152,0.024,0.1534,0.2995,1
17.81,20.49,102.06,459.14,0.0612,0.2888,0.1745,0.2824,0
12.2,26.64,56.17,882.93,0.055,0.2551,0.4093,0.2369,1
17.02,36.33,168.31,895.42,0.1105,0.156,0.1112,0.2425,1
29.52,38.2,186.41,1792.91,0.0572,0.3303,0.2119,0.2892,1
17.82,31.93,161.06,408.43,0.0971,0.273,0.4091,0.2934,1
13.89,11.69,171.59,2096.6,0.1576,0.3394,0.2047,0.2654,0
21.2,29.74,74.64,1935.98,0.079,0.3267,0.3713,0.2535,1
11.76,21.72,82.17,579.68,0.1347,0.1788,0.0253,0.1223,0
7.82,23.59,73.36,,0.0863,0.2691,0.4098,0.2661,1
9.09,10.52,162.41,1717.69,0.0554,0.2408,0.0806,0.1506,0
9.07,14.92,191.67,1905.57,0.1168,0.2878,0.4214,0.2128,0
9.65,33.51,154.69,585.87,0.1502,0.2799,0.0755,0.1811,0
9.33,23.07,181.03,511.91,0.0991,0.0706,0.1911,0.1691,0
21.38,18.35,142.19,698.1,0.1241,0.0971,0.1327,0.1621,0
10.37,20.9,102.03,1003.46,0.158,0.1077,0.1863,0.2711,0
14.3,35.49,108.12,2013.05,0.1448,0.2901,0.1077,0.2538,1
27.52,32.22,52.05,1881.5,0.0733,0.2875,0.4151,0.2047,1
17.38,17.44,45.03,2324.07,0.138,0.1835,0.1315,0.2329,1
22.02,12.64,151.28,278.37,0.1102,0.2117,0.2809,0.2969,1
10.14,16.81,110.15,167.27,0.1395,0.2929,0.0591,0.1795,0
10.61,37.54,128.35,1789.97,0.1093,0.1232,0.3545,0.2102,1
6.98,27.03,129.23,799.12,0.0654,0.0366,0.2333,0.2067,0
10.05,25.54,84.38,928.43,0.1184,0.1793,0.4212,0.2872,1
12.69,27.49,116.14,1430.45,0.1091,0.3215,0.1821,0.1703,0
10.25,20.35,115.32,381.69,0.1122,0.2809,0.084,0.2973,0
8.13,34.02,102.15,1656.76,0.1555,0.141,0.1488,0.1609,0
8.9,25.22,171.31,907.35,0.1574,0.0414,0.3169,0.1218,0
17.06,12.62,112.19,1633.21,0.1044,0.2302,,0.1383,0
10.95,13.0,136.58,2108.26,0.1047,0.2954,0.3347,0.1852,0
14.74,25.64,183.28,543.82,0.1118,0.2394,0.0316,0.23,0
18.08,38.03,178.6,2336.86,0.1124,0.1603,0.2496,0.2034,1
22.57,18.56,182.47,1392.42,0.164,0.0607,0.4008,0.1753,1
6.94,35.96,83.2,2318.11,0.1279,0.3206,0.0464,0.2124,0
25.19,32.69,45.6,630.24,0.0833,0.1111,0.0406,0.2678,0
21.07,16.68,81.77,1566.77,0.1138,0.094,0.3081,0.2678,1
7.96,10.13,84.59,1093.17,0.1253,0.2893,0.1355,0.2452,0
26.97,12.16,185.5,1967.16,0.1268,0.3438,0.2832,0.2905,1
28.1,31.58,143.88,1569.95,0.1202,0.2379,0.2345,0.218,1
7.47,15.19,53.07,1307.06,0.0713,0.2262,0.424,0.1015,0
12.65,20.51,61.66,2294.65,,0.1254,0.3823,0.1582,0
25.35,24.55,64.91,1030.0,0.0905,0.0267,0.2916,0.1656,1
23.96,31.49,140.87,659.15,0.1013,0.0833,0.1125,0.2095,1
10.43,12.51,157.67,1575.12,0.0574,0.2129,,0.281,0
11.02,21.6,177.54,1612.71,0.1478,0.0699,0.3794,0.2676,0
14.89,24.04,190.5,1176.26,0.0913,0.3117,0.2517,0.1464,0
17.63,25.77,72.27,1288.4,0.1596,0.0821,0.3394,0.2039,0
20.84,34.37,89.56,2404.55,0.0685,0.1923,0.1934,0.2318,1
14.85,14.32,78.45,1869.14,0.0568,0.189,0.0443,0.2975,0
17.1,34.04,97.4,,0.1079,0.2193,0.1431,0.1063,0
23.94,30.48,186.35,640.63,0.0727,0.1281,0.0693,0.1928,1
6.88,26.23,,2442.36,0.1625,0.3083,0.3362,0.2976,0
12.06,,158.11,1854.46,0.0512,0.1666,0.3012,0.2954,1
23.12,21.77,118.42,2299.51,0.0995,0.2511,0.038,0.1661,1
27.48,13.29,44.62,857.11,0.1612,0.2299,0.2672,0.1,0
18.28,29.64,50.27,1890.81,0.0961,0.0587,0.3759,0.2173,1
18.77,25.26,126.07,1825.05,0.0612,0.2255,0.2999,0.2734,0
8.57,28.82,155.01,835.47,0.0863,0.2017,0.2198,0.1649,0
16.74,19.48,74.45,1439.93,0.1098,0.3165,0.1341,0.2869,0
18.78,37.11,155.51,1620.7,0.0722,0.3107,0.3815,0.1665,1
,27.21,169.71,1275.47,0.106,0.0698,0.1818,0.222,0
12.46,11.65,105.9,2092.14,0.1504,0.047,0.3678,0.2444,1
15.05,22.94,159.43,2105.57,0.1547,0.1172,0.3367,0.1691,0
6.48,32.45,104.64,2147.42,0.0559,0.3456,0.351,0.1704,0
13.73,33.62,148.54,2036.08,0.0693,0.0271,0.4256,0.194,1
11.07,,162.24,1291.88,0.083,0.2421,0.322,0.267,0
13.86,36.74,198.71,1040.19,0.1214,0.2208,0.0146,0.1202,0
8.87_err,17.3,95.26,2102.05,0.0933,0.2334,0.0883,0.2263,0
27.37,21.73,105.77,1296.88,0.1513,0.092,0.0151,0.2355,1
20.25,36.86,66.5,721.44,0.136,0.0948,0.0817,0.2116,1
22.3,36.78,72.65,1337.33,0.0621,0.1621,0.0264,0.2872,1
24.94,30.26,150.94,474.77,,0.0516,0.2157,0.2204,1
17.96,35.63,186.73,1772.25,0.0636,0.0446,0.0121,0.2269,1
8.09,11.75,103.14,932.77,0.0806,,0.2032,0.22,0
18.89,35.81,68.78,755.15,0.0713,0.2091,0.3865,0.2444,1
20.08,18.94,85.62,2397.36,0.0708,0.1513,0.3219,0.1271,0
23.89,14.53,112.81,1973.44,0.124,0.1169,0.4059,0.2789,1
16.36,16.42,86.5,1997.48,0.1176,0.1242,0.0975,0.1085,0
9.06,21.96,77.37,1611.98,,0.0884,0.2284,0.2281,0
12.81,16.79,157.76,2120.45,0.1688,0.1558,0.137,0.2231,0
14.71,18.94,41.26,1931.62,0.1006,0.087,0.2123,0.1416,1
21.5,13.18,126.28,1553.11,0.0616,0.2504,0.2395,0.1081,0
19.7,18.18,167.0,2408.25,0.0645,0.0609,0.0156,0.1278,0
14.55,26.74,82.6,592.16,0.1201,0.3329,0.1003,0.1543,1
,22.7,136.53,2366.38,0.1675,0.0496,0.3031,0.2764,1
20.54,19.75,147.02,1087.39,0.1186,0.3313,0.3324,0.2711,1
11.69,32.14,144.8,1387.02,0.1639,0.295,0.2449,0.1128,0
8.44,36.7,111.34,429.66,0.1033,0.2446,0.1165,0.1579,0
9.67,32.46,95.45,1414.65,0.1023,0.3211,0.1742,0.2779,0
11.9,19.29,173.75,1582.45,0.11,0.0659,0.0413,0.1473,0
9.86,32.08,161.35,2494.58,0.1337,0.0782,0.4099,0.2992,1
10.48,13.71,91.4,2441.45,0.0941,0.1032,0.3735,0.1514,0
12.84,13.04,56.48,2420.7,0.1537,0.1008,0.0282,0.2478,0
10.16,19.71,51.49,962.2,0.0535,0.1226,0.0716,0.1834,0
27.52,34.04,55.08,2479.39,0.1028,0.21,0.2499,0.1272,1
7.93,16.64,133.26,1214.93,0.1113,0.0293,0.0999,0.151,0
18.59,10.96,48.27,2150.33,0.1228,0.1461,0.4018,0.235,0
15.85,13.08,93.91,650.52,0.0831,0.1013,0.3249,0.1674,0
29.58,35.62,160.51,1333.77,0.1013,0.2202,0.1175,0.2208,1
8.69,28.65,87.1,2419.79,0.1081,0.3451,0.0026,0.1411,0
15.55,16.85,162.13,2374.99,0.1324,0.1908,0.3438,0.1897,0
29.27,26.21,159.27,1753.61,0.1428,0.1605,0.1824,0.2024,1
26.77,25.35,79.33,,0.1385,0.1415,0.2762,0.1826,1
25.61,29.32,156.61,556.37,0.091,0.279,0.1234,0.1396,1
12.19,16.23,159.64,1843.11,0.1699,0.0438,0.0614,0.1923,0
10.1,35.8,103.59,1598.6,0.1518,0.3367,0.2904,0.2386,1
22.05,18.59,73.67,356.06,0.0812,0.1579,0.1936,0.293,0
28.31,30.52,123.4,407.06,0.0734,0.1235,0.1011,0.2579,1
19.36,9.5,187.42,395.93,0.0877,0.3414,,0.1323,0
19.72,20.55,142.34,1849.48,0.1043,0.3288,0.2496,0.1545,1
12.72,19.9,67.67,474.45,0.1521,,0.312,0.1158,0
24.47,25.85,149.24,1243.85,0.1434,0.0261,0.1221,0.1271,1
,11.25,108.35,982.48,0.1521,0.267,0.3161,0.1501,0
13.77,33.49,134.64,1439.19,0.0826,0.1307,0.0787,0.1399,0
16.21,15.75,157.45,1807.28,0.1212,0.1481,0.1455,0.1427,0
18.18,29.99,122.39,1755.95,0.084,0.0724,0.3203,0.1462,0
11.82,33.9,170.24,1356.63,0.0631,0.1927,0.2839,0.1601,1
8.76,26.42,155.54,1235.83,0.1321,0.2657,0.1163,0.1251,0
,31.97,138.41,1078.84,0.0672,0.1101,0.0525,0.1556,1
12.93,29.52,64.13,2174.11,0.1301,0.3298,0.0183,0.2377,1
19.95,20.02,173.75,920.81,0.1278,0.0843,0.3603,0.1473,1
9.7,34.07,189.74,752.1,0.1472,0.0419,0.0323,0.1344,0
17.55,18.14,61.91,1894.22,0.0667,0.2326,0.0494,0.1135,0
18.78,26.71,118.12,989.04,0.144,0.3003,0.1022,0.2,1
7.24,32.11,81.42,2138.92,0.1699,0.3345,0.1916,0.2684,0
14.08,20.75,160.72,913.82,0.1521,0.2732,0.3396,0.1118,0
9.23,18.39,155.46,1796.59,0.1402,0.0859,0.1064,0.2085,0
7.52,23.24,62.54,246.46,0.1295,,0.2337,0.2301,0
29.76,34.36,,1049.93,0.1006,0.3234,0.0389,0.2185,1
13.74,37.83,68.96,950.02,0.1377,0.0738,0.1997,0.2755,0
25.44,25.9,167.56,2067.36,0.1369,0.2044,0.0764,0.2733,1
12.11,29.51,113.12,2422.25,0.1258,0.2033,0.0908,0.1115,0
22.36,37.0,92.52,1227.68,0.1456,0.166,0.1577,0.1722,1
24.25,12.05,65.32,2086.61,0.1039,0.3448,0.3274,0.2342,1
20.3,16.19,66.82,1791.28,0.0646,0.0397,,0.2905,1
17.32,30.98,145.9,2423.03,0.1171,0.227,0.1784,0.2609,0
15.88,34.54,128.07,2054.22,0.0818,0.0878,0.051,0.1353,0
14.37,35.57,59.53,322.85,0.0961,0.194,0.1207,0.1558,0
28.31,21.87,58.03,1823.34,0.0521,0.2773,0.2173,0.2527,1
25.93,11.77,51.57,1403.78,0.0959,0.1014,0.3738,0.1943,0
29.16,22.57,159.0,178.79,0.1471,0.1498,0.4163,0.2095,1
8.98,16.15,153.9,733.1,0.1151,0.3338,0.2741,0.2218,0
23.54,18.03,49.35,2315.34,0.0512,0.2713,0.1508,0.1207,1
28.52,32.94,129.64,2325.5,0.1064,0.209,0.2982,0.2712,1
10.35,11.34,53.55,2025.29,0.085,0.0933,0.1446,0.2726,0
7.6,34.66,184.6,2457.0,0.1073,0.1604,0.269,0.1936,0
23.79,22.26,185.14,2043.45,0.0986,0.2754,0.1048,0.2254,1
19.79,27.48,,164.08,0.1618,0.2908,0.1148,0.232,1
26.2,11.78,188.19,819.29,0.0549,0.1007,0.0323,,0
9.35,19.46,169.83,212.27,0.132,0.2385,0.1807,0.1225,0
25.09,11.78,,362.09,0.1521,0.0514,0.2658,0.1041,1
10.84,38.81,131.15,656.46,0.1651,0.0277,0.3392,0.2826,1
9.93,34.03,88.97,1328.4,0.0713,0.2011,0.3484,0.1691,0
9.94,23.25,74.85,2140.18,0.1138,0.094,0.4268,0.1172,0
25.55,15.93,92.35,2174.24,0.0552,0.046,0.0377,0.1932,0
21.96,37.94,140.56,1594.24,0.1099,0.2608,0.212,0.1151,1
18.55,19.68,67.63,2330.5,0.0651,0.1843,0.2242,0.1171,0
14.61,13.99,81.38,1320.15,0.1505,0.2828,0.3459,0.1978,1
27.05,26.46,114.89,2238.13,0.0637,0.2391,0.1145,0.2018,1
15.42,38.26,77.29,1211.59,0.1116,0.2608,0.0298,0.216,0
25.6,9.12,134.18,794.25,0.1125,0.1214,0.1349,0.2313,0
