session_duration_min,pages_viewed,cart_value,prev_purchases,discount_percent,device_type,day_of_week,bounce_rate,loyalty_score,made_purchase
43.0,,2818.94,10.0,33.1,0.0,6.0,0.963,,1
79.0,39.0,2760.32,13.0,10.7,0.0,4.0,0.228,7.0,1
10.0,21.0,,10.0,7.3,0.0,5.0,0.565,74.0,1
70.0,31.0,2052.08,19.0,6.4,1.0,5.0,0.359,85.0,1
117.0,24.0,3663.72,19.0,20.5,2.0,4.0,0.187,56.0,1
12.0,24.0,3420.75,16.0,15.9,1.0,4.0,0.633,58.0,0
4.0,39.0,2394.18,1.0,8.1,2.0,6.0,0.297,12.0,0
104.0,48.0,4367.08,14.0,11.6,0.0,4.0,0.574,15.0,1
56.0,19.0,4774.52,7.0,38.2,0.0,2.0,0.178,9.0,0
4.0,38.0,1369.19,7.0,41.4,1.0,6.0,0.724,66.0,0
35.0,5.0,2916.52,17.0,20.6,0.0,1.0,0.962,86.0,0
61.0,34.0,4849.94,0.0,17.3,0.0,5.0,0.149,31.0,0
90.0,1.0,2094.96,0.0,26.5,0.0,5.0,0.576,96.0,0
,31.0,4285.84,3.0,43.8,0.0,5.0,0.715,25.0,0
22.0,46.0,4664.04,10.0,47.2,0.0,3.0,0.503,62.0,0
101.0,31.0,2123.22,17.0,7.6,0.0,0.0,0.921,65.0,1
118.0,45.0,1470.3,2.0,10.2,1.0,2.0,0.282,23.0,1
62.0,25.0,4786.48,16.0,,2.0,4.0,0.537,53.0,1
86.0,2.0,1913.81,16.0,33.7,2.0,3.0,,90.0,1
89.0,30.0,1170.93,14.0,22.9,2.0,1.0,0.388,37.0,1
72.0,33.0,1537.53,17.0,13.0,2.0,0.0,0.069,42.0,1
94.0,15.0,4308.22,8.0,33.0,1.0,0.0,0.859,65.0,1
92.0,9.0,1862.09,17.0,11.2,2.0,2.0,0.564,64.0,1
68.0,3.0,1902.91,12.0,24.9,0.0,4.0,0.478,7.0,0
13.0,49.0,2533.81,18.0,17.7,2.0,1.0,0.004,40.0,1
29.0,24.0,604.47,11.0,18.5,1.0,0.0,0.863,34.0,0
77.0,38.0,,0.0,2.8,0.0,6.0,0.683,92.0,1
88.0,45.0,350.13,11.0,10.6,2.0,1.0,0.832,5.0,0
74.0,,3101.24,1.0,,2.0,4.0,0.103,8.0,0
14.0,32.0,4361.89,10.0,32.1,2.0,1.0,0.569,94.0,1
7.0,3.0,1430.94,2.0,27.1,1.0,4.0,0.086,88.0,0
6.0,5.0,195.46,18.0,6.0,2.0,6.0,0.29,54.0,0
10.0,43.0,1844.55,6.0,45.3,2.0,6.0,0.296,31.0,0
53.0,32.0,2360.75,1.0,15.8,0.0,0.0,0.81,70.0,0
82.0,46.0,3550.69,17.0,16.6,0.0,5.0,0.426,31.0,1
18.0,6.0,3979.16,13.0,27.9,2.0,2.0,0.875,4.0,0
17.0,24.0,,3.0,19.3,2.0,0.0,0.042,58.0,1
118.0,37.0,2117.89,,28.1,0.0,0.0,0.394,32.0,1
46.0,35.0,2952.76,13.0,12.2,0.0,5.0,0.464,2.0,0
70.0,16.0,2215.78,10.0,11.8,2.0,3.0,0.569,63.0,0
85.0,31.0,560.84,1.0,27.0,2.0,4.0,0.572,84.0,0
85.0,35.0,2886.48,10.0,33.4,2.0,2.0,0.349,51.0,1
98.0,12.0,4553.5,9.0,23.2,0.0,1.0,0.886,50.0,1
112.0,11.0,1569.51,8.0,12.9,1.0,1.0,0.25,54.0,0
118.0,17.0,679.6,12.0,48.1,2.0,6.0,0.577,48.0,0
65.0,19.0,4097.79,0.0,14.5,2.0,6.0,0.698,17.0,0
19.0,8.0,2193.88,4.0,7.2,0.0,5.0,0.354,84.0,0
106.0,44.0,3325.48,16.0,30.1,2.0,0.0,0.644,39.0,1
60.0,15.0,4514.7,14.0,37.8,2.0,0.0,0.05,45.0,1
10.0,43.0,1847.86,12.0,5.5,2.0,1.0,0.08,42.0,1
64.0,8.0,1127.35,13.0,23.1,0.0,3.0,0.854,54.0,0
106.0,45.0,3312.47,5.0,7.0,0.0,3.0,0.05,61.0,1
22.0,31.0,669.1,15.0,17.3,2.0,0.0,0.483,93.0,1
117.0,16.0,3887.32,0.0,27.6,1.0,4.0,0.084,31.0,1
20.0,32.0,1920.62,18.0,36.4,1.0,5.0,0.102,18.0,1
1.0,41.0,1243.78,9.0,26.9,0.0,6.0,0.929,28.0,0
85.0,13.0,2567.16,3.0,7.0,1.0,1.0,0.415,48.0,0
,46.0,868.87,15.0,15.8,2.0,0.0,0.725,,1
85.0,7.0,1428.27,15.0,40.7,2.0,3.0,0.006,88.0,1
69.0,30.0,4785.42,16.0,22.3,0.0,5.0,0.662,54.0,1
65.0,9.0,2457.57,17.0,18.4,2.0,4.0,0.751,48.0,0
50.0,36.0,1692.95,19.0,30.2,2.0,5.0,0.071,98.0,1
34.0,5.0,3862.52,16.0,8.5,1.0,2.0,0.741,49.0,0
87.0,20.0,4075.88,3.0,43.2,1.0,2.0,0.466,3.0,1
116.0,32.0,788.29,,19.4,1.0,6.0,0.703,72.0,1
84.0,29.0,2395.23,8.0,,1.0,2.0,0.153,24.0,1
74.0,42.0,4418.93,2.0,31.2,2.0,5.0,0.393,14.0,1
83.0,41.0,4997.44,,29.5,1.0,0.0,0.02,97.0,1
105.0,7.0,3408.41,19.0,5.2,0.0,,0.375,84.0,1
92.0,26.0,2600.31,4.0,37.4,2.0,5.0,0.274,40.0,1
75.0,44.0,1582.85,12.0,33.9,0.0,3.0,0.209,49.0,1
39.0,34.0,2227.7,19.0,30.7,0.0,3.0,0.093,11.0,1
68.0,6.0,2213.81,9.0,43.5,0.0,2.0,0.356,74.0,1
54.0,7.0,4326.27,0.0,28.0,0.0,4.0,0.19,56.0,0
89.0,27.0,3829.98,17.0,38.2,1.0,4.0,0.191,99.0,1
58.0,4.0,4606.05,12.0,24.2,2.0,3.0,0.183,58.0,1
61.0,27.0,1163.61,0.0,10.5,2.0,3.0,0.341,10.0,0
117.0,,3445.47,7.0,11.0,0.0,,0.346,3.0,0
104.0,8.0,4568.49,2.0,22.2,2.0,4.0,0.759,59.0,1
13.0,30.0,4969.66,10.0,32.0,0.0,5.0,0.764,82.0,1
60.0,46.0,3825.73,14.0,17.0,2.0,1.0,0.928,17.0,1
96.0,2.0,4176.24,17.0,36.4,0.0,3.0,0.521,17.0,1
8.0,35.0,4968.37,19.0,35.6,1.0,4.0,0.937,21.0,0
21.0,49.0,605.72,18.0,16.5,0.0,2.0,0.086,52.0,1
14.0,10.0,1464.94,19.0,49.3,0.0,5.0,0.705,41.0,1
98.0,16.0,902.03,16.0,31.8,1.0,1.0,0.875,0.0,0
41.0,30.0,4685.57,14.0,0.5,0.0,5.0,0.836,25.0,1
7.0,22.0,4680.19,7.0,26.3,2.0,2.0,0.726,68.0,1
7.0,35.0,4804.51,2.0,16.7,,5.0,0.468,,0
10.0,8.0,4669.26,,2.8,0.0,5.0,0.381,50.0,1
108.0,3.0,2753.51,18.0,31.8,2.0,5.0,0.884,53.0,0
51.0,24.0,0.37,19.0,42.5,0.0,6.0,0.187,5.0,1
62.0,7.0,4435.89,16.0,17.0,2.0,3.0,0.05,87.0,1
119.0,5.0,1974.1,16.0,23.1,0.0,2.0,0.412,93.0,1
5.0,44.0,3798.67,5.0,47.6,,3.0,0.838,81.0,0
109.0,22.0,1647.28,1.0,11.9,0.0,3.0,0.851,32.0,0
83.0,28.0,3409.04,9.0,37.8,1.0,0.0,0.616,31.0,0
115.0,42.0,4876.58,10.0,29.4,1.0,5.0,0.398,45.0,0
70.0,2.0,3666.76,16.0,28.2,0.0,0.0,0.51,39.0,1
68.0,14.0,2439.25,14.0,1.9,2.0,,0.873,14.0,0
82.0,14.0,2585.44,1.0,12.5,1.0,,0.234,31.0,0
90.0,42.0,256.75,9.0,3.8,0.0,1.0,0.957,56.0,0
108.0,49.0,4437.13,19.0,2.4,2.0,0.0,0.013,9.0,1
64.0,12.0,2897.82,14.0,38.9,2.0,0.0,0.045,44.0,1
102.0,49.0,4984.14,18.0,26.0,1.0,3.0,0.948,80.0,1
51.0,19.0,1323.05,18.0,20.8,0.0,4.0,0.129,4.0,0
3.0,6.0,1813.86,19.0,15.3,0.0,6.0,0.219,42.0,0
33.0,26.0,4145.59,16.0,20.6,2.0,4.0,0.901,82.0,1
10.0,19.0,1541.94,14.0,15.5,0.0,4.0,,1.0,0
37.0,18.0,3850.53,1.0,16.3,0.0,4.0,0.181,18.0,0
4.0,44.0,3856.59,1.0,9.7,1.0,3.0,0.399,40.0,0
110.0,17.0,2586.62,18.0,,0.0,1.0,0.545,41.0,1
116.0,26.0,3315.08,,,0.0,6.0,0.842,50.0,1
38.0,21.0,4583.64,10.0,11.5,2.0,6.0,0.129,75.0,1
36.0,18.0,4457.14,16.0,48.9,1.0,2.0,0.143,79.0,1
46.0,6.0,,15.0,17.4,2.0,6.0,0.806,51.0,0
76.0,7.0,394.75,18.0,15.6,2.0,4.0,0.773,42.0,0
65.0,42.0,4099.38,8.0,18.6,1.0,0.0,0.046,80.0,1
28.0,45.0,1923.08,8.0,26.2,0.0,5.0,0.898,88.0,0
7.0,23.0,1850.63,11.0,41.6,0.0,6.0,0.422,84.0,0
44.0,32.0,4239.67,0.0,13.9,0.0,0.0,0.673,78.0,0
108.0,24.0,88.39,6.0,13.4,0.0,6.0,0.842,12.0,0
63.0,44.0,2692.1,16.0,31.2,0.0,3.0,0.663,21.0,1
85.0,17.0,1887.11,2.0,3.3,2.0,2.0,0.189,85.0,1
117.0,35.0,2274.88,18.0,29.1,0.0,5.0,0.57,0.0,1
45.0,10.0,74.9,2.0,5.1,0.0,5.0,0.426,61.0,0
105.0,16.0,4559.68,6.0,17.2,1.0,0.0,0.807,27.0,0
113.0,25.0,936.26,1.0,12.8,2.0,5.0,0.72,19.0,0
43.0,41.0,3737.89,11.0,19.3,0.0,3.0,0.423,47.0,1
107.0,8.0,1.72,,18.7,1.0,6.0,0.707,46.0,0
117.0,23.0,2961.02,1.0,9.1,1.0,5.0,0.238,40.0,1
84.0,4.0,4005.67,16.0,35.7,2.0,2.0,0.433,24.0,1
55.0,20.0,3239.0,11.0,8.3,0.0,5.0,0.03,87.0,0
54.0,14.0,4872.2,16.0,1.2,1.0,1.0,0.717,57.0,0
112.0,49.0,2096.01,0.0,40.2,1.0,6.0,0.816,36.0,0
10.0,7.0,4199.32,2.0,8.7,0.0,3.0,0.316,84.0,0
28.0,7.0,389.46,3.0,5.6,0.0,1.0,0.567,32.0,0
28.0,31.0,3987.41,11.0,15.5,2.0,0.0,,42.0,0
90.0,3.0,1028.71,18.0,9.0,0.0,0.0,0.504,41.0,1
86.0,47.0,3957.45,11.0,26.0,,3.0,0.637,53.0,1
97.0,9.0,582.15,17.0,46.1,0.0,6.0,0.861,53.0,1
17.0,42.0,2340.34,7.0,32.1,2.0,3.0,0.046,94.0,1
26.0,27.0,174.64,7.0,21.9,2.0,4.0,0.059,20.0,0
116.0,26.0,2535.38,8.0,,2.0,2.0,0.887,,1
29.0,16.0,2738.56,6.0,22.5,2.0,1.0,0.622,27.0,0
4.0,24.0,552.39,4.0,9.6,1.0,5.0,0.38,13.0,0
49.0_err,35.0,1728.37,10.0,41.9,2.0,4.0,0.38,26.0,1
76.0,41.0,4703.9,19.0,24.4,1.0,2.0,0.394,54.0,1
35.0,35.0,891.41,5.0,41.9,2.0,1.0,0.58,99.0,0
88.0,32.0,109.18,13.0,4.8,2.0,6.0,0.284,92.0,1
20.0,16.0,4081.36,8.0,39.9,0.0,3.0,0.882,82.0,0
65.0,39.0,1434.99,8.0,3.5,1.0,5.0,0.086,26.0,0
103.0,41.0,1811.34,16.0,12.5,2.0,4.0,0.524,99.0,1
112.0,47.0,954.65,15.0,48.9,0.0,2.0,0.039,,1
30.0,44.0,609.96,8.0,22.3,2.0,0.0,0.96,12.0,0
108.0,20.0,4164.13,9.0,42.9,0.0,0.0,0.4,21.0,1
27.0,9.0,4556.59,13.0,49.3,1.0,3.0,0.8,53.0,1
39.0,31.0,1237.77,15.0,43.8,2.0,2.0,0.186,85.0,1
66.0,8.0,1167.34,8.0,41.3,0.0,0.0,0.217,97.0,1
32.0,13.0,929.63,8.0,32.5,2.0,6.0,0.559,37.0,0
83.0,34.0,839.33,3.0,46.8,0.0,1.0,0.491,64.0,0
39.0,19.0,4825.54,6.0,12.1,2.0,0.0,0.278,42.0,0
117.0,43.0,2962.04,18.0,10.6,0.0,3.0,0.1,10.0,0
58.0,11.0,1877.86,1.0,13.4,0.0,0.0,0.87,68.0,0
61.0,39.0,1056.56,10.0,0.6,0.0,5.0,0.064,77.0,0
37.0,37.0,3154.76,19.0,8.9,2.0,6.0,0.012,2.0,1
35.0,35.0,2066.92,0.0,,0.0,3.0,0.291,97.0,1
44.0,36.0,2296.72,7.0,43.4,1.0,4.0,0.383,64.0,1
117.0,21.0,3928.04,1.0,49.7,1.0,4.0,0.318,98.0,1
105.0,15.0,453.17,10.0,6.8,0.0,1.0,0.35,86.0,1
29.0,31.0,493.31,0.0,45.8,2.0,6.0,0.973,50.0,0
89.0,3.0,4829.98,5.0,15.2,2.0,2.0,0.381,39.0,0
12.0,39.0,4374.61,15.0,7.1,0.0,5.0,0.738,91.0,1
6.0,43.0,64.45,1.0,29.0,2.0,4.0,0.574,66.0,0
53.0,17.0,3202.08,14.0,36.2,2.0,3.0,0.17,64.0,1
102.0,37.0,1200.52,3.0,4.7,0.0,1.0,0.686,63.0,0
48.0,11.0,404.57,13.0,11.6,1.0,2.0,0.133,70.0,0
5.0,37.0,3662.01,4.0,10.3,0.0,1.0,0.025,50.0,0
79.0,26.0,3109.9,0.0,33.7,2.0,1.0,,59.0,1
8.0,28.0,,9.0,28.8,0.0,6.0,0.036,43.0,0
62.0,19.0,1288.56,16.0,20.9,2.0,0.0,0.846,57.0,0
108.0,47.0,1017.41,5.0,27.4,1.0,1.0,0.452,10.0,0
66.0,29.0,2607.74,18.0,37.3,1.0,,0.582,97.0,1
42.0,48.0,1361.87,6.0,47.3,0.0,3.0,0.783,2.0,0
57.0,18.0,1416.43,18.0,14.5,2.0,3.0,0.792,35.0,1
92.0,9.0,2352.37,1.0,0.7,0.0,4.0,0.517,90.0,0
97.0,5.0,1918.07,9.0,40.2,0.0,5.0,0.594,98.0,1
62.0,6.0,4899.63,9.0,3.0,0.0,5.0,0.931,18.0,0
69.0,31.0,3658.78,6.0,44.8,0.0,0.0,0.994,58.0,0
41.0,14.0,1305.24,8.0,45.9,2.0,4.0,0.221,51.0,0
36.0,11.0,2050.74,8.0,27.5,0.0,0.0,0.782,93.0,0
72.0,38.0,2793.06,5.0,29.4,2.0,5.0,0.726,88.0,1
68.0,31.0,4978.4,12.0,25.3,1.0,1.0,0.133,90.0,0
119.0,36.0,1001.22,8.0,33.7,0.0,5.0,0.071,78.0,1
97.0,14.0,242.97,7.0,37.3,0.0,0.0,0.011,23.0,1
114.0,27.0,1714.93,17.0,0.7,0.0,5.0,0.247,69.0,1
13.0,17.0,2479.27,,13.4,0.0,6.0,0.252,1.0,0
114.0,14.0,3867.57,15.0,31.2,0.0,4.0,0.278,36.0,1
94.0,29.0,1018.75,18.0,24.9,,3.0,0.918,94.0,1
85.0,49.0,4947.37,9.0,39.9,2.0,6.0,0.071,66.0,1
38.0,1.0,2255.65,9.0,31.3,0.0,1.0,0.469,49.0,0
76.0,25.0,2583.59,10.0,47.7,0.0,2.0,0.165,69.0,1
57.0,7.0,655.38,18.0,3.1,0.0,0.0,,52.0,1
74.0,49.0,169.24,15.0,10.5,,0.0,0.996,55.0,0
78.0,41.0,1656.18,1.0,14.4,1.0,2.0,0.073,6.0,0
,37.0,2523.14,15.0,30.5,2.0,0.0,0.277,0.0,1
99.0,36.0,3522.24,11.0,38.1,0.0,6.0,0.885,90.0,1
103.0,29.0,4625.5,2.0,7.4,0.0,1.0,0.423,82.0,1
80.0,12.0,3596.99,9.0,22.1,2.0,1.0,0.174,50.0,1
69.0,21.0,4427.56,15.0,2.8,0.0,2.0,0.313,85.0,1
66.0,42.0,4358.67,13.0,48.8,1.0,0.0,0.514,98.0,1
26.0,37.0,4121.59,,40.5,0.0,3.0,0.02,95.0,1
78.0,26.0,4328.82,8.0,19.6,0.0,4.0,0.933,2.0,0
24.0,7.0,17.3,19.0,5.5,2.0,3.0,0.167,59.0,0
18.0,19.0,1825.06,4.0,38.8,1.0,5.0,0.477,48.0,0
21.0,18.0,1766.73,7.0,35.5,1.0,3.0,0.031,38.0,0
53.0,39.0,1878.22,7.0,1.1,0.0,0.0,0.196,8.0,0
,40.0,3682.6,0.0,33.5,2.0,3.0,0.898,68.0,0
1.0,25.0,166.2,9.0,49.9,0.0,1.0,0.662,53.0,1
56.0,19.0,3144.52,13.0,5.2,0.0,6.0,0.152,87.0,0
68.0,20.0,1726.75,3.0,2.8,0.0,2.0,0.21,56.0,0
50.0,45.0,3916.76,9.0,44.0,,4.0,0.819,5.0,0
49.0,24.0,2556.73,15.0,11.2,1.0,0.0,0.549,32.0,1
112.0,21.0,1739.4,,1.4,2.0,1.0,0.768,6.0,1
73.0,45.0,630.73,8.0,11.1,,1.0,0.575,63.0,1
63.0,17.0,2197.64,8.0,6.2,1.0,1.0,0.47,56.0,0
75.0,12.0,3117.17,9.0,33.9,2.0,2.0,0.988,28.0,0
81.0,46.0,1493.14,9.0,0.3,0.0,6.0,0.298,69.0,0
18.0,27.0,3391.07,13.0,34.8,2.0,5.0,0.774,34.0,0
1.0,1.0,789.73,19.0,13.6,2.0,5.0,0.13,50.0,1
89.0,34.0,2295.91,18.0,2.9,1.0,2.0,0.341,92.0,1
82.0,46.0,237.99,3.0,32.6,0.0,1.0,0.133,70.0,1
22.0,4.0,196.98,17.0,29.7,1.0,1.0,0.984,19.0,0
67.0,3.0,3381.28,19.0,6.9,0.0,0.0,0.203,55.0,0
2.0,32.0,3684.31,5.0,46.1,1.0,4.0,0.707,1.0,0
2.0,44.0,2338.47,18.0,39.4,1.0,1.0,0.71,95.0,1
105.0,42.0,1980.15,15.0,22.1,1.0,1.0,0.311,31.0,1
58.0,32.0,3776.98,5.0,38.1,2.0,5.0,0.133,2.0,0
58.0,6.0,2239.83,2.0,2.5,2.0,3.0,0.648,71.0,0
86.0,20.0,618.9,14.0,4.0,0.0,2.0,0.258,89.0,1
11.0,48.0,675.61,7.0,26.6,2.0,2.0,0.757,35.0,1
85.0,22.0,,1.0,10.3,0.0,6.0,0.754,84.0,0
28.0,8.0,1730.47,12.0,41.9,0.0,5.0,0.996,54.0,0
88.0,41.0,340.34,11.0,20.3,0.0,1.0,0.269,,1
111.0,42.0,134.78,15.0,17.8,1.0,2.0,0.144,35.0,1
102.0,17.0,,17.0,18.6,0.0,1.0,0.145,92.0,1
66.0,43.0,,13.0,42.2,0.0,0.0,0.393,,1
91.0,25.0,2718.73,6.0,0.5,2.0,,0.551,22.0,0
55.0,10.0,1424.0,19.0,3.7,1.0,0.0,0.213,16.0,0
18.0,43.0,2807.83,3.0,9.2,1.0,6.0,0.276,17.0,0
105.0,20.0,3490.5,12.0,24.7,1.0,6.0,0.997,33.0,1
21.0,28.0,3196.2,10.0,16.7,1.0,3.0,0.684,77.0,0
50.0,28.0,2210.61,2.0,46.1,0.0,3.0,0.561,95.0,0
71.0,45.0,1461.68,17.0,,0.0,3.0,0.146,7.0,1
75.0,36.0,2129.23,5.0,23.8,0.0,4.0,0.773,75.0,0
,8.0,,5.0,18.8,1.0,2.0,0.77,31.0,0
106.0,32.0,4021.99,10.0,1.7,1.0,0.0,0.382,74.0,1
41.0,38.0,1439.87,5.0,21.0,2.0,3.0,0.008,69.0,0
1.0,44.0,2128.99,11.0,19.4,0.0,0.0,0.828,23.0,1
67.0,43.0,3610.93,10.0,17.5,0.0,3.0,0.06,9.0,1
4.0,24.0,3560.08,8.0,19.2,,5.0,0.285,76.0,1
77.0,41.0,4896.54,13.0,17.4,2.0,5.0,0.728,57.0,1
3.0,4.0,3892.99,16.0,19.9,1.0,,0.637,7.0,0
39.0,36.0,2497.9,14.0,18.4,1.0,5.0,0.363,34.0,1
33.0,6.0,2937.35,10.0,19.9,2.0,2.0,0.191,67.0,0
42.0,5.0,1040.29,12.0,37.8,1.0,4.0,0.201,13.0,0
16.0,39.0,1176.89,2.0,43.2,2.0,6.0,0.598,23.0,1
64.0,19.0,3811.08,17.0,38.0,1.0,6.0,0.227,72.0,1
2.0,35.0,4886.93,,46.2,1.0,5.0,0.608,21.0,0
115.0,16.0,2498.39,9.0,34.7,1.0,1.0,0.921,30.0,1
,8.0,2040.32,12.0,11.4,1.0,2.0,0.223,68.0,1
41.0,38.0,3032.22,6.0,27.3,0.0,3.0,0.692,45.0,0
73.0,49.0,3640.19,7.0,43.1,2.0,2.0,0.437,86.0,1
4.0,32.0,2617.5,17.0,27.4,2.0,,0.035,54.0,1
36.0,14.0,2189.72,8.0,47.0,0.0,6.0,0.729,87.0,0
92.0,11.0,,3.0,35.8,1.0,1.0,0.716,29.0,0
77.0,22.0,1819.96,1.0,40.5,0.0,2.0,0.036,19.0,1
73.0,6.0,3226.5,0.0,21.1,1.0,,0.285,99.0,1
37.0,4.0,1128.73,5.0,22.9,0.0,4.0,0.433,71.0,1
21.0,13.0,4655.95,4.0,19.6,2.0,0.0,0.024,9.0,0
87.0,5.0,3990.43,4.0,29.6,1.0,2.0,0.077,89.0,0
54.0,45.0,4436.09,9.0,25.8,0.0,2.0,0.47,89.0,1
8.0,18.0,4274.57,9.0,5.9,2.0,2.0,0.668,18.0,0
51.0,44.0,4699.55,19.0,8.3,2.0,3.0,0.827,16.0,1
35.0,24.0,1147.59,2.0,8.3,0.0,4.0,0.843,48.0,0
68.0,27.0,4041.06,15.0,18.3,1.0,5.0,0.902,97.0,1
61.0,43.0,1092.31,3.0,10.7,0.0,2.0,0.727,89.0,1
54.0,34.0,373.96,4.0,35.5,1.0,4.0,0.713,39.0,0
81.0,5.0,1377.28,3.0,36.7,2.0,1.0,0.11,30.0,0
59.0,24.0,231.18,13.0,20.5,2.0,1.0,0.102,28.0,0
99.0,37.0,2913.71,14.0,30.2,2.0,2.0,0.502,85.0,1
90.0,11.0,293.44,9.0,16.5,2.0,4.0,0.508,46.0,1
116.0,,4129.72,18.0,23.3,2.0,6.0,0.062,46.0,1
30.0,25.0,1041.19,9.0,31.0,2.0,2.0,0.061,25.0,0
100.0,,2743.04,19.0,16.2,0.0,5.0,0.928,94.0,1
71.0,15.0,14.49,19.0,40.1,1.0,3.0,0.414,7.0,1
26.0,46.0,1064.15,1.0,12.5,1.0,0.0,0.357,66.0,0
104.0,39.0,1824.95,3.0,9.7,2.0,0.0,0.471,49.0,1
71.0,11.0,4790.2,16.0,45.4,0.0,0.0,0.582,87.0,1
45.0,35.0,4018.95,7.0,31.3,2.0,5.0,0.345,8.0,0
62.0,46.0,1910.42,5.0,14.9,2.0,2.0,0.398,36.0,1
97.0,44.0,69.47,,18.5,1.0,5.0,0.083,49.0,0
72.0,46.0,3028.63,6.0,10.0,1.0,3.0,0.768,70.0,0
85.0,23.0,4866.75,6.0,4.2,0.0,3.0,0.646,43.0,0
78.0,18.0,201.74,13.0,49.2,0.0,2.0,0.139,73.0,1
26.0,23.0,3178.72,3.0,47.4,0.0,4.0,0.736,11.0,0
73.0,40.0,2125.01,10.0,47.7,1.0,6.0,0.229,62.0,1
104.0,44.0,3927.16,7.0,24.8,2.0,1.0,0.738,62.0,1
51.0,14.0,3265.55,6.0,38.0,0.0,3.0,0.162,20.0,0
101.0,32.0,60.02,12.0,33.6,0.0,5.0,0.943,42.0,1
93.0,36.0,1601.1,15.0,14.3,2.0,5.0,0.532,96.0,1
20.0,44.0,521.42,7.0,43.6,1.0,4.0,0.78,,0
80.0,38.0,1918.63,14.0,8.5,1.0,0.0,0.596,96.0,1
97.0,32.0,1275.85,18.0,19.1,1.0,1.0,0.159,4.0,1
7.0,25.0,2139.26,10.0,49.2,2.0,1.0,0.899,3.0,0
62.0,21.0,3454.22,14.0,40.5,0.0,1.0,0.229,46.0,1
108.0,41.0,809.26,1.0,17.3,0.0,1.0,0.003,37.0,0
74.0,,4147.58,14.0,15.1,2.0,5.0,0.933,81.0,0
90.0,11.0,4826.75,12.0,29.4,1.0,3.0,0.456,,1
88.0,9.0,3656.95,9.0,7.6,2.0,3.0,0.768,7.0,0
80.0,44.0,0.28,12.0,0.5,0.0,4.0,0.747,88.0,1
113.0,41.0,29.88,16.0,25.7,0.0,2.0,0.384,19.0,1
12.0,7.0,465.77,3.0,40.7,0.0,2.0,0.653,47.0,0
3.0,13.0,2302.98,19.0,6.2,2.0,4.0,0.293,83.0,0
24.0,47.0,807.99,0.0,26.2,0.0,3.0,0.452,46.0,0
72.0,3.0,1721.42,5.0,10.7,1.0,6.0,,27.0,0
66.0,39.0,2409.22,1.0,,1.0,1.0,0.216,91.0,1
69.0,37.0,1599.61,12.0,7.8,2.0,1.0,0.034,43.0,1
104.0,48.0,2021.59,2.0,24.6,1.0,1.0,0.292,51.0,1
78.0,46.0,2155.86,7.0,43.2,1.0,6.0,0.106,88.0,1
34.0,11.0,3761.19,15.0,20.3,1.0,1.0,0.222,8.0,0
115.0,22.0,4824.88,13.0,14.2,2.0,5.0,0.439,99.0,1
109.0,27.0,4454.48,10.0,26.6,1.0,6.0,,84.0,1
53.0,6.0,3501.16,1.0,7.0,2.0,2.0,0.751,71.0,0
6.0,35.0,1187.64,13.0,36.5,1.0,1.0,0.14,,1
71.0,19.0,3999.53,5.0,11.5,1.0,3.0,0.41,,1
14.0,38.0,4676.45,10.0,9.2,,4.0,0.838,11.0,0
86.0,14.0,4303.39,14.0,33.9,2.0,6.0,0.254,70.0,1
29.0,26.0,746.19,1.0,26.8,,3.0,0.561,32.0,0
114.0,49.0,4243.05,18.0,14.2,0.0,4.0,0.618,40.0,1
50.0,16.0,1328.97,9.0,40.6,0.0,3.0,0.997,30.0,1
73.0,10.0,2680.12,0.0,28.2,1.0,0.0,0.42,57.0,0
33.0,,2035.59,8.0,22.8,0.0,0.0,0.384,91.0,1
7.0,21.0,3831.6,16.0,23.2,1.0,3.0,0.46,22.0,0
92.0,14.0,40.88,11.0,28.9,2.0,0.0,0.095,78.0,1
108.0,14.0,361.11,6.0,45.3,1.0,6.0,0.269,89.0,1
86.0,26.0,1736.82,16.0,19.7,2.0,6.0,0.485,95.0,1
87.0,35.0,534.25,18.0,16.3,2.0,4.0,0.651,91.0,1
30.0,37.0,3394.13,14.0,24.3,0.0,2.0,0.187,19.0,1
54.0,44.0,2204.82,13.0,46.2,1.0,0.0,0.552,48.0,1
87.0,28.0,2185.07,5.0,1.0,2.0,3.0,0.799,73.0,0
117.0,42.0,36.52,16.0,44.1,2.0,1.0,0.522,24.0,1
113.0,13.0,3976.28,12.0,4.7,2.0,1.0,0.915,38.0,0
105.0,13.0,4411.09,11.0,1.7,0.0,0.0,,41.0,1
73.0,39.0,3030.68,1.0,29.2,0.0,,0.237,44.0,1
33.0,6.0,4890.81,8.0,42.4,2.0,2.0,0.067,82.0,1
90.0,40.0,4149.85,8.0,27.7,1.0,5.0,0.151,0.0,1
84.0,38.0,3522.76,18.0,20.3,,1.0,0.865,4.0,1
73.0,3.0,3585.91,18.0,38.2,0.0,4.0,0.89,13.0,1
119.0,23.0,1528.68,12.0,48.5,0.0,3.0,0.333,65.0,1
87.0,33.0,3232.07,3.0,43.1,1.0,5.0,0.928,54.0,0
60.0,9.0,3470.15,18.0,47.1,1.0,,0.823,40.0,1
26.0,9.0,2439.74,16.0,7.0,1.0,5.0,0.072,75.0,0
36.0,21.0,3465.54,10.0,8.9,2.0,3.0,0.506,78.0,0
88.0,11.0,2141.47,,29.0,1.0,1.0,0.424,34.0,1
