loan_amount,annual_income,credit_score,loan_term_years,employment_years,num_open_loans,debt_to_income,collateral_value,missed_payments,defaulted
,685080.66,537.0,10.0,25.1,6.0,0.173,116095.65,0.0,1
930843.03,1473624.91,411.0,3.0,2.2,3.0,0.287,1239542.11,2.0,1
1772834.6,1181148.26,389.0,2.0,7.5,7.0,0.311,1094625.14,5.0,1
1374861.15,2538701.48,307.0,1.0,29.8,1.0,0.528,1758906.73,4.0,1
330926.5,2518011.96,426.0,15.0,28.7,3.0,0.511,1349085.51,3.0,1
1499197.36,2149350.82,829.0,20.0,29.3,6.0,0.542,1830952.74,5.0,1
825625.58,3472278.37,805.0,1.0,29.5,6.0,0.359,2062139.83,5.0,0
1145923.9,1614296.99,310.0,5.0,2.6,1.0,0.202,2509521.74,0.0,1
1090144.17,387095.72,320.0,15.0,23.2,2.0,0.254,1912099.47,5.0,1
101791.62,4709487.9,762.0,5.0,14.8,5.0,0.145,161609.16,2.0,0
1705340.63,3821499.16,518.0,10.0,14.8,1.0,0.226,1236273.29,4.0,1
1101828.83,3379384.62,342.0,20.0,6.1,5.0,0.086,2165367.25,3.0,1
1737165.58,244312.62,484.0,20.0,19.2,4.0,0.428,1997638.02,0.0,1
850746.66,4007289.99,529.0,2.0,25.1,0.0,0.241,1365409.9,1.0,0
1978489.82,3276959.97,770.0,2.0,26.7,0.0,0.55,2328287.38,3.0,0
276617.93,1172573.58,746.0,3.0,27.4,3.0,0.372,2430996.73,4.0,0
,2463586.55,476.0,3.0,12.3,0.0,0.529,969151.35,4.0,0
1629961.14,,699.0,15.0,25.3,7.0,0.267,1830037.75,1.0,1
1035954.12,3928963.6,375.0,1.0,21.7,1.0,0.352,1960113.85,4.0,1
862100.74,583135.45,509.0,15.0,28.4,1.0,0.462,163388.66,1.0,0
969480.34,985311.97,547.0,15.0,16.3,0.0,0.596,2038164.74,1.0,1
476849.06,257115.91,350.0,3.0,11.0,4.0,0.245,,5.0,1
541102.27,4595889.28,730.0,20.0,,4.0,0.124,1578977.42,3.0,0
592534.98,1729742.96,468.0,1.0,3.8,7.0,0.473,694374.64,3.0,1
1551484.86,471470.08,649.0,3.0,24.1,7.0,0.492,2816397.58,1.0,1
1988854.86,1625743.07,847.0,5.0,1.3,2.0,0.372,1118952.34,1.0,0
1375697.33,257279.64,348.0,20.0,0.5,1.0,0.228,1812667.32,5.0,1
1144194.65,4634237.2,836.0,2.0,14.1,6.0,0.408,2234072.72,3.0,0
1307569.05,4757328.79,488.0,10.0,6.5,5.0,0.304,607392.76,0.0,0
607243.8,4797388.13,803.0,5.0,21.3,5.0,0.563,482575.34,0.0,0
704502.72,4833589.43,705.0,10.0,26.3,4.0,0.115,1287021.98,2.0,0
1232459.28,1910491.89,750.0,1.0,15.9,2.0,0.461,2148075.53,,0
447901.43,1137669.68,680.0,10.0,8.3,1.0,0.095,2542798.92,3.0,0
330904.28,1969809.99,516.0,2.0,24.0,3.0,0.567,288754.68,3.0,1
1642477.83,1430041.2,381.0,10.0,7.1,,0.072,2499060.89,3.0,1
1922937.82,3844720.26,395.0,10.0,3.4,3.0,0.194,122289.35,4.0,1
1376997.58,2822204.29,517.0,10.0,9.9,5.0,0.546,2584489.14,2.0,1
1061662.26,3561419.62,603.0,5.0,6.5,5.0,0.445,400486.44,2.0,0
67090.27,1866096.67,387.0,15.0,2.0,4.0,0.305,953687.1,4.0,1
691436.82,3037819.1,343.0,10.0,27.6,3.0,0.357,1503616.67,5.0,1
776809.53,2787480.19,322.0,20.0,5.0,,0.114,2704659.08,3.0,1
93917.6,1937096.45,334.0,1.0,11.1,6.0,0.295,1489967.84,1.0,1
236887.41,2597879.49,437.0,2.0,26.4,3.0,0.374,2902018.89,0.0,0
363220.66,486643.93,430.0,3.0,24.8,3.0,0.421,2188802.93,1.0,1
706007.97,4778526.04,481.0,15.0,28.5,,0.257,1399864.65,3.0,0
1503071.51,3740566.65,629.0,10.0,14.0,0.0,0.242,266582.58,0.0,0
68603.37,2896273.45,346.0,15.0,28.4,6.0,0.36,2699368.09,0.0,0
1767290.65,2021875.18,603.0,20.0,24.5,0.0,0.541,2921351.51,0.0,1
1882053.63,267846.15,752.0,3.0,25.2,7.0,0.216,516821.6,0.0,0
516639.85,2261618.76,433.0,5.0,10.8,6.0,0.49,664982.0,3.0,1
1290619.66,3865120.58,362.0,2.0,27.2,2.0,0.454,1241227.99,5.0,1
1893473.07,3106815.49,724.0,3.0,23.4,5.0,0.542,1748007.76,1.0,1
1042244.82,4621514.06,609.0,1.0,11.0,4.0,0.407,883329.84,4.0,0
482283.82,2509111.57,810.0,3.0,19.3,1.0,0.244,1015606.32,5.0,0
1132256.47,502968.14,458.0,20.0,14.8,4.0,0.593,582960.85,5.0,1
1949098.07,4624106.34,424.0,3.0,16.2,7.0,0.245,1965889.31,2.0,1
1005153.89,3827098.17,319.0,10.0,22.0,1.0,0.342,2579306.84,5.0,1
1522239.38,1185253.98,733.0,2.0,2.8,1.0,0.344,2170641.37,1.0,1
624578.14,2834525.22,802.0,2.0,6.9,0.0,0.445,9387.73,0.0,0
1815530.18,2942414.44,650.0,10.0,6.7,7.0,0.206,1532088.11,3.0,1
807811.5,1184588.22,370.0,20.0,28.3,5.0,0.262,2583262.79,2.0,1
1229725.52,3363385.34,401.0,5.0,4.6,4.0,0.246,1450459.65,5.0,1
530967.2,493563.79,312.0,2.0,10.6,6.0,0.154,547150.99,5.0,1
499811.06,756282.03,608.0,5.0,5.6,0.0,0.102,2383029.6,4.0,1
757271.97,2965862.69,469.0,1.0,22.7,5.0,0.474,1979356.61,3.0,1
1302547.98,1806566.98,662.0,3.0,22.9,6.0,0.521,2295370.11,1.0,0
669259.65,,684.0,15.0,19.9,3.0,0.226,2546240.88,1.0,0
1329976.02,3069373.78,708.0,10.0,12.9,3.0,0.064,2552465.25,3.0,0
1173989.31,3675316.57,550.0,20.0,28.7,1.0,0.247,2494957.8,3.0,0
1472721.87,4016396.58,565.0,20.0,14.0,7.0,0.364,2760386.45,2.0,1
213561.85,1395016.15,539.0,10.0,29.7,2.0,0.596,1668932.42,3.0,0
79151.05,2002249.14,446.0,5.0,27.0,2.0,0.485,1654496.1,4.0,0
482070.73,1163519.34,325.0,10.0,29.3,6.0,0.377,1326924.06,4.0,1
967486.87,3401624.9,484.0,20.0,11.9,6.0,0.547,,2.0,1
540141.12,3754831.3,600.0,2.0,29.3,4.0,0.414,1441689.55,0.0,0
234627.85,120211.17,567.0,5.0,,4.0,0.399,2919091.58,0.0,0
1641783.87,2978766.22,477.0,10.0,16.5,7.0,0.451,1209150.58,1.0,1
33039.06,1047760.07,818.0,3.0,28.8,1.0,0.106,2704270.83,4.0,0
1944708.08,1731049.73,753.0,20.0,8.0,2.0,0.245,1566500.82,4.0,1
1055927.58,1034787.07,828.0,2.0,28.0,1.0,0.584,2489308.6,3.0,0
519016.89,2010818.22,680.0,20.0,18.7,1.0,0.187,267269.47,0.0,0
1944791.63,480028.72,389.0,,19.6,4.0,0.312,2795759.24,2.0,1
1507414.19,4122110.13,776.0,1.0,15.6,7.0,0.235,2871527.57,3.0,0
152751.49,4977829.38,549.0,1.0,7.9,1.0,0.242,540580.99,1.0,0
1172007.99,3009171.41,554.0,2.0,4.2,7.0,0.445,,3.0,1
589631.54,4743602.33,711.0,2.0,27.6,6.0,0.516,2780075.27,0.0,0
1868437.16,3363581.59,621.0,15.0,13.5,0.0,0.587,2057771.37,5.0,1
1019876.91,522582.54,565.0,20.0,28.9,0.0,0.252,66896.43,2.0,1
1679083.47,2844264.43,841.0,15.0,16.9,7.0,0.577,2590646.6,4.0,1
745392.37,3204553.92,303.0,20.0,21.7,7.0,0.581,1760833.71,1.0,1
1210219.87,966224.68,591.0,20.0,24.0,4.0,0.459,2939642.06,0.0,1
775494.46,1428680.03,531.0,3.0,2.6,2.0,0.575,1442226.62,3.0,1
1344804.2,914843.34,404.0,20.0,9.0,1.0,0.492,2176444.15,5.0,1
258117.93,4150507.12,594.0,1.0,15.7,2.0,0.346,1212799.62,3.0,0
1523562.74,3006093.25,632.0,15.0,18.3,2.0,0.46,2641460.95,3.0,1
42207.0,3911927.39,,15.0,27.5,0.0,0.142,652349.47,5.0,0
1328126.63,3422570.82,800.0,5.0,22.6,0.0,0.323,989392.63,5.0,0
840125.87,3328631.98,394.0,15.0,2.9,6.0,0.102,483755.77,1.0,1
639840.95,427224.44,432.0,15.0,7.7,3.0,0.111,2082978.19,3.0,1
1195465.84,4223083.97,653.0,1.0,23.0,1.0,0.201,153304.86,1.0,0
1131785.15,4436622.38,409.0,2.0,10.4,4.0,0.094,2254739.1,5.0,1
568803.25,3387801.87,665.0,2.0,9.8,1.0,0.265,1416498.1,1.0,0
1505863.74,4655039.5,451.0,15.0,29.9,2.0,0.125,1423558.12,2.0,0
1862072.01,848065.68,360.0,20.0,17.0,0.0,0.475,2485943.23,2.0,1
433298.12,3166680.09,738.0,10.0,23.3,3.0,0.261,1036464.71,3.0,0
1839476.25,3475604.44,716.0,3.0,4.4,2.0,0.24,500404.39,1.0,0
1475533.11,3972918.44,810.0,1.0,27.9,0.0,0.463,2349085.19,1.0,0
12362.78,2537036.6,776.0,2.0,24.1,4.0,0.378,2279913.1,1.0,0
1635951.73,4633886.56,309.0,20.0,17.3,0.0,0.125,421610.0,5.0,1
1604884.87,775923.16,698.0,3.0,23.9,6.0,0.477,1521479.59,3.0,1
1407758.62,343270.29,607.0,3.0,19.5,5.0,0.596,2125515.9,2.0,1
243405.22,3060952.95,420.0,3.0,7.1,5.0,0.207,1274665.19,4.0,1
1411723.47,3506953.78,334.0,20.0,15.3,6.0,0.499,855578.73,4.0,1
1313794.43,2804992.09,772.0,,2.5,7.0,0.133,160103.5,4.0,1
70775.29,1612889.19,663.0,3.0,14.0,0.0,0.289,392294.81,1.0,0
50716.99,3710903.08,677.0,15.0,7.5,6.0,0.251,196510.99,5.0,1
529245.54,2725466.55,754.0,15.0,17.3,4.0,0.314,318814.19,5.0,1
339496.28,4729223.07,498.0,20.0,3.5,1.0,0.548,1639575.38,2.0,0
345539.15,2984055.75,619.0,3.0,24.8,3.0,,865468.73,4.0,1
1487249.57,2049077.72,488.0,3.0,17.8,5.0,0.335,2288707.53,3.0,1
326568.36,617391.5,692.0,2.0,11.2,1.0,0.471,304092.35,3.0,1
1562092.65,368480.51,351.0,10.0,26.2,2.0,0.268,206369.81,2.0,1
1854286.31,4971986.84,593.0,3.0,12.5,3.0,0.265,931760.85,2.0,0
199765.92,1733943.2,430.0,2.0,15.5,3.0,0.464,2896005.62,4.0,0
1967835.77,1240047.79,550.0,15.0,25.7,4.0,0.2,2994344.0,1.0,0
341197.86,654425.71,350.0,5.0,16.4,7.0,0.063,2735299.84,4.0,1
699493.67,1113528.09,364.0,2.0,6.7,7.0,0.117,2227474.66,0.0,1
612793.89,293159.66,507.0,5.0,22.1,1.0,0.499,2167979.78,0.0,0
253474.37,4932154.84,300.0,1.0,29.0,4.0,0.587,2762438.23,0.0,0
1054245.43,1699264.01,584.0,2.0,7.1,6.0,0.213,1945992.11,4.0,1
1480768.97,2346111.94,467.0,20.0,22.3,6.0,0.148,938101.6,1.0,1
225397.31,3098490.96,442.0,15.0,3.6,5.0,0.249,254120.64,2.0,0
871033.68,,555.0,2.0,28.3,0.0,0.475,2088652.2,0.0,0
242284.31,4943611.88,711.0,15.0,9.1,4.0,0.122,2765460.11,3.0,0
1619208.69,169980.72,427.0,15.0,2.9,7.0,0.093,12813.07,1.0,1
1413769.79,1788092.63,756.0,1.0,28.6,4.0,0.297,2479422.87,0.0,0
1027685.99,899703.53,844.0,1.0,28.7,5.0,0.393,1682859.02,4.0,0
1824117.25,3639592.14,339.0,2.0,12.4,,0.335,1305524.57,4.0,1
1141640.86,3152168.9,373.0,2.0,8.7,7.0,0.306,1580965.17,2.0,1
917298.24,471349.85,354.0,20.0,9.9,2.0,0.121,310631.09,4.0,1
227640.89,1450177.13,430.0,15.0,27.5,3.0,0.224,2500793.58,3.0,0
1157135.55,1230782.3,825.0,10.0,16.3,1.0,0.481,1558697.1,2.0,0
1487787.39,1215775.66,,20.0,22.7,2.0,0.457,299067.06,5.0,1
1073601.78,309432.36,765.0,1.0,29.3,3.0,0.068,972289.88,2.0,1
421596.16,3889196.71,456.0,3.0,11.9,6.0,0.444,1453421.87,4.0,1
322022.21,3781273.89,527.0,15.0,8.7,3.0,0.286,2357374.1,0.0,0
110140.69,3098283.96,762.0,3.0,10.4,3.0,0.398,1833682.36,0.0,0
1565068.8,1261167.06,573.0,10.0,26.4,0.0,0.43,1773467.2,4.0,1
568369.02,4796167.52,732.0,5.0,30.0,7.0,0.06,2340262.68,0.0,0
708044.87,1634302.46,676.0,10.0,7.8,3.0,0.167,1338378.8,0.0,0
591749.84,507263.86,422.0,2.0,26.7,6.0,0.427,2863953.63,2.0,0
1117956.06,1994994.21,685.0,5.0,24.7,1.0,0.352,2527655.79,2.0,0
1565795.62,4807346.8,678.0,1.0,27.6,5.0,0.54,2979673.09,0.0,0
461889.65,1853327.81,343.0,5.0,6.8,0.0,0.354,41841.72,,1
325279.4,2765293.76,387.0,20.0,1.8,7.0,0.275,1305970.87,2.0,1
78682.15,493004.58,489.0,5.0,12.3,2.0,,2544051.12,,0
204631.16,4639718.47,452.0,2.0,24.0,0.0,0.324,2418978.27,3.0,0
696100.02,2796376.9,746.0,2.0,28.9,4.0,0.495,293888.63,5.0,0
1364012.7,980732.0,564.0,10.0,9.7,0.0,0.112,,2.0,1
1491485.58,2686468.91,584.0,20.0,17.8,4.0,0.44,165519.02,5.0,1
326840.51,4776578.2,452.0,3.0,23.3,5.0,0.59,2881803.83,0.0,0
1154801.7,180165.33,615.0,20.0,20.4,1.0,0.341,2518857.28,4.0,1
673684.06,135060.78,430.0,20.0,27.2,2.0,0.247,157080.71,5.0,1
344232.02,2936478.89,750.0,10.0,6.1,2.0,0.375,1347448.29,4.0,0
1188006.71,2749773.32,510.0,20.0,22.5,5.0,0.108,,3.0,1
1669948.35,1796549.18,371.0,15.0,28.1,2.0,0.266,661717.5,5.0,1
1494404.86,4145654.3,448.0,5.0,2.7,1.0,0.411,1790489.04,3.0,1
1062846.13,3460342.92,682.0,1.0,9.7,3.0,0.055,2638.39,0.0,0
1224214.16,3412241.94,318.0,20.0,4.4,5.0,0.42,410296.41,5.0,1
205527.31,407852.93,506.0,1.0,28.0,2.0,0.33,1774241.0,0.0,0
683751.9,4718350.7,827.0,1.0,1.0,2.0,0.379,487719.63,1.0,0
1449723.05,282503.63,567.0,10.0,21.5,0.0,0.064,1908127.91,3.0,1
42469.03,3121265.06,584.0,3.0,25.4,0.0,0.357,1841614.78,4.0,0
969070.56,299429.81,733.0,5.0,1.7,6.0,0.233,964764.54,0.0,0
71515.87,4218995.77,439.0,20.0,0.5,6.0,0.079,2119713.62,1.0,1
264836.57,4573593.37,467.0,5.0,16.6,,0.164,2720052.48,0.0,0
448403.96,1285575.05,468.0,10.0,16.9,5.0,0.518,157361.18,4.0,1
415936.75,330237.8,798.0,3.0,18.9,5.0,0.53,2380311.68,3.0,0
1457999.94,2955394.66,499.0,5.0,2.3,0.0,0.247,845786.76,1.0,1
465357.78,4180650.75,565.0,10.0,4.1,2.0,0.126,2683659.03,0.0,0
1055485.27,4173454.23,356.0,10.0,27.8,7.0,0.384,2659698.03,2.0,1
1060714.93,2390380.83,737.0,1.0,10.4,1.0,0.195,1000825.11,1.0,0
1861844.86,2610170.11,347.0,20.0,1.2,0.0,0.297,2077735.01,4.0,1
45955.79,3956297.17,641.0,1.0,3.0,1.0,0.414,2665519.22,1.0,0
1502443.31,844591.31,682.0,2.0,24.8,7.0,0.259,926617.11,0.0,0
1284061.73,3114525.01,843.0,,24.1,5.0,0.383,817614.01,0.0,0
1439488.59,3363934.39,743.0,3.0,28.5,1.0,0.45,270794.57,4.0,1
1406704.49,4332196.79,641.0,1.0,18.3,3.0,0.085,2106368.35,0.0,0
1539463.16,4790920.93,,1.0,14.5,6.0,0.383,323117.11,3.0,0
1865445.39,1177533.65,712.0,5.0,9.4,6.0,0.092,1429822.59,1.0,1
1875028.49,3832495.93,772.0,1.0,23.2,6.0,0.358,1417821.15,1.0,0
1942125.58,3365999.28,742.0,20.0,14.5,3.0,0.579,45130.54,0.0,1
177022.93,2228905.84,689.0,2.0,15.0,4.0,0.107,528174.32,0.0,0
1537012.53,2331517.99,440.0,3.0,17.1,7.0,0.105,2596419.12,1.0,0
1219672.77,413932.01,742.0,3.0,4.4,5.0,0.583,2589161.9,,1
1067938.2,4416679.34,546.0,20.0,,4.0,0.521,2901052.44,4.0,1
219060.43,3146015.19,585.0,20.0,14.9,7.0,0.27,443630.5,0.0,0
721733.52,2194114.19,381.0,5.0,14.3,7.0,0.411,1210618.19,4.0,1
640208.61,4607823.46,831.0,3.0,0.4,5.0,0.145,2740952.02,,0
481981.1,2500424.81,348.0,3.0,13.6,1.0,0.169,1721944.43,5.0,1
202937.94,1684217.52,558.0,10.0,22.1,6.0,0.139,589333.21,,0
529382.01,4428692.79,,15.0,6.1,7.0,0.208,1830524.7,3.0,1
1079411.02,3628631.11,817.0,10.0,9.5,2.0,0.389,516452.24,5.0,0
110807.27,1416525.8,828.0,10.0,11.1,6.0,0.548,1177386.56,3.0,0
365294.73,1858605.67,647.0,2.0,4.2,3.0,0.128,2381160.66,4.0,1
231255.67,4951322.64,716.0,15.0,14.2,1.0,0.349,1101651.64,4.0,0
14063.65,560224.53,492.0,1.0,21.4,6.0,0.527,269662.47,1.0,1
1242862.28,3175950.9,838.0,15.0,8.9,6.0,0.177,512202.14,2.0,0
1594820.25,2848035.78,547.0,1.0,13.3,2.0,0.082,2319318.68,1.0,0
1618573.11,4399413.8,356.0,20.0,4.7,2.0,0.535,974866.17,5.0,1
1264578.83,3798538.26,658.0,1.0,29.8,7.0,0.434,1491641.32,1.0,0
440802.38,3614611.25,592.0,5.0,28.1,6.0,0.48,681230.06,4.0,1
98256.66,2305831.58,627.0,3.0,8.1,7.0,0.345,2058111.48,0.0,0
1062761.26,,460.0,2.0,4.6,3.0,0.151,1810743.41,1.0,0
1703802.33,1392642.59,749.0,2.0,28.2,3.0,0.529,2457358.05,3.0,1
1486589.96,113569.23,476.0,20.0,12.2,1.0,0.515,618051.13,4.0,1
643842.7,124326.54,715.0,2.0,25.6,5.0,0.51,298478.6,3.0,1
1102839.41,2201041.8,719.0,5.0,28.7,6.0,0.371,36420.6,1.0,0
1886635.2,2935759.26,594.0,2.0,24.6,2.0,0.296,1406912.59,0.0,0
1067621.48,4355222.93,808.0,15.0,1.7,0.0,0.242,2144183.88,2.0,0
1422092.19,2824218.02,500.0,3.0,6.5,5.0,0.078,2472309.01,5.0,1
1010598.46,3026177.53,352.0,3.0,25.3,0.0,0.176,1501129.85,5.0,1
890292.87,2874366.37,789.0,15.0,10.7,6.0,0.397,,0.0,0
1420473.29,470649.06,398.0,15.0,4.9,7.0,0.251,1508710.3,3.0,1
814822.54,1646037.96,788.0,3.0,21.3,2.0,0.348,1189285.29,5.0,0
578284.46,3864247.85,338.0,5.0,22.8,0.0,0.476,2524963.38,5.0,0
60697.12,3348022.37,672.0,20.0,21.3,3.0,0.27,728344.03,5.0,0
1749268.03,2150797.77,323.0,5.0,5.1,0.0,0.558,1148906.24,2.0,1
1339937.52,2785597.17,359.0,3.0,4.9,4.0,0.293,1742870.64,0.0,1
225515.32,528356.8,698.0,,18.5,6.0,0.077,1059963.65,4.0,0
1962072.34,492254.47,423.0,5.0,13.0,2.0,0.066,83421.33,3.0,1
536532.92,717913.57,358.0,2.0,10.9,2.0,0.276,1351636.44,1.0,0
1442503.22,3349540.75,759.0,5.0,20.8,4.0,0.377,2558320.11,3.0,0
111378.46,3062374.87,479.0,2.0,26.1,6.0,0.141,,2.0,0
1422950.07,4841924.61,820.0,20.0,27.1,2.0,0.144,1044170.6,0.0,0
323839.98,2485553.72,453.0,5.0,12.5,6.0,0.129,495499.13,5.0,1
1891535.95,4866164.2,549.0,3.0,20.0,1.0,0.231,861498.83,0.0,0
1143775.33,3716777.03,312.0,1.0,21.3,6.0,0.236,1836534.13,2.0,0
868366.99,2890439.47,829.0,5.0,2.8,6.0,0.052,,0.0,0
992997.48,2639596.53,619.0,5.0,13.5,7.0,0.276,1107492.23,1.0,0
174250.86,2854174.37,632.0,15.0,25.2,2.0,0.113,519538.43,3.0,0
628138.62,4747925.76,310.0,3.0,29.4,2.0,0.234,1575802.44,1.0,0
1175264.68,4961556.9,712.0,15.0,11.8,2.0,0.163,1689434.39,5.0,0
172486.04,1303262.37,590.0,1.0,9.0,1.0,0.296,2711139.5,3.0,0
1721918.57,4543397.39,360.0,2.0,11.4,0.0,0.31,199676.08,4.0,1
1876731.26,1804273.15,499.0,10.0,6.3,2.0,0.1,485273.52,5.0,1
307442.51,4123511.02,648.0,15.0,11.9,4.0,0.23,1435795.36,0.0,0
114952.62,909830.54,400.0,1.0,27.8,1.0,0.201,276322.28,5.0,1
196940.32,2705740.7,716.0,15.0,25.3,2.0,0.557,2754056.46,3.0,0
893705.4,615766.39,803.0,20.0,14.9,6.0,0.471,73264.66,5.0,1
744027.76,3044740.72,422.0,3.0,15.3,4.0,0.259,514448.13,3.0,1
1592905.49,,317.0,10.0,4.2,6.0,0.527,2115902.7,4.0,1
1508840.21,3256528.96,,1.0,10.4,6.0,0.317,2740715.4,2.0,1
317292.72,3191143.38,486.0,,18.4,4.0,0.595,2760525.33,1.0,0
518473.69,4265163.75,618.0,5.0,7.3,2.0,0.167,518063.74,0.0,0
1169315.33,2874604.7,658.0,15.0,19.1,,0.09,1486823.35,4.0,1
1923694.38,3170942.0,341.0,5.0,18.0,0.0,0.447,739565.72,5.0,1
1747749.38,3936716.08,327.0,1.0,21.9,6.0,0.397,2716069.5,4.0,1
701063.81,781401.6,602.0,15.0,14.8,7.0,0.228,2426623.08,3.0,1
1053418.94,,316.0,10.0,4.3,0.0,0.133,2373487.22,5.0,1
407074.13,2321754.41,,10.0,28.8,4.0,0.454,614743.12,2.0,1
561177.14,2033737.27,710.0,15.0,2.7,4.0,0.276,1276180.4,2.0,0
159904.93,362698.91,542.0,10.0,2.6,6.0,0.191,49462.97,4.0,1
1097532.32,190019.98,639.0,10.0,19.6,4.0,0.228,2325343.22,4.0,1
1401673.79,3263943.43,689.0,3.0,,2.0,0.15,1086926.33,3.0,0
1891478.17,4335367.48,592.0,20.0,2.3,6.0,0.058,721609.99,1.0,1
1773284.42,3910457.3,528.0,5.0,24.2,3.0,0.283,1507578.88,5.0,0
1066864.54,1859474.34,730.0,15.0,28.9,0.0,0.424,1010053.38,3.0,0
610409.04,276037.35,821.0,2.0,27.7,4.0,0.078,461271.6,1.0,0
532241.59,3684629.09,305.0,3.0,,6.0,0.378,1641597.7,3.0,1
1573853.72,4020215.15,421.0,5.0,8.7,4.0,0.245,1357406.0,2.0,1
483809.39,4731024.25,322.0,10.0,1.2,7.0,0.435,1461228.42,1.0,0
433616.3,1965036.91,778.0,20.0,27.8,,0.479,1815555.8,5.0,1
,3692647.29,581.0,10.0,9.2,7.0,0.336,1601611.72,2.0,1
899479.73,3021569.72,645.0,10.0,26.3,7.0,0.083,2651116.33,3.0,0
369995.36,2012463.16,379.0,1.0,17.3,5.0,0.305,818665.48,2.0,1
1951619.04,3147480.86,702.0,1.0,13.8,1.0,0.37,1331299.34,5.0,0
19396.14,4259540.84,500.0,10.0,10.6,0.0,0.117,2184817.41,0.0,0
760385.12,4522361.85,824.0,5.0,13.4,7.0,0.599,1957174.59,1.0,0
1866476.91,3925364.29,640.0,2.0,23.0,3.0,0.43,2979115.85,2.0,0
1642387.47,4109776.77,586.0,2.0,14.4,4.0,0.417,833868.55,2.0,0
1283392.83,2439230.49,,15.0,3.8,0.0,,2930005.64,0.0,0
622709.23,236540.17,308.0,5.0,14.3,2.0,0.376,2181128.68,4.0,1
671662.72,3225775.76,422.0,20.0,5.3,7.0,0.47,2468929.69,4.0,1
1145325.82,3768429.6,738.0,10.0,4.1,5.0,0.49,2786160.64,0.0,0
879508.35,3092148.01,602.0,5.0,11.8,2.0,0.301,2514317.66,0.0,0
735447.3,,673.0,2.0,29.6,3.0,0.285,2809877.56,4.0,0
317581.67,2115901.53,605.0,20.0,26.6,4.0,0.31,1248713.18,4.0,1
471644.1,2079491.49,802.0,15.0,11.3,6.0,0.295,798354.21,1.0,0
1851557.16,4640200.33,671.0,2.0,23.9,0.0,0.174,590112.53,3.0,0
1947760.44,2452702.79,412.0,2.0,21.5,4.0,0.505,613277.88,1.0,1
1423605.12,2397430.68,833.0,20.0,10.9,4.0,0.356,2235080.94,2.0,0
1350451.66,2238171.39,783.0,15.0,13.7,3.0,0.47,1742953.71,1.0,1
1474077.38,4527987.89,501.0,2.0,19.1,2.0,0.495,768139.23,4.0,1
1582260.38,322555.0,615.0,15.0,23.8,5.0,0.249,1908173.75,4.0,1
1788717.23,1124283.64,615.0,20.0,1.0,0.0,0.578,1840623.13,1.0,1
1625382.9,1759395.12,844.0,10.0,29.1,3.0,0.074,804761.33,5.0,0
1478477.06,1662804.11,642.0,2.0,13.3,1.0,0.229,1563471.81,1.0,1
1434573.15,1248475.33,410.0,5.0,6.6,0.0,0.339,1235787.7,2.0,1
977234.25,1970426.17,784.0,20.0,6.0,2.0,0.395,102751.65,0.0,0
63710.22,236096.48,359.0,5.0,4.3,1.0,0.062,2526376.1,2.0,0
1819604.89,3425991.54,464.0,10.0,1.0,6.0,0.137,2941880.06,5.0,1
1395380.9,4415143.24,353.0,3.0,19.3,3.0,0.424,2180312.03,5.0,1
,2753120.96,766.0,10.0,4.8,4.0,0.472,760701.17,0.0,0
1355361.41,1297904.71,849.0,10.0,13.4,7.0,0.142,268683.79,4.0,1
1598994.58,3789563.72,625.0,3.0,2.4,5.0,,2713171.79,5.0,0
985839.08,2977329.84,627.0,5.0,14.9,0.0,0.052,589898.99,0.0,0
1770986.24,1401559.88,810.0,15.0,2.1,1.0,0.48,1775959.24,3.0,1
731655.42,4908902.05,625.0,20.0,14.8,4.0,0.231,2327160.3,2.0,0
1534125.61,685620.52,578.0,10.0,27.1,2.0,0.498,2654303.01,2.0,0
740504.95,2927601.66,729.0,3.0,7.9,2.0,0.122,985081.63,1.0,0
1791986.53,2504283.85,371.0,2.0,5.3,5.0,0.053,65626.16,4.0,1
1956210.51,1001260.34,326.0,15.0,7.8,3.0,0.55,826975.56,1.0,1
1221340.1,3973475.17,780.0,10.0,24.0,5.0,0.205,796827.71,5.0,1
590513.04,2877423.44,689.0,3.0,25.2,0.0,,2381806.44,4.0,0
561952.73,2300159.18,394.0,10.0,9.6,3.0,0.306,266853.89,1.0,0
,3835657.63,804.0,3.0,4.6,5.0,0.514,2679134.71,5.0,0
1422658.44,484195.25,615.0,1.0,8.7,7.0,0.258,2839231.97,4.0,0
1488910.8,3136648.36,503.0,1.0,12.6,3.0,0.528,581901.24,3.0,0
1752418.68,477857.56,750.0,20.0,2.1,2.0,0.325,2083782.18,1.0,0
440881.5,1718288.09,450.0,5.0,8.4,5.0,0.189,773678.14,0.0,1
967419.05,3453807.36,458.0,20.0,9.1,1.0,0.25,2034652.64,2.0,1
208281.39,3867857.73,398.0,15.0,2.1,7.0,0.499,1007327.05,0.0,1
1036353.64,740015.21,664.0,15.0,7.5,1.0,0.115,258007.55,0.0,0
1586630.12,1880482.68,349.0,15.0,24.4,3.0,0.354,1908900.05,5.0,1
449055.78,633322.05,756.0,15.0,1.6,4.0,0.189,1933161.27,4.0,0
1875538.4,3572027.42,304.0,2.0,18.0,0.0,0.085,800303.52,1.0,0
1572338.93,3996649.38,778.0,2.0,26.1,0.0,0.385,2129329.16,3.0,0
